,2011-11-30,2012-02-29,2012-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,6606.000,8070.000,309.000
AccountsReceivableNetCurrent,9700.000,3920.000,2800.000
AdditionalPaidInCapitalCommonStock,,70000.000,91000.000
Assets,96521.000,156701.000,116478.000
AssetsCurrent,96521.000,156701.000,116478.000
CashAndCashEquivalentsAtCarryingValue,70851.000,136811.000,97708.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,750.000,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000000.000,,
CommonStockSharesOutstanding,10000000.000,15000000.000,16500000.000
CommonStockValue,10000.000,15000.000,16500.000
InterestPayableCurrentAndNoncurrent,,,11620.000
InventoryNet,15970.000,15970.000,15970.000
Liabilities,106606.000,108070.000,111929.000
LiabilitiesAndStockholdersEquity,96521.000,156701.000,116478.000
LiabilitiesCurrent,6606.000,8070.000,11929.000
LongTermNotesPayable,100000.000,100000.000,100000.000
RetainedEarningsAccumulatedDeficit,-20085.000,-35619.000,-102951.000
StockholdersEquity,-10085.000,48631.000,4549.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-10085.000,48631.000,4549.000
