,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,1800000.000,1700000.000,1700000.000,472000000.000,461000000.000,450000000.000,439000000.000,428000000.000,425000000.000
DeferredCreditsAndOtherLiabilitiesNoncurrent,,,700000.000,800000.000,1300000.000,1200000.000,1400000.000,1600000.000,1800000.000,2200000.000,1400000.000,1800000.000,1600000.000,166000000.000,166000000.000,176000000.000,151000000.000,169000000.000,168000000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,448000000.000,,,,5000000.000,
DeferredRevenueCurrent,,,,,,,,,,,,,,,,,,2000000.000,3000000.000
DeferredRevenueNoncurrent,,,,,,,,,,,,,,4000000.000,6000000.000,9000000.000,12000000.000,12000000.000,19000000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,,,,9000000.000,,,,0.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,-100000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,71000000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,62000000.000,,,,0.000,
DeferredTaxLiabilities,,,,,,,,,,,,,,377000000.000,,,,5000000.000,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,,,,,,,,,,,,,,442000000.000,,,,0.000,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,377000000.000,382000000.000,368000000.000,5000000.000,5000000.000,6000000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,,6000000.000,,,,5000000.000,
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,,,,,,,,,,,,,,,2000000.000,1000000.000,0.000,,1000000.000
DerivativeAssetNotOffsetPolicyElectionDeduction,,,,,,,,,,,,,,,1000000.000,2000000.000,1000000.000,,1000000.000
DerivativeAssets,,,,,,,,,,,,,,,3000000.000,3000000.000,1000000.000,,2000000.000
DerivativeLiabilities,,,,,,,,,,,,,,,36000000.000,47000000.000,48000000.000,,46000000.000
DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,,,,,,,,,,,,,,,35000000.000,45000000.000,47000000.000,,45000000.000
DerivativeLiabilityNotOffsetPolicyElectionDeduction,,,,,,,,,,,,,,,1000000.000,2000000.000,1000000.000,,1000000.000
DueFromRelatedPartiesNoncurrent,,,,,,,,,,,,,,25000000.000,25000000.000,26000000.000,3000000.000,4000000.000,13000000.000
DueToRelatedPartiesCurrent,,,10100000.000,10100000.000,9900000.000,12800000.000,24200000.000,17100000.000,17300000.000,20200000.000,21800000.000,21100000.000,25100000.000,47000000.000,512000000.000,65000000.000,68000000.000,75000000.000,91000000.000
EnergyRelatedInventoryNaturalGasLiquids,,,,,,,,,,,,,,3000000.000,1000000.000,2000000.000,2000000.000,2000000.000,1000000.000
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,,,,,,,,,,,,,961000000.000,1100000000.000,1100000000.000,1100000000.000,1100000000.000,1100000000.000
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,,,,,,,,,,,,,,150000000.000,189000000.000,183000000.000,88000000.000,87000000.000,145000000.000
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,,,,,,,,,,,,102000000.000,125000000.000,140000000.000,47000000.000,60000000.000,145000000.000
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,,,,,,,,,,,,2619000000.000,2764000000.000,2664000000.000,2668000000.000,2680000000.000,3356000000.000
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,,,,,,,,,,,,13000000.000,17000000.000,16000000.000,16000000.000,15000000.000,12000000.000
EquityMethodInvestments,,,,,,0.000,0.000,0.000,0.000,0.000,,,,2458000000.000,2598000000.000,2485000000.000,2475000000.000,2467000000.000,3306000000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,,,,41000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,,,,306000000.000,,,,302000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,,,32000000.000,,,,38000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,,,,32000000.000,,,,38000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,,,,32000000.000,,,,38000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,,,,,32000000.000,,,,38000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,,,,32000000.000,,,,38000000.000,
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,,,,492000000.000,
GeneralPartnersCapitalAccountUnitsOutstanding,,,,,,1508225.000,1508540.000,1508541.000,1508541.000,1638625.000,1638976.000,1639492.000,1639525.000,6800475.000,7506460.000,7506520.000,7193467.000,7371105.000,
Goodwill,,,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,104700000.000,2559000000.000,2200000000.000,2199000000.000,2199000000.000,2199000000.000,2245000000.000
GoodwillGross,,,,,,,,,,,,,,,,2329000000.000,2329000000.000,2329000000.000,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,,,,,,,,130000000.000,130000000.000,130000000.000,
GuaranteeObligationsMaximumExposure,,,1400000.000,1400000.000,1400000.000,1400000.000,1600000.000,1600000.000,1700000.000,1700000.000,1900000.000,1900000.000,1900000.000,,,,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,,,,1000000.000,,,,1000000.000,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,,466000000.000,520000000.000,511000000.000,501000000.000,492000000.000,482000000.000
InterestPayableCurrent,,,,,,,,,,,,8400000.000,2500000.000,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,54000000.000,56000000.000,53000000.000,55000000.000,53000000.000,70000000.000
InventoryGross,,,,,,,,11700000.000,11600000.000,11700000.000,11500000.000,11700000.000,11800000.000,49000000.000,45000000.000,49000000.000,50000000.000,54000000.000,62000000.000
Liabilities,,,75700000.000,89100000.000,96900000.000,94400000.000,372600000.000,352700000.000,361000000.000,750800000.000,878000000.000,890200000.000,898000000.000,6423000000.000,6323000000.000,5613000000.000,5261000000.000,5327000000.000,7585000000.000
LiabilitiesAndStockholdersEquity,,,1311900000.000,1217700000.000,1218700000.000,1208500000.000,1193700000.000,1181400000.000,1194300000.000,1214500000.000,1354000000.000,1382600000.000,1391100000.000,15677000000.000,15978000000.000,16079000000.000,16415000000.000,16646000000.000,18285000000.000
LiabilitiesCurrent,,,64600000.000,78100000.000,85600000.000,83400000.000,87500000.000,82400000.000,90800000.000,100600000.000,115000000.000,128000000.000,135500000.000,612000000.000,1045000000.000,650000000.000,670000000.000,704000000.000,712000000.000
LongTermDebtAndCapitalLeaseObligations,,,10400000.000,10200000.000,10000000.000,9800000.000,279600000.000,264400000.000,264200000.000,644000000.000,757000000.000,752600000.000,752500000.000,5255000000.000,4715000000.000,4400000000.000,4411000000.000,4422000000.000,6654000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,700000.000,,,,800000.000,,,,1000000.000,,,,1000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,1000000.000,,,,636000000.000,,,,1132000000.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,900000.000,,,,1000000.000,,,,1000000.000,,,,5000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,900000.000,,,,900000.000,,,,1000000.000,,,,251000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,800000.000,,,,900000.000,,,,1000000.000,,,,1000000.000,
MaterialsSuppliesAndOther,,,10700000.000,12400000.000,11600000.000,11600000.000,11700000.000,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,51000000.000,,,,47600000.000,,,,303000000.000,,,,303000000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,8700000.000,,,,9600000.000,,,,49000000.000,,,,61000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,7300000.000,,,,3700000.000,,,,30000000.000,,,,36000000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,7300000.000,,,,8400000.000,,,,35000000.000,,,,37000000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,8100000.000,,,,8700000.000,,,,40000000.000,,,,42000000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,8700000.000,,,,9500000.000,,,,49000000.000,,,,51000000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,10900000.000,,,,7700000.000,,,,100000000.000,,,,76000000.000,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,,,,,1502000000.000,,,,1849000000.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,,,,,,174000000.000,,,,298000000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,,,,,,,,185000000.000,,,,185000000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,,,,,,,,186000000.000,,,,302000000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,,,,,,,,185000000.000,,,,303000000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,,,,,,184000000.000,,,,301000000.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,,,,,,,,588000000.000,,,,460000000.000,
OtherAssetsCurrent,,,2400000.000,3300000.000,2300000.000,8900000.000,11000000.000,8200000.000,6900000.000,7000000.000,6100000.000,7300000.000,4100000.000,50000000.000,28000000.000,24000000.000,33000000.000,33000000.000,31000000.000
OtherAssetsNoncurrent,,,2500000.000,2300000.000,2200000.000,2100000.000,2000000.000,1500000.000,1500000.000,4000000.000,8400000.000,3700000.000,4200000.000,12000000.000,11000000.000,12000000.000,14000000.000,14000000.000,17000000.000
OtherInventoriesSpareParts,,,,,,,,,,,,,,41000000.000,40000000.000,41000000.000,42000000.000,43000000.000,53000000.000
OtherLiabilitiesCurrent,,,2600000.000,1100000.000,1600000.000,1400000.000,1700000.000,3200000.000,1800000.000,1700000.000,7000000.000,3600000.000,2700000.000,12000000.000,14000000.000,17000000.000,18000000.000,24000000.000,26000000.000
PartnersCapital,,,695600000.000,647500000.000,647800000.000,646200000.000,484000000.000,488400000.000,491500000.000,458200000.000,470300000.000,486700000.000,487300000.000,9241000000.000,9641000000.000,9458000000.000,10137000000.000,10301000000.000,9557000000.000
PartnersCapitalAccountUnits,,,,,,,75426990.000,75427050.000,75427050.000,81931238.000,81948813.000,81974601.000,81976236.000,311469407.000,346768732.000,346771705.000,359673394.000,368555271.000,386117615.000
PartnersCapitalAttributableToNoncontrollingInterest,,,540600000.000,481100000.000,474000000.000,467900000.000,337100000.000,340300000.000,341800000.000,5500000.000,5700000.000,5700000.000,5800000.000,13000000.000,14000000.000,15000000.000,17000000.000,18000000.000,143000000.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,,,1236200000.000,1128600000.000,1121800000.000,1114100000.000,821100000.000,828700000.000,833300000.000,463700000.000,476000000.000,492400000.000,493100000.000,9254000000.000,9655000000.000,9473000000.000,10154000000.000,10319000000.000,9700000000.000
PropertyPlantAndEquipmentGross,,,1196100000.000,1225800000.000,1261300000.000,1276400000.000,1279700000.000,1287800000.000,1326700000.000,1361700000.000,1396300000.000,1435400000.000,1496700000.000,10118000000.000,10964000000.000,11253000000.000,11551000000.000,11845000000.000,13410000000.000
PropertyPlantAndEquipmentNet,,,909000000.000,929800000.000,956200000.000,966600000.000,959000000.000,955800000.000,982600000.000,1008600000.000,1031000000.000,1059500000.000,1109200000.000,9683000000.000,10195000000.000,10360000000.000,10537000000.000,10730000000.000,11411000000.000
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,,,,,,,,,,,,,,5000000.000,,,,266000000.000,
PropertySubjectToOrAvailableForOperatingLeaseGross,,,,,,,,,,,,,,1482000000.000,,,,2192000000.000,
PropertySubjectToOrAvailableForOperatingLeaseNet,,,,,,,,,,,,,,1477000000.000,,,,1926000000.000,
PurchaseCommitmentRemainingMinimumAmountCommitted,,,,33200000.000,13300000.000,9600000.000,12800000.000,18500000.000,29200000.000,25000000.000,61500000.000,47500000.000,49600000.000,144000000.000,247000000.000,190000000.000,202000000.000,588000000.000,409000000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,7300000.000,,,,3800000.000,,,,9000000.000,,,,5000000.000,
SharesIssuedPricePerShare,,,,,,,,,,66.680,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,,,,0.000,,,,0.000,,,,,,,,,
SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,,,53000000.000,,,,,,,,,,,,,,,,
StockholdersEquity,,,,,,1114100000.000,,,,463700000.000,,,,9254000000.000,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,1236200000.000,1128600000.000,1121800000.000,1114100000.000,821100000.000,828700000.000,833300000.000,463700000.000,476000000.000,492400000.000,493100000.000,9254000000.000,9655000000.000,9473000000.000,10154000000.000,10319000000.000,9700000000.000
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,,,,,,,,,,,,,,,,993000000.000,1000000000.000,1000000000.000,1000000000.000
UnamortizedDebtIssuanceExpense,,,,,,,,,,,,4300000.000,4100000.000,8000000.000,8000000.000,8000000.000,7000000.000,7000000.000,28000000.000
UnrecognizedTaxBenefits,,,200000.000,200000.000,200000.000,0.000,,,,0.000,,,,,,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,,,,,0.000,,,,,,,,,
