,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdditionsToNoncurrentAssets,,890000000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,,27000000.000,34000000.000,22000000.000,14000000.000,23000000.000
AmortizationOfIntangibleAssets,,77000000.000,81000000.000,83000000.000,92000000.000,91000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5000000.000,,,,
AssetImpairmentCharges,71000000.000,129000000.000,16000000.000,135000000.000,788000000.000,709000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-687000000.000,793000000.000,154000000.000,-350000000.000,-830000000.000,-245000000.000
CommonStockDividendsPerShareDeclared,,,,,,6.000
ComprehensiveIncomeNetOfTax,,298000000.000,1158000000.000,-739000000.000,-1318000000.000,-1235000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,302000000.000,1463000000.000,-278000000.000,-973000000.000,-1112000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1506000000.000,600000000.000,2621000000.000,-1017000000.000,-2291000000.000,-2347000000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,33000000.000,35000000.000,89000000.000
CostOfGoodsSold,7872000000.000,12643000000.000,15809000000.000,16485000000.000,12741000000.000,13412000000.000
CurrentIncomeTaxExpenseBenefit,,157000000.000,39000000.000,80000000.000,72000000.000,141000000.000
DeferredIncomeTaxExpenseBenefit,,-238000000.000,-157000000.000,-183000000.000,-4000000.000,-105000000.000
Depreciation,,470000000.000,622000000.000,700000000.000,757000000.000,917000000.000
DepreciationDepletionAndAmortization,447000000.000,548000000.000,708000000.000,787000000.000,849000000.000,1011000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,15000000.000,1000000.000,5000000.000,1000000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,51000000.000,125000000.000,116000000.000,103000000.000
DistributionMadeToLimitedPartnerUnitDistribution,,,,,,12574723.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,48000000.000,41000000.000,,,,
DistributionsPerLimitedPartnershipUnitOutstanding,0.550,0.400,4.500,6.000,6.000,6.000
EffectOfExchangeRateOnCashAndCashEquivalents,-22000000.000,15000000.000,-14000000.000,-10000000.000,-7000000.000,-31000000.000
EffectiveIncomeTaxRateContinuingOperations,,-0.125,-0.051,0.163,-0.033,-0.016
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.148,-0.154,0.215,-0.055,-0.021
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.007,0.013,0.067,0.014,0.018
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,0.075,0.020,-0.003
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.013,-0.006,-0.064,-0.015,-0.019
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,,-0.103
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,-0.126,-0.254,-0.472,-0.254,-0.234
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,5000000.000,0.000,
GainLossOnInvestments,-1927000000.000,1488000000.000,3754000000.000,614000000.000,-1737000000.000,266000000.000
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,1905000000.000,343000000.000,1694000000.000,-564000000.000,-987000000.000,-1373000000.000
GainsLossesOnExtinguishmentOfDebt,,,,-162000000.000,-2000000.000,-5000000.000
GoodwillAcquiredDuringPeriod,,930000000.000,,32000000.000,81000000.000,209000000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,0.000
GoodwillImpairmentLoss,,14000000.000,0.000,103000000.000,571000000.000,577000000.000
GoodwillPeriodIncreaseDecrease,,38000000.000,,,,
GoodwillPurchaseAccountingAdjustments,,,-8000000.000,,,
GoodwillTranslationAdjustments,,1000000.000,,-3000000.000,-6000000.000,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,-16000000.000,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,52000000.000,0.000,,2000000.000,
ImpairmentOfLongLivedAssetsHeldForUse,,59000000.000,16000000.000,27000000.000,201000000.000,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,14000000.000,
IncomeLossAttributableToNoncontrollingInterest,,,,-156000000.000,-933000000.000,
IncomeLossFromContinuingOperations,,396000000.000,1025000000.000,-373000000.000,-1194000000.000,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,331000000.000,1419000000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,646000000.000,2326000000.000,-632000000.000,-2059000000.000,-2184000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,1764000000.000,727000000.000,2444000000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,,,,
IncomeTaxExpenseBenefit,34000000.000,-81000000.000,-118000000.000,-103000000.000,68000000.000,36000000.000
IncomeTaxesPaidNet,59000000.000,235000000.000,126000000.000,115000000.000,-1000000.000,87000000.000
IncreaseDecreaseInAccountsPayable,123000000.000,-152000000.000,31000000.000,-21000000.000,-32000000.000,18000000.000
IncreaseDecreaseInAccountsReceivable,-148000000.000,193000000.000,-26000000.000,-103000000.000,-43000000.000,-72000000.000
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,927000000.000,2238000000.000,-2715000000.000,-2888000000.000,-2085000000.000,4828000000.000
IncreaseDecreaseInDeferredIncomeTaxes,,297000000.000,157000000.000,191000000.000,30000000.000,99000000.000
IncreaseDecreaseInInventories,-190000000.000,-32000000.000,-39000000.000,-82000000.000,74000000.000,38000000.000
IncreaseDecreaseInOtherAccruedLiabilities,,116000000.000,547000000.000,51000000.000,-521000000.000,740000000.000
IncreaseDecreaseInOtherOperatingAssets,-46000000.000,-5000000.000,154000000.000,136000000.000,234000000.000,-261000000.000
IncreaseDecreaseInOtherOperatingLiabilities,-40000000.000,,,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,-2805000000.000,-3560000000.000,-591000000.000,1045000000.000,-168000000.000,-447000000.000
