,2011-07-03,2011-10-02
DepreciationAndAmortization,2734000.000,2751000.000
EarningsPerShareBasic,0.040,-0.140
EarningsPerShareDiluted,0.040,-0.140
FoodAndBeverageCostOfSales,23958000.000,22570000.000
GeneralAndAdministrativeExpense,4767000.000,4425000.000
IncomeLossFromContinuingOperations,654000.000,-2391000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,986000.000,-2680000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,738000.000,-2332000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.040,-0.150
IncomeLossFromContinuingOperationsPerDilutedShare,0.040,-0.150
IncomeLossFromDiscontinuedOperationsNetOfTax,,99000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,99000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,0.010
IncomeTaxExpenseBenefit,248000.000,-348000.000
InterestExpense,1344000.000,1369000.000
MarketingAndAdvertisingExpense,1703000.000,1515000.000
NetIncomeLoss,654000.000,-2292000.000
NetIncomeLossAttributableToNoncontrollingInterest,84000.000,59000.000
OperatingIncomeLoss,2330000.000,-1311000.000
OtherNonrecurringExpense,,235000.000
PreOpeningCosts,82000.000,62000.000
ProfitLoss,738000.000,-2233000.000
Revenues,77963000.000,71442000.000
SalesRevenueNet,77963000.000,71442000.000
WeightedAverageNumberOfDilutedSharesOutstanding,17618481.000,16182386.000
WeightedAverageNumberOfSharesOutstandingBasic,16181045.000,16182386.000
