,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,123800000.000,153600000.000,133600000.000,159500000.000,148700000.000,147300000.000,152200000.000,172800000.000,177100000.000,179100000.000,168100000.000,185600000.000,167000000.000,181900000.000,162400000.000,168600000.000,127300000.000,146200000.000,143200000.000,155300000.000,133000000.000,126600000.000,119500000.000,139300000.000,139700000.000,144900000.000
AccountsReceivableGrossCurrent,,,,559400000.000,,,,621500000.000,,,,630400000.000,,,,540500000.000,,,,487200000.000,,,,509400000.000,,
AccountsReceivableNetCurrent,562100000.000,592000000.000,550600000.000,550500000.000,599200000.000,600400000.000,622800000.000,612300000.000,639800000.000,660000000.000,674100000.000,622200000.000,562400000.000,590300000.000,558200000.000,530500000.000,491800000.000,508200000.000,508000000.000,478100000.000,503100000.000,490000000.000,512700000.000,501100000.000,544700000.000,570400000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,96800000.000,,,,109800000.000,,,,110500000.000,,,,96300000.000,,,,89400000.000,,,,80800000.000,,
AccruedEmployeeBenefitsCurrent,,,,156400000.000,,,,168900000.000,,,,172800000.000,,,,138800000.000,,,,120300000.000,,,,123200000.000,,
AccruedIncomeTaxesCurrent,,,,14700000.000,,,,16100000.000,,,,14500000.000,,,,11900000.000,,,,16800000.000,,,,23200000.000,,
AccruedIncomeTaxesNoncurrent,,,,20900000.000,,,,11600000.000,,,,10200000.000,,,,6400000.000,,,,5700000.000,,,,5300000.000,,
AccruedLiabilitiesCurrent,480200000.000,511200000.000,497400000.000,488500000.000,497900000.000,484000000.000,546200000.000,516500000.000,534200000.000,550800000.000,559000000.000,507500000.000,476500000.000,481500000.000,509000000.000,466300000.000,412700000.000,430800000.000,418100000.000,414100000.000,397900000.000,377900000.000,382200000.000,385700000.000,386800000.000,427700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,922400000.000,,,,1026200000.000,,,,1098000000.000,,,,1076900000.000,,,,1006500000.000,,,,1027500000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,2900000.000,,,,1600000.000,,,,1600000.000,,,,1400000.000,,,,1100000.000,,,,1000000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,600000.000,,,,400000.000,,,,100000.000,,,,700000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,680100000.000,,,,665100000.000,,,,478000000.000,,,,571700000.000,,,,570500000.000,,,,559600000.000,,
