,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AllowanceForDoubtfulAccountsReceivableChargeOffs,,4290.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-51545.000,92429.000,-330904.000,-20579.000,
CostsAndExpenses,790609.000,672598.000,702919.000,759078.000,
Depreciation,28887.000,26291.000,26445.000,28716.000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,452403.000,500645.000,523656.000,537005.000,
GeneralAndAdministrativeExpense,178548.000,59944.000,52670.000,42629.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-189446.000,-103661.000,-191039.000,-269944.000,
IncomeLossFromEquityMethodInvestments,41315.000,19284.000,-683.000,54182.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-39067.000,30112.000,46883.000,142147.000,
IncreaseDecreaseInAccountsReceivable,-374300.000,220467.000,-894.000,-10759.000,
IncreaseDecreaseInOtherOperatingAssets,-275.000,-70469.000,5441.000,-35112.000,
IncreaseDecreaseInOtherOperatingLiabilities,-4117.000,-10310.000,-7715.000,-1057.000,
InterestAndOtherIncome,,3736.000,2750.000,22664.000,
NetCashProvidedByUsedInInvestingActivities,77623.000,218809.000,-210025.000,33688.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,77623.000,218809.000,-210025.000,33688.000,
NetCashProvidedByUsedInOperatingActivities,170832.000,-92429.000,-120879.000,-54267.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,170832.000,-92429.000,-120879.000,-54267.000,
NetIncomeLoss,-148131.000,-84377.000,-191722.000,-215762.000,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-18.600,-20.930,
NumberOfReportableSegments,,1.000,1.000,,
OtherGeneralAndAdministrativeExpense,130771.000,85718.000,100148.000,150728.000,
OtherSalesRevenueNet,3810.000,,,,
PartnersCapitalAccountUnitsSoldInPublicOffering,,10000.000,10000.000,10000.000,10000.000
PaymentsOfCapitalDistribution,300000.000,,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,7250.000,,31873.000,,
ProceedsFromDivestitureOfInterestInJointVenture,,218809.000,-178150.000,34258.000,
ProvisionForDoubtfulAccounts,,,0.000,24400.000,
RealEstateAccumulatedDepreciationPeriodIncreaseDecrease,,26291.000,26445.000,,
RealEstateOtherAdditions,,0.000,31874.000,,
RealEstateRevenueNet,597353.000,565201.000,509130.000,466470.000,
Revenues,601163.000,568937.000,511880.000,489134.000,
SalesRevenueNet,601163.000,568937.000,511880.000,489134.000,
StockRepurchasedDuringPeriodShares,,,,10.000,
StockRepurchasedDuringPeriodValue,,,,-570.000,
WeightedAverageLimitedPartnershipUnitsOutstanding,10000.000,10000.000,10000.000,10000.000,
