,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,46649000.000,42958000.000,41324000.000,41806000.000,41564000.000,48606000.000,45911000.000,54975000.000,43839000.000,47724000.000,46462000.000,50941000.000,41957000.000,38070000.000,47659000.000,48597000.000,48598000.000,49723000.000,45853000.000,44615000.000,39130000.000,44993000.000,47634000.000,51991000.000,50575000.000
AccountsReceivableNetCurrent,167832000.000,185026000.000,179024000.000,161543000.000,165032000.000,185434000.000,177065000.000,164708000.000,172933000.000,179087000.000,201880000.000,160350000.000,168374000.000,185856000.000,187460000.000,180096000.000,176405000.000,181387000.000,178571000.000,164596000.000,159634000.000,170178000.000,166993000.000,153566000.000,164073000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,108633000.000,111944000.000,112900000.000,112465000.000,114453000.000,112125000.000,109281000.000,109312000.000,110356000.000,111750000.000,107864000.000,109643000.000,106938000.000,111598000.000,112576000.000,102414000.000,103227000.000,107204000.000,106752000.000,102331000.000,101022000.000,102077000.000,102649000.000,95888000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,0.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,207259000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,7778000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-161605000.000,-150862000.000,-153638000.000,-163603000.000,-165013000.000,-161393000.000,-163684000.000,-199481000.000,-198248000.000,-197600000.000,-203400000.000,-179210000.000,-181723000.000,-175439000.000,-174830000.000,-221958000.000,-229403000.000,-227686000.000,-226048000.000,-222631000.000,-222293000.000,-213819000.000,-215842000.000,-211773000.000,-208298000.000
AdditionalCollateralAggregateFairValue,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,
AdditionalPaidInCapital,30286000.000,31419000.000,32922000.000,33969000.000,33017000.000,33899000.000,35060000.000,35550000.000,35006000.000,36839000.000,37858000.000,39285000.000,37365000.000,38720000.000,40524000.000,38617000.000,38977000.000,40113000.000,41813000.000,41936000.000,43744000.000,45153000.000,47248000.000,48108000.000,48809000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,10584000.000,,,,10234000.000,,,,10960000.000,,,,13133000.000,,,,14499000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,11578000.000,14597000.000,13749000.000,10615000.000,11464000.000,11816000.000,12417000.000,10584000.000,10628000.000,10943000.000,10976000.000,10234000.000,10272000.000,9873000.000,9794000.000,10960000.000,11197000.000,12358000.000,12381000.000,13133000.000,13001000.000,14769000.000,14174000.000,14499000.000,14792000.000
Assets,807970000.000,823463000.000,844873000.000,811658000.000,798580000.000,831109000.000,841865000.000,844823000.000,843480000.000,841952000.000,846106000.000,790058000.000,779760000.000,798337000.000,808328000.000,789319000.000,859634000.000,870875000.000,854186000.000,783406000.000,755190000.000,781859000.000,765831000.000,735859000.000,784339000.000
AssetsCurrent,366084000.000,380321000.000,403522000.000,369486000.000,357671000.000,388981000.000,402770000.000,386765000.000,390687000.000,388905000.000,401475000.000,369681000.000,364904000.000,383823000.000,391959000.000,367583000.000,374502000.000,393417000.000,377822000.000,370177000.000,352961000.000,378856000.000,381005000.000,364731000.000,369678000.000
