,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,244713000.000,262687000.000,219470000.000,240048000.000,230642000.000,239046000.000,225895000.000,255681000.000,255455000.000,266547000.000,275688000.000,296406000.000,312607000.000,264571000.000,222154000.000,179224000.000,167973000.000,166628000.000,136778000.000,134705000.000,140001000.000,137378000.000,172110000.000,160981000.000,163699000.000,150669000.000
AccountsPayableCurrent,,49121000.000,35138000.000,47676000.000,36962000.000,42390000.000,38190000.000,55422000.000,42460000.000,46958000.000,46690000.000,58465000.000,36624000.000,32455000.000,63996000.000,55564000.000,39542000.000,49417000.000,47261000.000,54526000.000,47072000.000,55746000.000,54413000.000,59522000.000,53568000.000,61076000.000
AccountsPayableRelatedPartiesCurrent,,4843000.000,2870000.000,1955000.000,1135000.000,713000.000,935000.000,827000.000,1805000.000,564000.000,588000.000,478000.000,5358000.000,421000.000,252000.000,43000.000,175000.000,98000.000,84000.000,53000.000,84000.000,68000.000,30000.000,192000.000,173000.000,112000.000
AccountsReceivableGrossCurrent,,244995000.000,173728000.000,204747000.000,199684000.000,217002000.000,174691000.000,199494000.000,155770000.000,187688000.000,159759000.000,202094000.000,170082000.000,206789000.000,147414000.000,186404000.000,138039000.000,173740000.000,136319000.000,176628000.000,152660000.000,176653000.000,147499000.000,187937000.000,157728000.000,197631000.000
AccountsReceivableNetCurrent,190741000.000,230325000.000,158859000.000,192157000.000,186187000.000,201723000.000,159354000.000,184494000.000,141271000.000,169327000.000,139423000.000,184577000.000,153709000.000,190699000.000,130106000.000,175866000.000,128655000.000,162800000.000,126476000.000,167427000.000,142828000.000,167704000.000,138567000.000,178339000.000,149145000.000,186458000.000
AccountsReceivableRelatedPartiesCurrent,,1409000.000,1394000.000,1020000.000,1112000.000,1173000.000,1933000.000,1919000.000,2541000.000,1980000.000,1500000.000,1479000.000,164000.000,537000.000,182000.000,197000.000,147000.000,0.000,0.000,0.000,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,14267000.000,14335000.000,,16567000.000,14382000.000,14671000.000,,47091000.000,40477000.000,12806000.000,,11803000.000,9424000.000,11134000.000,,10879000.000,9244000.000
AccruedIncomeTaxes,,,,,1312000.000,623000.000,1022000.000,5089000.000,3143000.000,1055000.000,1250000.000,641000.000,775000.000,570000.000,303000.000,460000.000,208000.000,220000.000,259000.000,249000.000,16000.000,,,5514000.000,5346000.000,9394000.000
AccruedIncomeTaxesCurrent,,22230000.000,19774000.000,13462000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,3105000.000,3076000.000,3409000.000,2678000.000,4396000.000,5107000.000,4807000.000,2706000.000,2705000.000,3392000.000,4523000.000,7205000.000,2787000.000,2024000.000,3004000.000,2220000.000,1347000.000,1361000.000,1744000.000,1618000.000,,,,,
