,2011-10-31,2012-04-30,2012-10-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,344643.000,463510.000,592974.000,804852.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,3552.000,5204.000
AccountsPayableCurrent,963854.000,684678.000,636221.000,656903.000,619404.000,748982.000,699825.000,700902.000,741929.000,715549.000,673997.000,658792.000,386661.000,453585.000,349426.000,203643.000,,,,
AccountsReceivableGross,,237718.000,237718.000,247718.000,,,,,245778.000,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,237718.000,,,,,,,
AccountsReceivableNet,,0.000,0.000,10000.000,,,,,8060.000,8060.000,,,,,,,,,,
AccountsReceivableNetCurrent,20727.000,,,,0.000,,0.000,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,22433.000,16185.000,1299733.000,1317724.000,,,,,
AccruedLiabilitiesCurrent,345323.000,458947.000,47261.000,709981.000,921579.000,686110.000,965746.000,1219784.000,1291719.000,1361851.000,1407240.000,1465792.000,1520465.000,1580866.000,1582672.000,,,,,
AccruedPayrollTaxesCurrent,,,9295.000,2528.000,748412.000,507071.000,774439.000,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,200522.000,200522.000,200522.000,200522.000,272748.000
AccruedSalariesCurrent,,,,548676.000,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-486192.000,441206.000,488503.000,526435.000,552072.000,579468.000,603716.000,628094.000,652652.000,677210.000,699259.000,697281.000,711312.000,714499.000,717686.000,,,,,
AcquiredFiniteLivedIntangibleAssetAmount,,,80522.000,,,,,,,,,,,,,,,,,
