,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,286143.000,284633.000,282906.000,258221.000,280178.000,255675.000,293542.000,306318.000,324452.000,291981.000,325181.000,326655.000,380419.000,596673.000,586106.000,524515.000,472299.000,494049.000,437596.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,29618.000,,,,13676.000
AccountsReceivableNet,91034.000,86466.000,113519.000,81607.000,90347.000,98396.000,96069.000,91941.000,120669.000,119717.000,101777.000,89006.000,123603.000,111563.000,117745.000,125304.000,133128.000,125838.000,129901.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,25.000,,,,
AccumulatedAmortizationDeferredFinanceCosts,98331.000,99338.000,100345.000,101352.000,102359.000,103366.000,104373.000,105380.000,105380.000,105380.000,105380.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,10335026.000,10460791.000,10592877.000,10711318.000,10603356.000,10719575.000,10821531.000,10956710.000,11096065.000,11215444.000,11289448.000,11431551.000,11563076.000,11649462.000,11642253.000,11786895.000,11928057.000,12060330.000,12092206.000
AllowanceForDoubtfulAccountsReceivable,4000.000,4000.000,4000.000,4000.000,4000.000,4000.000,7000.000,5500.000,5500.000,5500.000,8000.000,7500.000,6500.000,5500.000,9400.000,9400.000,9400.000,7900.000,8400.000
Assets,6450622.000,5553412.000,5586629.000,5599529.000,5582978.000,5469083.000,5490113.000,5658700.000,5775685.000,5272776.000,5229604.000,5280026.000,5311307.000,3464477.000,3376610.000,3398081.000,3328279.000,3249479.000,3137344.000
CapitalUnitsOutstanding,,,,,,,,,,,,,,,,,,19087.000,
Cash,415798.000,285367.000,367788.000,384151.000,432777.000,283215.000,380676.000,531915.000,,,,,,,87503.000,143139.000,95589.000,63565.000,57904.000
CashAndCashEquivalentsAtCarryingValue,415798.000,285367.000,367788.000,384151.000,432777.000,283215.000,380676.000,531915.000,579367.000,61268.000,144373.000,102423.000,89054.000,78364.000,87503.000,143139.000,95589.000,63565.000,57904.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,380676.000,,,,,,,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.030,0.030,,,,,,,,,,,,,
DebtInstrumentInterestRateAtPeriodEnd,,,,,,,0.032,,,,,,,,,,,,
DeferredFinanceCostsNet,7049.000,6042.000,5035.000,4028.000,3021.000,2014.000,1007.000,0.000,,,,,,,,,,,
DeferredRevenue,174405.000,161363.000,164519.000,178087.000,156663.000,140680.000,184140.000,195909.000,166622.000,169663.000,192433.000,186519.000,155516.000,150137.000,157694.000,174392.000,162935.000,142527.000,148888.000
DueFromAffiliates,39227.000,47106.000,53343.000,54919.000,64123.000,49595.000,43135.000,41071.000,6087.000,12129.000,16613.000,4762.000,8313.000,8621.000,6028.000,5439.000,3370.000,3134.000,3789.000
DueFromRelatedParties,,,,,,,52873.000,,,,16613.000,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,20077.000,27484.000,24978.000,6902.000,8109.000,10655.000,9365.000,41451.000,161581.000,147738.000,53163.000,54980.000,50482.000,190707.000,233437.000,357071.000,421361.000,461312.000,489735.000
EscrowDeposit,,,,,75000.000,75000.000,75000.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000,1907136.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,2014.000,1007.000,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,3152204.000,2292204.000,2292204.000,2292704.000,2292704.000,2292704.000,2292704.000,2292704.000,2292704.000,2292704.000,2292704.000,2292704.000,2292704.000,394311.000,394311.000,394311.000,394311.000,394311.000,394311.000
GeneralPartnersCapitalAccount,-30477.000,-38628.000,-38286.000,-37139.000,-36560.000,-35821.000,-35652.000,-34473.000,-33643.000,-33460.000,-33496.000,-32966.000,-32767.000,-54746.000,-56024.000,-56602.000,-57282.000,-58478.000,-59366.000
GeneralPartnersContributedCapital,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
