,2011-07-03,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2015-07-05,2015-10-04,2016-07-03,2016-10-02,2017-04-02
AdditionsToNoncurrentAssets,,,,2350000.000,3088000.000,,5769000.000,7656000.000,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,167000.000,,,,2443000.000,3381000.000,2692000.000,888000.000,356000.000,,,367000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-29015000.000,,,,5610000.000,,,,-14983000.000,,,,,,,-10414000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,61744000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,-5196000.000
ComprehensiveIncomeNetOfTax,,,9348000.000,8685000.000,9400000.000,11423000.000,6862000.000,8273000.000,9008000.000,17064000.000,4694000.000,4170000.000,5120000.000,9119000.000,8104000.000,8287000.000,8275000.000,18183000.000
CostOfGoodsAndServicesSold,77603000.000,81204000.000,76421000.000,97520000.000,93906000.000,109780000.000,66981000.000,82985000.000,80962000.000,109908000.000,70834000.000,72170000.000,79298000.000,81938000.000,71780000.000,69569000.000,74614000.000,52728000.000
Depreciation,,,2434000.000,2554000.000,2580000.000,2568000.000,2114000.000,,,,2337000.000,,,,,,,1739000.000
DepreciationDepletionAndAmortization,,,,,,,2281000.000,2233000.000,2227000.000,2203000.000,4781000.000,5756000.000,5177000.000,3432000.000,3027000.000,3486000.000,3493000.000,2057000.000
EarningsPerShareBasic,1.570,1.800,1.360,1.260,1.360,1.660,0.990,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,1.200,1.310,,0.680,0.600,0.740,1.310,1.170,1.190,1.190,2.600
EarningsPerShareDiluted,1.570,1.800,1.360,1.260,1.360,1.660,0.990,,,,,,,,,,,
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,10704000.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,,,,,,,,,,,,,,,2000.000
GrossProfit,20665000.000,23657000.000,20352000.000,19594000.000,22907000.000,32010000.000,16209000.000,18411000.000,19650000.000,25082000.000,15720000.000,16142000.000,16165000.000,20433000.000,19121000.000,18416000.000,18464000.000,20126000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,14949000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,16856000.000,19518000.000,14751000.000,13563000.000,15080000.000,17030000.000,10566000.000,12966000.000,14009000.000,20804000.000,7146000.000,6469000.000,7889000.000,13864000.000,12377000.000,12249000.000,12461000.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,9973000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,,1.430
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,,,,,,8182000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,,1.170
IncomeTaxExpenseBenefit,6039000.000,7132000.000,5407000.000,4860000.000,5679000.000,5603000.000,3712000.000,4665000.000,4994000.000,3722000.000,2456000.000,2298000.000,2766000.000,4744000.000,4266000.000,3975000.000,4157000.000,4976000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9829000.000,,,,-5088000.000,,,,-8402000.000,,,,,,,-4584000.000
IncreaseDecreaseInAccountsReceivable,,,-7104000.000,,,,-25914000.000,,,,-22886000.000,,,,,,,-25874000.000
