,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,45188.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,-322956.000,,
AllocatedShareBasedCompensationExpense,,,,26314.000,308158.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,54846421.000,35440032.000
AssetRetirementObligationAccretionExpense,,,14994.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,-2654442.000
CashAcquiredFromAcquisition,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5323838.000,,
CostsAndExpenses,1764350.000,1443870.000,985584.000,2000146.000,12967942.000
CurrentIncomeTaxExpenseBenefit,14013.000,18259.000,5056.000,7681.000,2931.000
DeferredIncomeTaxExpenseBenefit,-10778.000,-3837.000,2869.000,-2360.000,3304.000
DepreciationDepletionAndAmortization,,,110555.000,,
EarningsPerShareBasicAndDiluted,,,,-0.020,-0.110
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,3789.000,116209.000
ForeignCurrencyTransactionLossBeforeTax,-15329.000,20624.000,-26639.000,-32904.000,39505.000
GainLossOnSaleOfPropertyPlantEquipment,,,0.000,0.000,0.000
GeneralAndAdministrativeExpense,1219932.000,825650.000,450193.000,361717.000,120826.000
ImpairmentOfOilAndGasProperties,,,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1646448.000,-1241042.000,-859908.000,-1847995.000,-12856135.000
IncomeTaxesPaid,,,21367.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,345479.000,,
IncreaseDecreaseInRestrictedCash,,,35925.000,,
InterestAndOtherIncome,9788.000,7528.000,3934.000,3580.000,3271.000
NetCashProvidedByUsedInFinancingActivities,,,491448.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,491448.000,,
NetCashProvidedByUsedInInvestingActivities,,,-4767049.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4767049.000,,
NetCashProvidedByUsedInOperatingActivities,,,-1048237.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1048237.000,,
NetIncomeLoss,,,-867833.000,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-1853216.000,-13862370.000
OilAndGasProductionExpense,34384.000,35528.000,37347.000,34741.000,33958.000
OilAndGasRevenue,108114.000,195300.000,121742.000,148571.000,108536.000
PaymentsOfStockIssuanceCosts,,,134540.000,,
PaymentsToAcquireEquityMethodInvestments,,,126784.000,,
PaymentsToAcquireOilAndGasPropertyAndEquipment,,,1105439.000,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,9395.000,,
ProceedsFromIssuanceOfCommonStock,,,625988.000,,
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,,,,,1760636.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,0.000,,
ProfessionalAndContractServicesExpense,,,,147785.000,65706.000
ProfessionalFees,198265.000,278690.000,173210.000,331038.000,382210.000
ResultsOfOperationsAccretionOfAssetRetirementObligations,14065.000,11239.000,14994.000,14994.000,14994.000
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,80843.000,46881.000,110555.000,103775.000,94301.000
ResultsOfOperationsImpairmentOfOilAndGasProperties,0.000,0.000,0.000,1039000.000,9562000.000
ShareBasedCompensation,,,36657.000,22525.000,191949.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,0.300,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.007,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,,,1.080,0.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,0.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,5723.000,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,118552903.000,125193969.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,118547180.000,125193969.000
