,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,625000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2777000.000,,,,1878000.000,,,,1245000.000,,,,1409000.000,,,,2906000.000,,,,7228000.000,,,,10275000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,3338000.000,26118000.000,,1604000.000,2092000.000,2087000.000,2681000.000,425000.000,896000.000,306000.000,56000.000,22000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,1942000.000,,,,,,,,,,,
BusinessDevelopment,,,,,25901000.000,9240000.000,,,307000.000,275000.000,89000.000,0.000,9512000.000,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,,,,,,,34666000.000
CashAcquiredFromAcquisition,,,,,,,,,,,,,,,,,,,,,3446000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,106506000.000,,,,18928000.000,,,,11866000.000,,,,-6636000.000,,,,-52285000.000,,,,-141167000.000,,,,5380000.000
CommonStockDividendsPerShareCashPaid,0.400,0.400,0.400,,0.400,0.400,0.400,,0.400,0.400,0.400,,0.400,0.400,0.400,,0.400,0.400,0.400,,0.400,0.400,0.420,,0.420
ComprehensiveIncomeNetOfTax,-18600000.000,,,,-35771000.000,38102000.000,66082000.000,-6218000.000,-26618000.000,39999000.000,75384000.000,94627000.000,-20248000.000,60124000.000,52603000.000,1077000.000,5562000.000,75847000.000,117616000.000,90304000.000,46783000.000,119817000.000,161036000.000,72685000.000,44596000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,938000.000,1060000.000,750000.000,-1737000.000,1488000.000,262000.000,205000.000,-3791000.000,-1534000.000,104000.000,93000.000,-11000.000,35000.000,43000.000,37000.000,46000.000,92000.000,63000.000,19000.000,-55000.000,-26000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,41101000.000,50091000.000,,,39162000.000,66832000.000,,-28106000.000,40261000.000,75589000.000,93812000.000,-21782000.000,60228000.000,52696000.000,1066000.000,5597000.000,75890000.000,117653000.000,90350000.000,46875000.000,119880000.000,161055000.000,72630000.000,44570000.000
CostOfGoodsAndServicesSold,335403000.000,396501000.000,423291000.000,256613000.000,370150000.000,443629000.000,470317000.000,427655000.000,372413000.000,455906000.000,522212000.000,441063000.000,402794000.000,533623000.000,808130000.000,691044000.000,617086000.000,721266000.000,819744000.000,659707000.000,644100000.000,730597000.000,811333000.000,723753000.000,696792000.000
CostOfGoodsSold,285135000.000,330256000.000,352520000.000,250035000.000,326708000.000,389132000.000,415556000.000,381411000.000,332563000.000,401912000.000,457349000.000,387437000.000,353843000.000,466335000.000,722349000.000,614208000.000,557615000.000,650096000.000,742713000.000,595925000.000,589326000.000,668735000.000,745776000.000,663964000.000,644617000.000
DeferredIncomeTaxExpenseBenefit,3350000.000,,,,-722000.000,,,,3393000.000,,,,-5063000.000,,,,27774000.000,,,,17988000.000,,,,2827000.000
DepreciationDepletionAndAmortization,43294000.000,,,,44398000.000,,,,43043000.000,,,,42466000.000,,,,67268000.000,,,,68410000.000,,,,70376000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,-354000.000,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,-252000.000,,,337000.000,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,5000.000,385000.000,,-339000.000,342000.000,-252000.000,651000.000,127000.000,337000.000,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-12000.000,1000.000,138000.000,2081000.000,-101000.000,26000.000,-134000.000,-111000.000,-27000.000,83000.000,185000.000,-658000.000,1000.000,-24000.000,28000.000,35000.000,,,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,1000.000,138000.000,,,,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,45000.000,27000.000,,-356000.000,,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,18400000.000,,,,18420000.000,,,,18503000.000,,,,18604000.000,,,,28354000.000,,,,25847000.000,,,,26560000.000
EarningsPerShareBasic,-0.390,0.780,1.070,0.330,-0.810,0.800,1.360,0.480,-0.610,0.890,1.550,0.790,-0.470,1.280,0.800,1.120,0.070,1.230,1.750,1.260,0.700,1.910,2.500,1.550,0.670
EarningsPerShareDiluted,-0.390,0.780,1.070,0.320,,0.800,1.360,,-0.610,0.890,1.540,0.790,-0.470,1.270,0.790,1.120,0.070,1.220,1.740,1.260,0.690,1.900,2.490,1.550,0.670
EffectiveIncomeTaxRateContinuingOperations,,,,,0.210,,,,0.224,,,,0.267,,,,-0.152,,,,0.304,,,,0.256
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,268000.000,,,,288000.000,,,,629000.000,,,,636000.000,,,,109000.000,,,,1278000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,268000.000,,,,288000.000,,,,629000.000,,,,636000.000,,,,109000.000,,,,1278000.000,,,,
GainLossOnDispositionOfAssets,,,,,-447000.000,,,,662000.000,,,,1106000.000,,,,1576000.000,,,,100000.000,,,,-73000.000
GoodwillPurchaseAccountingAdjustments,,,,,58000.000,2145000.000,-2888000.000,218000.000,,,,,,,,,,,,,,,,,61000.000
GrossProfit,21109000.000,96451000.000,111465000.000,72990000.000,23829000.000,102088000.000,123584000.000,76415000.000,12587000.000,106776000.000,143108000.000,101486000.000,25835000.000,135602000.000,195593000.000,165330000.000,74261000.000,200153000.000,262505000.000,184848000.000,144634000.000,246701000.000,292568000.000,225063000.000,147067000.000
IncomeLossFromContinuingOperations,-17380000.000,35795000.000,48909000.000,11098000.000,-36140000.000,36435000.000,63040000.000,21575000.000,-27739000.000,41054000.000,72107000.000,36664000.000,-21603000.000,59577000.000,53812000.000,63852000.000,6126000.000,81938000.000,117544000.000,83184000.000,44994000.000,122052000.000,,,42334000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,120908000.000,165061000.000,,64765000.000,175548000.000,230347000.000,136368000.000,56835000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-24047000.000,48934000.000,63459000.000,12256000.000,-46956000.000,46049000.000,77251000.000,26569000.000,-37676000.000,56339000.000,95224000.000,50339000.000,-31562000.000,83586000.000,97992000.000,99162000.000,5347000.000,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-17663000.000,35850000.000,50085000.000,11344000.000,-37081000.000,37492000.000,63787000.000,21765000.000,-29229000.000,41313000.000,72309000.000,35788000.000,-23138000.000,59680000.000,53903000.000,63886000.000,6159000.000,81979000.000,117578000.000,83222000.000,45055000.000,122113000.000,159478000.000,98798000.000,42307000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.390,0.780,1.070,0.240,-0.800,0.790,1.360,0.490,-0.610,0.880,1.560,0.810,-0.470,1.280,0.800,1.120,0.070,1.230,1.750,1.260,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.390,0.780,1.070,0.230,,0.790,1.360,,-0.610,0.880,1.550,0.810,-0.470,1.270,0.790,1.120,0.070,1.220,1.740,1.260,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,-15000.000,-56000.000,-69000.000,103000.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-34000.000,4000.000,247000.000,3740000.000,-592000.000,316000.000,-118000.000,-42000.000,-100000.000,254000.000,-271000.000,-632000.000,-15000.000,-56000.000,-69000.000,103000.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,-0.010,0.010,,,,0.010,-0.010,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,0.010,,,,0.010,-0.010,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,-6384000.000,13084000.000,13374000.000,912000.000,-9875000.000,8557000.000,13464000.000,4804000.000,-8447000.000,15026000.000,22915000.000,14551000.000,-8424000.000,23906000.000,44089000.000,35276000.000,-812000.000,38929000.000,47483000.000,39263000.000,19710000.000,53435000.000,70869000.000,37570000.000,14528000.000
IncomeTaxesPaidNet,385000.000,,,,-4634000.000,,,,7055000.000,,,,53000.000,,,,18678000.000,,,,10721000.000,,,,6240000.000
IncreaseDecreaseInAccountsPayableTrade,14519000.000,,,,7718000.000,,,,-6457000.000,,,,-4825000.000,,,,-20328000.000,,,,9231000.000,,,,8536000.000
IncreaseDecreaseInAccountsReceivable,19320000.000,,,,8304000.000,,,,-20273000.000,,,,-2834000.000,,,,-40006000.000,,,,29695000.000,,,,21305000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,-5306000.000,,,,-8261000.000,,,,-4595000.000,,,,-46700000.000,,,,-8473000.000,,,,3330000.000
IncreaseDecreaseInIncomeTaxes,,,,,,,,,,,,,,,,,23300000.000,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,-4403000.000,,,,,,,,
IncreaseDecreaseInInventories,-216000.000,,,,10881000.000,,,,14606000.000,,,,7411000.000,,,,19071000.000,,,,13495000.000,,,,15375000.000
IncreaseDecreaseInOtherEmployeeRelatedLiabilities,,,,,-3517000.000,,,,-6075000.000,,,,-3984000.000,,,,-13703000.000,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,2797000.000,,,,549000.000,,,,783000.000,,,,4083000.000,,,,2089000.000,,,,22914000.000
IncreaseDecreaseInOtherOperatingCapitalNet,3128000.000,,,,1630000.000,,,,-1585000.000,,,,-874000.000,,,,69097000.000,,,,34300000.000,,,,23670000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,10470000.000,,,,15047000.000,,,,9311000.000,,,,-10827000.000,,,,-6282000.000,,,,21385000.000
IncreaseDecreaseInOutstandingChecksFinancingActivities,-2123000.000,,,,1929000.000,,,,,,,,-2556000.000,,,,,,,,,,,,
IncreaseDecreaseInPensionAndPostretirementObligations,,,,,1903000.000,,,,1538000.000,,,,2763000.000,,,,5830000.000,,,,5775000.000,,,,6421000.000
