,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
DeferredTaxAssetsNetCurrent,,0.000,0.000,,,28436000.000,32551000.000,28218000.000,63025000.000,70515000.000,51166000.000,27699000.000,74521000.000,43781000.000,51968000.000
DeferredTaxAssetsNetNoncurrent,,19307000.000,19647000.000,21866000.000,,35389000.000,35734000.000,30353000.000,31692000.000,30466000.000,30584000.000,26705000.000,29909000.000,24262000.000,22333000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,100772000.000,,,,82501000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,36904000.000,,,,35389000.000,,
DeferredTaxAssetsOther,,,,,,,,,891000.000,,,,179000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,,,,76320000.000,,,,91252000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,,978000.000,,,,2433000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,87412000.000,,,,62409000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,-1468000.000,,,,-4455000.000,,
DeferredTaxAssetsUnrealizedCurrencyLosses,,,,,,,,,0.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,82299000.000,,,,87371000.000,,
DeferredTaxLiabilities,,,,,,,,,811098000.000,,,,769902000.000,,
DeferredTaxLiabilitiesCurrent,,43911000.000,33162000.000,4610000.000,,25753000.000,17219000.000,28512000.000,113658000.000,103135000.000,45013000.000,44928000.000,113595000.000,113595000.000,113595000.000
DeferredTaxLiabilitiesNoncurrent,,1037992000.000,1023208000.000,960219000.000,,944708000.000,860070000.000,859078000.000,792157000.000,799334000.000,819537000.000,798417000.000,760737000.000,698471000.000,681592000.000
DeferredTaxLiabilitiesOther,,,,,,,,,6489000.000,,,,10449000.000,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,,,,256039000.000,,,,261698000.000,,
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,,,,,,,,19883000.000,,,,32740000.000,,
DerivativeFairValueOfDerivativeAsset,,1467000.000,1090000.000,230000.000,,24000.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
DerivativeFairValueOfDerivativeLiability,,37772000.000,26713000.000,31820000.000,,28620000.000,28888000.000,23364000.000,22003000.000,21688000.000,18925000.000,16026000.000,12243000.000,9431000.000,17592000.000
DerivativeLiabilitiesCurrent,,,,,,,,,13936000.000,,,,12243000.000,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,65740000.000,,,,69019000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,623743000.000,,,,800698000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,193297000.000,,,,178498000.000,,,,164692000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,132696000.000,,,,125348000.000,,,,114905000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,144993000.000,,,,136083000.000,,,,126678000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,159072000.000,,,,149423000.000,,,,137588000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,174777000.000,,,,162717000.000,,,,151136000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,,,1838828000.000,,,,1845420000.000,,
GeneralPartnersCapitalAccount,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Goodwill,,3479775000.000,3479775000.000,3207575000.000,,3378931000.000,3378931000.000,3378931000.000,3378298000.000,3378298000.000,3378298000.000,3378298000.000,3405823000.000,3406475000.000,3406475000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,,,1182166000.000,,,,1174366000.000,,
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,3020994000.000,,,,3019786000.000,,
IntangibleAssetsNetExcludingGoodwill,,2609759000.000,2561551000.000,2343525000.000,,2518629000.000,2472073000.000,2429166000.000,2397251000.000,2352814000.000,2312809000.000,2270324000.000,2219088000.000,2178864000.000,2139366000.000
InterestPayableCurrent,,,,,,,,,43607000.000,,,,44396000.000,,
InventoryFinishedGoods,,103812000.000,104677000.000,100873000.000,,121336000.000,126494000.000,129375000.000,127253000.000,130141000.000,133966000.000,131819000.000,133293000.000,139589000.000,142877000.000
InventoryGross,,169273000.000,175529000.000,176231000.000,,202079000.000,208335000.000,207092000.000,201707000.000,208873000.000,214041000.000,210150000.000,210504000.000,219033000.000,225153000.000
InventoryNet,,148382000.000,150896000.000,149986000.000,,182107000.000,185491000.000,184590000.000,178222000.000,182457000.000,184118000.000,182152000.000,181309000.000,188800000.000,197583000.000
InventoryRawMaterialsAndSupplies,,51495000.000,58984000.000,66033000.000,,69696000.000,69454000.000,67541000.000,67567000.000,72855000.000,69757000.000,67941000.000,67433000.000,65767000.000,69037000.000
InventoryValuationReserves,,9064000.000,10873000.000,12127000.000,,13780000.000,14771000.000,15261000.000,15970000.000,15545000.000,18264000.000,18373000.000,19598000.000,19653000.000,17875000.000
InventoryWorkInProcess,,13966000.000,11868000.000,9325000.000,,11047000.000,12387000.000,10176000.000,6887000.000,5877000.000,10318000.000,10390000.000,9778000.000,13677000.000,13239000.000
Liabilities,,6130069000.000,6002415000.000,5987857000.000,,6390944000.000,6435102000.000,6374945000.000,6340000000.000,6363836000.000,6214102000.000,6223487000.000,6178241000.000,6204447000.000,6097355000.000
LiabilitiesAndStockholdersEquity,,7542532000.000,7349563000.000,6932645000.000,,7244653000.000,7134577000.000,7069390000.000,7000713000.000,7012976000.000,6850423000.000,6843594000.000,6781406000.000,6786200000.000,6636081000.000
LiabilitiesCurrent,,460967000.000,392062000.000,425141000.000,,498782000.000,530755000.000,527559000.000,535995000.000,589961000.000,463443000.000,527070000.000,570636000.000,617560000.000,520294000.000
LiabilityForUncertainTaxPositionsNoncurrent,,45003000.000,46444000.000,46461000.000,,53415000.000,53989000.000,33757000.000,33300000.000,33845000.000,34336000.000,34386000.000,34833000.000,33694000.000,34533000.000
LimitedPartnersCapitalAccount,,1413654000.000,1350084000.000,952314000.000,,854559000.000,701433000.000,700485000.000,670787000.000,666285000.000,648531000.000,638114000.000,622899000.000,597389000.000,577979000.000
LitigationReserve,,,,,,,,,,,,,34742000.000,,
LongTermDebt,,4565756000.000,4531728000.000,4541240000.000,,4889170000.000,4883028000.000,4855856000.000,4841011000.000,4800172000.000,4837471000.000,4806051000.000,4797144000.000,4842371000.000,4869090000.000
LongTermDebtCurrent,,23284000.000,24653000.000,24101000.000,,26134000.000,26100000.000,25847000.000,25721000.000,25385000.000,25382000.000,25388000.000,22130000.000,22258000.000,23307000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,4243441000.000,,,,612000000.000,,,,0.000,,,,312165000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,23383000.000,,,,26311000.000,,,,25721000.000,,,,22130000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,19456000.000,,,,3942527000.000,,,,612000000.000,,,,0.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,331529000.000,,,,23000000.000,,,,3903700000.000,,,,612000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,22682000.000,,,,335118000.000,,,,22434000.000,,,,3874461000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,22682000.000,,,,26210000.000,,,,334584000.000,,,,22130000.000,,
LongTermDebtNoncurrent,,4542472000.000,4507075000.000,4517139000.000,,4863036000.000,4856928000.000,4830009000.000,4815290000.000,4774787000.000,4812089000.000,4780663000.000,4775014000.000,4820113000.000,4845783000.000
NoncurrentAssets,,,,,,,,,288048000.000,,,,273076000.000,,
OperatingLeasesFutureMinimumPaymentsDue,95873000.000,,,,97980000.000,,,,93311000.000,,,,93749000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,23235000.000,,,,21949000.000,,,,22387000.000,,,,20205000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,6821000.000,,,,7298000.000,,,,6727000.000,,,,8703000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,8482000.000,,,,9339000.000,,,,8918000.000,,,,11065000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,12223000.000,,,,11697000.000,,,,11745000.000,,,,13893000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,17051000.000,,,,16854000.000,,,,14947000.000,,,,18051000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,28061000.000,,,,30843000.000,,,,28587000.000,,,,21832000.000,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,101728000.000,,,,96827000.000,,
OtherAssetsNoncurrent,,5227000.000,4418000.000,4054000.000,,4846000.000,5219000.000,4950000.000,4694000.000,4709000.000,4686000.000,4772000.000,6104000.000,4647000.000,5033000.000
OtherLiabilitiesNoncurrent,,43635000.000,33626000.000,38897000.000,,31003000.000,133360000.000,124542000.000,163258000.000,165909000.000,84697000.000,82951000.000,37021000.000,34609000.000,15153000.000
OtherReceivablesNetCurrent,,10357000.000,13174000.000,13575000.000,,14306000.000,11943000.000,9833000.000,9408000.000,11605000.000,12654000.000,15960000.000,13420000.000,12333000.000,12033000.000
PartnersCapital,,1412463000.000,1347148000.000,944788000.000,,853709000.000,699475000.000,694445000.000,660713000.000,649140000.000,636321000.000,620107000.000,603165000.000,581753000.000,538726000.000
PrepaidExpenseAndOtherAssetsCurrent,,31838000.000,57871000.000,59499000.000,,37124000.000,43248000.000,39604000.000,27563000.000,28337000.000,32145000.000,43121000.000,34985000.000,29864000.000,40117000.000
PropertyPlantAndEquipmentGross,,,,,,,,,778530000.000,,,,814049000.000,,
PropertyPlantAndEquipmentNet,,370502000.000,326219000.000,312555000.000,,316227000.000,306642000.000,293366000.000,288048000.000,277653000.000,278126000.000,270077000.000,273076000.000,266008000.000,260569000.000
ReceivablesNetCurrent,,337490000.000,346610000.000,368900000.000,,382325000.000,371061000.000,371381000.000,370483000.000,365124000.000,371295000.000,383438000.000,413531000.000,419883000.000,413440000.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,,,,,,,,500000.000,,,,7100000.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1412463000.000,1347148000.000,944788000.000,,853709000.000,699475000.000,694445000.000,660713000.000,649140000.000,636321000.000,620107000.000,603165000.000,581753000.000,538726000.000
TaxesPayableCurrent,,,,,,,,,24469000.000,,,,25686000.000,,
UnbilledReceivablesCurrent,,41639000.000,44138000.000,49350000.000,,30933000.000,31518000.000,36077000.000,39293000.000,32408000.000,35294000.000,43182000.000,48795000.000,42032000.000,40212000.000
UnrecognizedTaxBenefits,,,,,,,,,39816000.000,,,,40400000.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,,,8341000.000,,,,9224000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,,,,26200000.000,,,,26800000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary,,,,,7200000.000,,,,,,,,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary,,,,,3300000.000,,,,,,,,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary,,,,,3200000.000,,,,,,,,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount,,,,,13700000.000,,,,50600000.000,,,,55200000.000,,
