,2011-06-30,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-84000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4570000.000
CommonStockDividendsPerShareCashPaid,,,0.170
ComprehensiveIncomeNetOfTax,,,658000.000
DepreciationAmortizationAndAccretionNet,,,226000.000
DividendsCommonStockCash,,,323000.000
EarningsPerShareBasicAndDiluted,0.060,0.280,0.370
EquipmentExpense,,,564000.000
FeesAndCommissionsFiduciaryAndTrustActivities,457000.000,414000.000,426000.000
GainLossOnSaleOfSecuritiesNet,,549000.000,
GainsLossesOnSalesOfOtherRealEstate,,,-5000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,30000.000,772000.000,946000.000
IncomeTaxExpenseBenefit,-85000.000,239000.000,247000.000
IncreaseDecreaseInTimeDeposits,,,-7397000.000
InterestAndDividendIncomeOperating,4046000.000,3961000.000,3681000.000
InterestAndDividendIncomeSecuritiesAvailableForSale,504000.000,429000.000,361000.000
InterestAndDividendIncomeSecuritiesHeldToMaturity,27000.000,30000.000,43000.000
InterestAndFeeIncomeLoansAndLeases,3312000.000,3288000.000,3036000.000
InterestExpense,634000.000,596000.000,479000.000
InterestExpenseFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,,,66000.000
InterestExpenseOther,,,5000.000
InterestExpenseOtherDomesticDeposits,418000.000,390000.000,298000.000
InterestExpenseShortTermBorrowings,64000.000,67000.000,
InterestExpenseTimeDeposits100000OrMore,152000.000,139000.000,110000.000
InterestIncomeDepositsWithFinancialInstitutions,6000.000,11000.000,32000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,2157000.000,2205000.000,2838000.000
InterestIncomeExpenseNet,3412000.000,3365000.000,3202000.000
InterestIncomeFederalFundsSold,3000.000,4000.000,4000.000
InterestIncomeSecuritiesTaxExempt,194000.000,199000.000,205000.000
InterestPaid,,,481000.000
LaborAndRelatedExpense,1569000.000,1557000.000,1454000.000
LoansReceivableHeldForSaleReconciliationToCashFlowPeriodIncreaseDecrease,,,3695000.000
NetCashProvidedByUsedInFinancingActivities,,,6285000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,6285000.000
NetCashProvidedByUsedInInvestingActivities,,,-3347000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3347000.000
NetCashProvidedByUsedInOperatingActivities,,,1632000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1632000.000
NetIncomeLoss,115000.000,533000.000,699000.000
NoninterestExpense,3509000.000,3350000.000,3221000.000
NoninterestIncome,1382000.000,1917000.000,1329000.000
NoninterestIncomeOtherOperatingIncome,925000.000,954000.000,903000.000
OccupancyNet,548000.000,520000.000,
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,-66000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,-41000.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,,,25000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,-66000.000
OtherNoninterestExpense,1392000.000,1273000.000,1203000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,,,-49000.000
PaymentsOfDividendsCommonStock,,,323000.000
PaymentsToAcquireAvailableForSaleSecurities,,,17184000.000
PaymentsToAcquireHeldToMaturitySecurities,,,2752000.000
PaymentsToAcquireProductiveAssets,,,416000.000
ProceedsFromBankDebt,,,11430000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,12886000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,345000.000
ProceedsFromRepaymentsOfShortTermDebt,,,2575000.000
ProceedsFromSaleOfOtherRealEstate,,,30000.000
ProvisionForLoanAndLeaseLosses,1255000.000,1160000.000,364000.000
TransferOfOtherRealEstate,,,713000.000
