,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
CapitalizedComputerSoftwareImpairments,,,,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2732.000,,,,36942.000,,
CostOfRevenue,310910.000,348191.000,494925.000,525167.000,588741.000,660593.000,613374.000,644184.000,785948.000
DepreciationAndAmortization,1209.000,1209.000,1374.000,1439.000,1460.000,1543.000,1840.000,1845.000,4413.000
DepreciationDepletionAndAmortization,,,33791.000,,,,36294.000,,
EarningsPerShareBasic,,,,,,,0.040,0.000,0.020
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.160,,,
EarningsPerShareDiluted,,,,,,,0.040,0.000,0.020
ForeignCurrencyTransactionGainLossBeforeTax,-124.000,76.000,397.000,149.000,1840.000,-1560.000,2299.000,13040.000,-4152.000
GainLossOnDispositionOfAssets,,,,,,,-56.000,,
GrossProfit,115481.000,238571.000,279625.000,401476.000,607970.000,717991.000,591693.000,711430.000,695488.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-239790.000,-94580.000,-75297.000,1232.000,150723.000,109157.000,49635.000,-4712.000,23251.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,36579.000,,,,-111003.000,,
IncreaseDecreaseInAccountsReceivable,,,-63223.000,,,,-65354.000,,
IncreaseDecreaseInOtherCurrentAssets,,,2024.000,,,,580.000,,
InterestExpense,8089.000,8622.000,6398.000,1954.000,1556.000,10284.000,2738.000,4694.000,792.000
InterestPaidNet,,,,,,,988.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,22500.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-19500.000,,,,-18000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-19500.000,,,,-18000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-2292.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-2292.000,,
NetCashProvidedByUsedInOperatingActivities,,,22232.000,,,,57234.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,22232.000,,,,57234.000,,
NetIncomeLoss,-239790.000,-94580.000,-75297.000,1232.000,150723.000,109157.000,49635.000,-4712.000,23251.000
NonoperatingIncomeExpense,-8213.000,44521.000,50539.000,16945.000,691.000,-14345.000,-495.000,49135.000,56746.000
OperatingExpenses,347058.000,377672.000,405461.000,417189.000,457938.000,594489.000,541563.000,765277.000,728983.000
OperatingIncomeLoss,-231577.000,-139101.000,-125836.000,-15713.000,150032.000,123502.000,50130.000,-53847.000,-33495.000
OtherNonoperatingIncomeExpense,,-3431.000,,18750.000,407.000,,,,
PaymentsForRepurchaseOfCommonStock,,,2500.000,,,,720.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,3292.000,,
ProceedsFromSaleOfOtherAssets,,,,,,,1000.000,,
RepaymentsOfNotesPayable,,,,,,,17280.000,,
RepaymentsOfRelatedPartyDebt,,,17000.000,,,,,,
Revenues,426391.000,586762.000,774550.000,926643.000,1196711.000,1378584.000,1205067.000,1355614.000,1481436.000
SalesRevenueNet,426391.000,586762.000,774550.000,926643.000,1196711.000,1378584.000,1205067.000,1355614.000,1481436.000
SellingGeneralAndAdministrativeExpense,345849.000,376463.000,404087.000,415750.000,456478.000,592946.000,539723.000,763432.000,724570.000
ShareBasedCompensation,,,,,,,15728.000,32127.000,18810.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,2.688,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,0.008,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,,,10000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,7500.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,79250.000,10250.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,-2.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,2.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardAcceleratedVestingNumber,,,,,,,,8000.000,
StockIssuedDuringPeriodSharesOther,,,,,,,1250.000,1250.000,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,,,,,15000.000
StockIssuedDuringPeriodSharesShareBasedCompensationGross,,,,,,,,15551.000,
StockIssuedDuringPeriodValueOther,,,,,,,1750.000,1750.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,,22500.000,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,,,,15728.000,,
StockRepurchasedAndRetiredDuringPeriodValue,,,-2500.000,,,,,,
StockRepurchasedDuringPeriodValue,,,,,,,-720.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,1216949.000,1200182.000,1254883.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,1190325.000,1200182.000,1254883.000
