,2011-06-30,2011-09-30
Assets,625978.000,647014.000
AssetsCurrent,221204.000,247796.000
CashAndCashEquivalentsAtCarryingValue,138261.000,170255.000
DueFromRelatedPartiesCurrent,60471.000,51394.000
GeneralPartnersCapitalAccount,-58474.000,-56639.000
LiabilitiesAndStockholdersEquity,625978.000,647014.000
LimitedPartnersCapitalAccount,161434.000,172347.000
OilAndGasPropertyFullCostMethodDepletion,3062819.000,3068417.000
OilAndGasPropertyFullCostMethodGross,3467593.000,3467635.000
OilAndGasPropertyFullCostMethodNet,404774.000,399218.000
OilAndGasReclamationLiabilityNoncurrent,523018.000,531306.000
PartnersCapital,102960.000,115708.000
PrepaidTaxes,22472.000,26147.000
