,2011-02-26,2011-05-28,2011-08-27,2011-11-26,2012-03-03,2012-06-02,2012-09-01,2012-12-01,2013-03-02,2013-06-01,2013-08-31,2013-11-30,2014-03-01,2014-05-31,2014-08-30,2014-11-29,2015-02-28,2015-05-30,2015-08-29,2015-11-28,2016-02-27,2016-05-28,2016-08-27,2016-11-26,2017-03-04,2017-06-03
AccountsPayableCurrent,1307872000.000,1354259000.000,1335408000.000,1376009000.000,1426391000.000,1336975000.000,1258460000.000,1437728000.000,1384644000.000,1366036000.000,1415880000.000,1397093000.000,1292419000.000,1364271000.000,1205834000.000,1205887000.000,1133520000.000,1167354000.000,1594411000.000,1663483000.000,1542797000.000,1663436000.000,1695840000.000,1792574000.000,1613909000.000,1646457000.000
AccountsReceivableNetCurrent,966457000.000,962475000.000,949131000.000,970218000.000,1013233000.000,916679000.000,926428000.000,917033000.000,929476000.000,881447000.000,922648000.000,850249000.000,949062000.000,910624000.000,954785000.000,996545000.000,980904000.000,969725000.000,1872976000.000,1555352000.000,1601008000.000,1679166000.000,1828641000.000,1707648000.000,1771126000.000,1781175000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2790844000.000,,,,2969707000.000,,,,3183498000.000,,,,3454805000.000,,,,3551478000.000,,,,3673793000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-30142000.000,-29552000.000,-28961000.000,-28371000.000,-52634000.000,-51614000.000,-50595000.000,-49575000.000,-61369000.000,-60106000.000,-58844000.000,-57581000.000,-37334000.000,-36675000.000,-36015000.000,-35355000.000,-45850000.000,-45253000.000,-44655000.000,-44058000.000,-47781000.000,-47100000.000,-46419000.000,-45738000.000,-42317000.000,-41803000.000
AdditionalPaidInCapital,4281623000.000,4282903000.000,4275429000.000,4277215000.000,4278988000.000,4280518000.000,4276950000.000,4278576000.000,4280831000.000,4283967000.000,4280068000.000,4434570000.000,4468149000.000,4486685000.000,4494704000.000,4502631000.000,4521023000.000,4570996000.000,4795106000.000,4805243000.000,4822665000.000,4835634000.000,4841988000.000,4855612000.000,4839854000.000,4848675000.000
AllowanceForDoubtfulAccountsReceivable,,,,,28832000.000,,,,28271000.000,,,,26873000.000,,,,31247000.000,,,,32820000.000,,,,30891000.000,
Assets,7555850000.000,7504169000.000,7416406000.000,7557034000.000,7364291000.000,7073132000.000,6950578000.000,7186142000.000,7078719000.000,6945438000.000,7168990000.000,7138167000.000,6944871000.000,6946517000.000,6959344000.000,7185986000.000,8863252000.000,10529774000.000,11979231000.000,11718080000.000,11277010000.000,11254947000.000,11610969000.000,11658926000.000,11593752000.000,11460138000.000
AssetsCurrent,4411365000.000,4450526000.000,4431883000.000,4617104000.000,4504586000.000,4321851000.000,4240927000.000,4472592000.000,4409047000.000,4300884000.000,4491033000.000,4446253000.000,4285125000.000,4198536000.000,4194027000.000,4359967000.000,4221758000.000,5830847000.000,5087134000.000,4805167000.000,4550727000.000,4555185000.000,4938516000.000,5017168000.000,5065288000.000,4977567000.000
BelowMarketLeaseNet,,,,,,,,,,,,64522000.000,62687000.000,60920000.000,59278000.000,57305000.000,55571000.000,53638000.000,51382000.000,49649000.000,46947000.000,45525000.000,43746000.000,41820000.000,38242000.000,37053000.000
CapitalLeaseObligations,,,134241000.000,133884000.000,126984000.000,126350000.000,123529000.000,118703000.000,115179000.000,116135000.000,118844000.000,109732000.000,107411000.000,103770000.000,100678000.000,96071000.000,91993000.000,87256000.000,83143000.000,79479000.000,79653000.000,75287000.000,70950000.000,66534000.000,65315000.000,62259000.000
