,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,21231000.000,,,,20696000.000,,,,9870000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,384000.000,,,,410000.000,,,,438000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,501000.000,,,,535000.000,,,,10826000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,468000.000,,,,501000.000,,,,535000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,438000.000,,,,468000.000,,,,501000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,410000.000,,,,438000.000,,,,468000.000,,,
MortgageLoansOnRealEstate,,,,,,23432000.000,,,,,,,,22638000.000,,,
OtherAssets,899000.000,739000.000,652000.000,468000.000,861000.000,705000.000,617000.000,424000.000,807000.000,651000.000,562000.000,414000.000,817000.000,631000.000,0.000,0.000,0.000
OtherLiabilities,317000.000,289000.000,282000.000,265000.000,324000.000,315000.000,282000.000,298000.000,261000.000,395000.000,374000.000,345000.000,365000.000,363000.000,161000.000,539000.000,542000.000
OtherLongTermDebt,,,,,,,,,,23048000.000,,,,22638000.000,,,
PartnersCapital,-21607000.000,-21968000.000,-22296000.000,-22709000.000,-23247000.000,-23616000.000,-23945000.000,-24305000.000,-24806000.000,-25039000.000,-25235000.000,-25435000.000,-25802000.000,-25916000.000,2827000.000,312000.000,306000.000
PropertyPlantAndEquipmentGross,,,,,,31093000.000,,,,31442000.000,,,,31945000.000,,,
RealEstateAccumulatedDepreciation,-20120000.000,-20528000.000,-20939000.000,-21134000.000,-21543000.000,-21952000.000,22357000.000,22432000.000,22829000.000,23203000.000,23530000.000,,,,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,21952000.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,23432000.000,,,,23048000.000,,,,22638000.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,,,29727000.000,,,,30076000.000,,,,30579000.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,,,1366000.000,,,,1366000.000,,,,1366000.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,31093000.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,,,,,,16600000.000,,,,16949000.000,,,,17452000.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,13187000.000,,,,13187000.000,,,,13187000.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,1306000.000,,,,1306000.000,,,,1306000.000,,,
RealEstateGrossAtCarryingValue,,,,,,,,,,31442000.000,,,,31945000.000,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,,,,,,,,,,,,23477000.000,23785000.000,24090000.000,0.000,0.000,0.000
RealEstateInvestmentPropertyAtCost,29736000.000,29941000.000,30149000.000,30184000.000,30541000.000,31093000.000,31298000.000,31096000.000,31351000.000,31442000.000,31514000.000,31418000.000,31761000.000,31945000.000,0.000,0.000,0.000
RealEstateInvestmentPropertyNet,9616000.000,9413000.000,9210000.000,9050000.000,8998000.000,9141000.000,8941000.000,8664000.000,8522000.000,8239000.000,7984000.000,7941000.000,7976000.000,7855000.000,0.000,0.000,0.000
RealEstateOwnedAccumulatedDepreciation,,,,,,,,,,23203000.000,,,,24090000.000,,,
SecurityDepositLiability,243000.000,253000.000,247000.000,230000.000,187000.000,172000.000,185000.000,174000.000,179000.000,184000.000,199000.000,226000.000,228000.000,218000.000,0.000,0.000,0.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-24305000.000,-24806000.000,-25039000.000,-25235000.000,-25435000.000,-25802000.000,-25916000.000,2827000.000,312000.000,306000.000
