,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,331000.000,152000.000,161000.000,149000.000,356000.000,665000.000,100000.000,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,91000.000,138000.000,50000.000,109000.000,251000.000,234000.000,62000.000,62000.000,0.000,0.000
AccountsReceivableNet,454000.000,519000.000,478000.000,448000.000,416000.000,381000.000,416000.000,416000.000,399000.000,425000.000,436000.000,480000.000,470000.000,446000.000,176000.000,8000.000,8000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,349000.000,,,,388000.000,,,,427000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,21952000.000,,,,23203000.000,,,,24090000.000,,,
Assets,11051000.000,10736000.000,10450000.000,10041000.000,10385000.000,11016000.000,10146000.000,9828000.000,9917000.000,9576000.000,9310000.000,9190000.000,9394000.000,9147000.000,15828000.000,851000.000,848000.000
BuildingsAndImprovementsGross,28370000.000,28575000.000,28783000.000,28818000.000,29175000.000,29727000.000,29932000.000,29730000.000,29985000.000,30076000.000,30148000.000,30052000.000,30395000.000,30579000.000,0.000,0.000,0.000
CashEquivalentsAtCarryingValue,82000.000,65000.000,110000.000,75000.000,110000.000,789000.000,172000.000,324000.000,189000.000,261000.000,328000.000,355000.000,131000.000,215000.000,15652000.000,843000.000,840000.000
DebtInstrumentFairValue,,,,,,,,,,,,25854000.000,25537000.000,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,0.052,0.052,0.052,0.052,,
DeferredFinanceCostsGross,,,,,,649000.000,,,,649000.000,,,,649000.000,,,
DueToAffiliate,7889000.000,8219000.000,8352000.000,8491000.000,9241000.000,10048000.000,10186000.000,,,,,,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,,,,,10327000.000,10999000.000,10938000.000,10915000.000,10957000.000,11626000.000,11782000.000,12778000.000,0.000,0.000
GeneralPartnersCapitalAccount,-763000.000,-767000.000,-770000.000,-774000.000,-780000.000,-783000.000,-786000.000,-790000.000,-795000.000,-797000.000,-799000.000,-801000.000,-805000.000,-806000.000,-519000.000,-544000.000,-544000.000
Land,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,1366000.000,0.000,0.000,0.000
Liabilities,32658000.000,32704000.000,32746000.000,32750000.000,33632000.000,34632000.000,34091000.000,34133000.000,34723000.000,34615000.000,34545000.000,34625000.000,35196000.000,35063000.000,13001000.000,539000.000,542000.000
LiabilitiesAndPartnersCapital,11051000.000,10736000.000,10450000.000,10041000.000,10385000.000,11016000.000,10146000.000,,,,,,,,,,
LiabilitiesAndStockholdersEquity,,,,,,,,9828000.000,9917000.000,9576000.000,9310000.000,9190000.000,9394000.000,9147000.000,15828000.000,851000.000,848000.000
LimitedPartnersCapitalAccount,-20844000.000,-21201000.000,-21526000.000,-21935000.000,-22467000.000,-22833000.000,-23159000.000,-23515000.000,-24011000.000,-24242000.000,-24436000.000,-24634000.000,-24997000.000,-25110000.000,3346000.000,856000.000,850000.000
LongTermDebt,,,,,,23432000.000,,23243000.000,23146000.000,23048000.000,22948000.000,22846000.000,22743000.000,22638000.000,0.000,0.000,0.000
LongTermDebtComponentsMortgageLoans,23878000.000,23791000.000,23704000.000,23615000.000,23524000.000,23432000.000,23338000.000,,,,,,,,,,
