,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,791613.000
ComprehensiveIncomeNetOfTax,834213.000,557471.000
CostOfGoodsAndServicesSold,-3125362.000,-2737254.000
DepreciationAndAmortization,,827402.000
EarningsPerShareBasic,0.060,0.060
EarningsPerShareDiluted,0.060,0.060
EffectOfExchangeRateOnCashAndCashEquivalents,,1923.000
GeneralAndAdministrativeExpense,-259213.000,-163369.000
GrossProfit,1250271.000,1081654.000
IncomeLossFromContinuingOperations,570272.000,541246.000
IncomeTaxExpenseBenefit,-147991.000,-139891.000
IncomeTaxesPaid,,168531.000
IncreaseDecreaseInAccountsPayableTrade,,1495161.000
IncreaseDecreaseInAccountsReceivable,,238518.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,50680.000
IncreaseDecreaseInInventories,,84212.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,298113.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-1391639.000
IncreaseDecreaseInRestrictedCash,,-530053.000
InterestExpense,-124985.000,-187400.000
InterestIncomeOperating,10864.000,1024.000
InterestPaidNet,,89210.000
NetCashProvidedByUsedInFinancingActivities,,-674938.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-674938.000
NetCashProvidedByUsedInInvestingActivities,,-539174.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-539174.000
NetCashProvidedByUsedInOperatingActivities,,2003802.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2003802.000
NetIncomeLoss,422281.000,401355.000
OperatingExpenses,-565878.000,-354032.000
OperatingIncomeLoss,684393.000,727622.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,156116.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,411932.000,156116.000
PaymentsToAcquirePropertyPlantAndEquipment,,-418.000
RepaymentsOfAdvancesForConstruction,,-538756.000
RepaymentsOfLongTermDebt,,-156834.000
Revenues,4375633.000,3818908.000
SalesRevenueNet,4375633.000,3818908.000
SellingAndMarketingExpense,-306665.000,-190663.000
WeightedAverageNumberOfDilutedSharesOutstanding,6866122.000,6866122.000
WeightedAverageNumberOfSharesOutstandingBasic,6866122.000,6866122.000
