,2011-12-31,2012-12-31,2013-12-31
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,0.000
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,,0.000,
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,10193861.000,6142552.000,3775874.000
FloorBrokerageExchangeAndClearanceFees,2247622.000,1015380.000,951814.000
GainLossOnSaleOfDerivatives,15819067.000,-2681787.000,-5436971.000
IncomeLossAttributableToParent,-17192390.000,-30831220.000,-18485404.000
IncomeTaxExpenseBenefit,,,0.000
InterestIncomeOperating,269659.000,219591.000,67172.000
InvestmentIncomeNet,,,-8484658.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,-6914305.000,-2575642.000
NoninterestExpenseDistributionAndServicingFees,1028273.000,756231.000,451129.000
NoninterestExpenseInvestmentAdvisoryFees,5073428.000,2943719.000,1904398.000
NoninterestExpenseRelatedToPerformanceFees,1490923.000,355170.000,164855.000
OperatingExpenses,23052462.000,13968770.000,8551830.000
OtherExpenses,429317.000,214315.000,265135.000
PartnersCapitalAccountContributions,93030629.000,21856486.000,5479986.000
PartnersCapitalAccountRedemptions,55423986.000,125172264.000,116976227.000
PartnersCapitalAccountUnitsContributed,,21271313.000,6037353.000
PartnersCapitalAccountUnitsRedeemed,,120929763.000,125909621.000
ProfessionalFees,549755.000,976629.000,400846.000
RevenuesExcludingInterestAndDividends,5590413.000,-17082041.000,-10000746.000
SponsorFees,4286905.000,2580154.000,1589593.000
TradingSecuritiesRealizedGainLoss,,-2681787.000,-5436971.000
TradingSecuritiesUnrealizedHoldingGainLoss,,-4232518.000,2861329.000
UnrealizedGainLossOnDerivatives,-7550144.000,-4232518.000,2861329.000
UnrealizedGainLossOnInvestments,-430888.000,-9152356.000,-6473290.000
