,2011-06-30,2011-09-30,2012-02-14,2012-03-31,2012-09-30,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,308692.000,333735.000,,536314.000,991843.000,415385.000,358316.000,364889.000,370560.000,387575.000,391415.000,412275.000,411720.000,414588.000,414017.000,427106.000,434360.000,436254.000,428165.000
AccountsReceivableFromSecuritization,,,,,,,,,,,,,,,91007.000,31000.000,,,
AccountsReceivableNetCurrent,180350.000,,,3200.000,2468.000,,,5356.000,803.000,,,,13105.000,88442.000,30231.000,54490.000,24000.000,12019.000,60565.000
AccruedLiabilitiesCurrent,162429.000,145474.000,,318780.000,201657.000,207196.000,260465.000,263411.000,274224.000,285950.000,298001.000,110072.000,108308.000,131856.000,122334.000,119278.000,35347.000,54400.000,34119.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,133783.000,,,,,136125.000,,,,,,,,,
AdditionalPaidInCapital,6740555.000,6853558.000,,6872231.000,7572635.000,10790003.000,11149493.000,11149415.000,11208385.000,11208314.000,11260834.000,14105681.000,14188894.000,14188824.000,14224268.000,14250633.000,14299242.000,14854319.000,14854320.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,0.000,,6414.000,,,,,,,
Assets,314343.000,106043.000,,159083.000,369379.000,308453.000,108660.000,36703.000,40235.000,27255.000,24761.000,2029236.000,1972153.000,749556.000,666995.000,633588.000,301791.000,541172.000,419765.000
AssetsCurrent,299603.000,93842.000,,151773.000,367037.000,308453.000,108660.000,36703.000,40235.000,27255.000,24761.000,29236.000,72153.000,116556.000,104329.000,106089.000,52803.000,249736.000,156709.000
CashAndCashEquivalentsAtCarryingValue,44938.000,39188.000,,64338.000,38420.000,13074.000,32995.000,4898.000,8858.000,2505.000,1041.000,1942.000,4188.000,6156.000,18542.000,4016.000,3103.000,220438.000,68718.000
CashFDICInsuredAmount,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1250000000.000,1250000000.000,,1250000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,125861613.000,134657169.000,,147078470.000,136916.000,2057069648.000,2108069648.000,2118446438.000,2124900908.000,2124900908.000,2131812230.000,164312230.000,196675741.000,197375267.000,198509125.000,200492625.000,203899190.000,203899190.000,203899190.000
CommonStockSharesOutstanding,125861613.000,134657169.000,,147078470.000,136916.000,2057069648.000,2108069648.000,2118446438.000,2124900908.000,2124900908.000,2131812230.000,164312230.000,196675741.000,197375267.000,198509125.000,200492625.000,203899190.000,203899190.000,203899190.000
CommonStockValue,125862.000,134657.000,,147080.000,1.000,20571.000,21081.000,21185.000,21249.000,21249.000,21318.000,1674.000,1974.000,1974.000,1985.000,2005.000,2039.000,2039.000,2039.000
ConvertibleNotesPayable,,,,,,,,,,0.000,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,12504.000,51122.000,,,,,,13540.000,22711.000,18888.000,29221.000,10434.000,6230.000,,,
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,,,,11853275.000,,200000.000,200000.000,43325000.000,,,,,
CustomerDepositsCurrent,,,,,,5428.000,14928.000,10428.000,,10430.000,14664.000,8930.000,34289.000,756.000,756.000,756.000,,,
CustomerFunds,,,,,,,,,,,,,,,,,,92613.000,
DebtInstrumentCarryingAmount,,,,,,,,,,,38000.000,38000.000,43000.000,,25000.000,12625.000,,,
DebtInstrumentFaceAmount,,,,,166142.000,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,84996.000,51078.000,0.000,,,,,,,15287.000,,20455.000,20455.000,25000.000,,
DeferredCostsCurrent,,,,,2369.000,,,,,,,,,,,,,,
