,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
ContractualObligationDueInThirdYear,,,,,,,,1407000.000,,,,2038000.000,,,
DebtInstrumentFaceAmount,,,,,,,,5300000.000,5300000.000,5300000.000,5300000.000,,5300000.000,5300000.000,5300000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060
DeferredIncomeTaxLiabilities,,,,1171000.000,,,,1191000.000,,,,900000.000,,,
DeferredRevenue,,,,7000.000,,,,5000.000,,,,6000.000,,,
DeferredRevenueCurrent,16000.000,7000.000,12000.000,7000.000,13000.000,10000.000,13000.000,5000.000,7000.000,7000.000,9000.000,6000.000,,,
DeferredRevenueNoncurrent,9000.000,9000.000,,,,,,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,2783000.000,,,,2414000.000,,,,2851000.000,,,
DeferredTaxAssetsGross,,,,35399000.000,,,,31331000.000,,,,32416000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,-35000.000,,,,-36000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,30730000.000,,,,27131000.000,,,,27861000.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,62000.000,,,,64000.000,,,,80000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,3000.000,,,,3000.000,,,,3000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,862000.000,,,,865000.000,,,,886000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,525000.000,,,,536000.000,,,,153000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,434000.000,,,,318000.000,,,,582000.000,,,
DeferredTaxAssetsValuationAllowance,,,,34263000.000,,,,30176000.000,,,,31516000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,35000.000,,,,36000.000,,,,,,,
DeferredTaxLiabilitiesNoncurrent,,,25000.000,35000.000,46000.000,57000.000,67000.000,36000.000,43000.000,54000.000,63000.000,,,,
EmployeeRelatedLiabilitiesCurrent,628000.000,660000.000,832000.000,732000.000,606000.000,668000.000,791000.000,721000.000,718000.000,677000.000,622000.000,487000.000,477000.000,364000.000,371000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,2455000.000,2523000.000,2592000.000,2660000.000,2728000.000,2784000.000,2839000.000,2900000.000,2955000.000,3011000.000,3060000.000,3109000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,276000.000,,,,218000.000,164000.000,201000.000,202000.000,205000.000,199000.000,199000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,207000.000,139000.000,68000.000,,,110000.000,55000.000,,151000.000,101000.000,50000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,252000.000,252000.000,252000.000,250000.000,194000.000,194000.000,,,196000.000,,,196000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,252000.000,252000.000,252000.000,250000.000,194000.000,194000.000,195000.000,196000.000,198000.000,196000.000,196000.000,198000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,258000.000,258000.000,258000.000,256000.000,194000.000,194000.000,195000.000,196000.000,199000.000,198000.000,198000.000,199000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,276000.000,276000.000,276000.000,274000.000,200000.000,200000.000,195000.000,196000.000,199000.000,199000.000,199000.000,199000.000
FiniteLivedIntangibleAssetsGross,,,,4717000.000,4722000.000,4729000.000,4741000.000,4749000.000,4752000.000,4756000.000,4757000.000,4759000.000,4761000.000,4773000.000,4773000.000
FiniteLivedIntangibleAssetsNet,,,,2262000.000,2199000.000,2137000.000,2081000.000,1587000.000,1534000.000,1483000.000,1423000.000,1370000.000,1316000.000,1279000.000,1230000.000
Goodwill,3307000.000,3307000.000,3148000.000,3115000.000,3036000.000,3036000.000,3036000.000,3036000.000,3036000.000,3036000.000,3036000.000,,,,
IntangibleAssetsNetExcludingGoodwill,2460000.000,2393000.000,2331000.000,2262000.000,2199000.000,2137000.000,2081000.000,1587000.000,1534000.000,1483000.000,1423000.000,1370000.000,1316000.000,1279000.000,1230000.000
InterestPayableCurrent,,,,,,,,,,,78000.000,322000.000,406000.000,534000.000,634000.000
InventoryFinishedGoodsNetOfReserves,,,,1392000.000,2010000.000,1827000.000,2314000.000,1768000.000,1729000.000,1503000.000,554000.000,726000.000,607000.000,672000.000,615000.000
InventoryNet,1648000.000,1932000.000,1700000.000,1448000.000,2060000.000,2033000.000,2461000.000,1952000.000,2017000.000,1357000.000,1321000.000,1397000.000,1314000.000,1323000.000,1319000.000
InventoryNoncurrent,,,,663000.000,698000.000,678000.000,673000.000,662000.000,612000.000,959000.000,172000.000,141000.000,131000.000,119000.000,94000.000
InventoryRawMaterialsNetOfReserves,,,,555000.000,615000.000,777000.000,716000.000,734000.000,706000.000,689000.000,720000.000,685000.000,659000.000,656000.000,641000.000
InventoryWorkInProcessNetOfReserves,,,,164000.000,133000.000,107000.000,104000.000,112000.000,194000.000,124000.000,219000.000,127000.000,179000.000,114000.000,157000.000
Liabilities,8857000.000,10424000.000,11290000.000,12050000.000,13086000.000,13409000.000,14684000.000,12107000.000,12746000.000,12693000.000,12808000.000,12644000.000,12917000.000,13055000.000,13086000.000
LiabilitiesAndStockholdersEquity,12485000.000,13053000.000,13042000.000,12676000.000,16574000.000,15960000.000,16295000.000,12527000.000,11900000.000,10816000.000,9314000.000,5667000.000,5518000.000,5321000.000,5023000.000
LiabilitiesCurrent,3050000.000,5056000.000,6478000.000,7289000.000,8370000.000,9241000.000,10426000.000,2637000.000,3068000.000,3533000.000,4487000.000,4292000.000,4473000.000,5118000.000,6129000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,,,0.000,0.000,0.000,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,,
LongTermDebtCurrent,,,,,,,,,,,920000.000,747000.000,747000.000,747000.000,1795000.000
LongTermDebtNoncurrent,,,,,,,,5333000.000,5333000.000,5333000.000,4413000.000,4586000.000,4586000.000,4586000.000,3537000.000
OperatingLossCarryforwards,,,,83687000.000,,,,73154000.000,,,,77534000.000,,,
OtherAccruedLiabilitiesCurrent,659000.000,645000.000,670000.000,542000.000,523000.000,505000.000,542000.000,476000.000,,,,420000.000,,,
OtherAccruedLiabilitiesNoncurrent,141000.000,132000.000,122000.000,113000.000,103000.000,94000.000,84000.000,75000.000,65000.000,56000.000,46000.000,36000.000,27000.000,18000.000,8000.000
OtherAssetsNoncurrent,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
OtherInventoryNoncurrent,457000.000,451000.000,469000.000,663000.000,698000.000,678000.000,673000.000,662000.000,612000.000,959000.000,172000.000,141000.000,131000.000,119000.000,94000.000
OtherLiabilitiesCurrent,,,,779000.000,759000.000,682000.000,668000.000,602000.000,575000.000,525000.000,539000.000,499000.000,539000.000,542000.000,577000.000
PrepaidExpenseAndOtherAssetsCurrent,354000.000,259000.000,255000.000,290000.000,313000.000,246000.000,197000.000,128000.000,388000.000,264000.000,214000.000,63000.000,284000.000,209000.000,160000.000
PropertyPlantAndEquipmentGross,11843000.000,11954000.000,11979000.000,12006000.000,12023000.000,12018000.000,12053000.000,12165000.000,12144000.000,12158000.000,12177000.000,12162000.000,12166000.000,12120000.000,12144000.000
PropertyPlantAndEquipmentNet,908000.000,923000.000,902000.000,862000.000,818000.000,745000.000,683000.000,735000.000,636000.000,589000.000,530000.000,471000.000,397000.000,328000.000,291000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,40000.000,40000.000
RestructuringReserve,,,,,,,,,,,1000.000,,,,
RetainedEarningsAccumulatedDeficit,-111415000.000,-112534000.000,-113502000.000,-114726000.000,-115795000.000,-116766000.000,-117771000.000,-119018000.000,-120352000.000,-121437000.000,-123101000.000,-126626000.000,-127063000.000,-127420000.000,-127769000.000
SalesAndExciseTaxPayableCurrent,,,,237000.000,236000.000,177000.000,126000.000,126000.000,,,,79000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,4450910.000,4450910.000,1600000.000,,1724165.000,,,,1860328.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,486842.000,317526.000,1600000.000,,1719265.000,,,,1319354.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,1145378.000,1206295.000,1285081.000,1296964.000,1328315.000,1362327.000,1399470.000,1386412.000,1404473.000,1373683.000,994534.000,1024729.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,1.700,1.650,1.600,1.600,1.580,1.530,1.510,1.510,1.500,1.410,1.270,1.260
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,1504.000,1385.000,2060.000,425.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,1621095.000,1790411.000,1811870.000,1768619.000,1711430.000,1849930.000,1847430.000,1758980.000,1704042.000,1587480.000,1178000.000,1169873.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,1.500,1.420,1.410,1.420,1.430,1.310,1.310,1.330,1.350,1.310,1.170,1.180
SharePrice,,,,,0.750,0.750,0.750,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,1425.000,1358.000,2060.000,425.000,,,,,,,,
StandardProductWarrantyAccrual,,,,47000.000,48000.000,48000.000,46000.000,58000.000,61000.000,60000.000,63000.000,56000.000,49000.000,45000.000,37000.000
StockholdersEquity,3628000.000,2629000.000,1752000.000,626000.000,3488000.000,2551000.000,1611000.000,420000.000,-846000.000,-1877000.000,-3494000.000,-6977000.000,-7399000.000,-7734000.000,-8063000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3628000.000,2629000.000,1752000.000,626000.000,3488000.000,2551000.000,1611000.000,420000.000,-846000.000,-1877000.000,-3494000.000,-6977000.000,-7399000.000,-7734000.000,-8063000.000
TaxCreditCarryforwardAmount,,,,656000.000,,,,659000.000,,,,667000.000,,,
UnrecognizedTaxBenefits,,,,14000.000,,,,14000.000,,,,14000.000,,14000.000,
