,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,,0.000,4922.000,3901.000,700.000,1972.000,24294.000,27449.000,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,,,,,800.000,,3400.000,800.000,,,3400.000
AccountsPayableCurrent,,,,,,,,,33630.000,34800.000,,3500.000,,,,,,,800.000,,,,,
AccountsPayableInterestBearingCurrent,,,,,,,115400.000,,,,125400.000,,,,,,,,,,,,,
AccountsPayableRelatedParties,,,18400.000,24350.000,29150.000,33950.000,,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,18550.000,21400.000,23900.000,26500.000,10400.000,13200.000,15100.000,17000.000,8400.000,10500.000,12100.000,13700.000,6900.000,9000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,23074.000,,,,32562.000,,37722.000,40302.000,42882.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,15070.000,13102.000,14412.000,15722.000,17032.000,18355.000,19766.000,21200.000,22634.000,24070.000,,,28725.000,30325.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,10400.000,,,,8400.000,,,,6900.000,
AdditionalPaidInCapital,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000
Assets,673.000,1245.000,280.000,5328.000,360.000,100.000,95.000,418.000,409.000,4829.000,3390.000,7790.000,3241.000,2241.000,851.000,2445.000,2545.000,2245.000,425.000,211.000,473.000,2263.000,433.000,418.000
