,2011-12-02,2012-03-02
CashAndCashEquivalentsPeriodIncreaseDecrease,500801.000,
CostOfGoodsSold,1211211.000,1607281.000
CostsAndExpenses,2146078.000,2645428.000
DepreciationDepletionAndAmortization,280875.000,
EarningsPerShareBasicAndDiluted,-0.070,-0.030
IncreaseDecreaseInAccountsPayable,7600.000,
IncreaseDecreaseInAccountsReceivable,-757022.000,
IncreaseDecreaseInAccruedLiabilities,100367.000,
IncreaseDecreaseInCustomerDeposits,483953.000,
IncreaseDecreaseInDeferredRevenue,141580.000,
IncreaseDecreaseInInventories,228637.000,
IncreaseDecreaseInOtherOperatingAssets,-19804.000,
InterestExpenseOther,7192.000,87118.000
InterestExpenseRelatedParty,85944.000,
InterestPaid,6787.000,
InventoryWriteDown,15000.000,
NetCashProvidedByUsedInFinancingActivities,0.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,
NetCashProvidedByUsedInInvestingActivities,-220131.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-220131.000,
NetCashProvidedByUsedInOperatingActivities,720932.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,720932.000,
NetIncomeLoss,-856632.000,-363702.000
OperatingIncomeLoss,-763496.000,-276584.000
PaymentsForSoftware,218861.000,
PaymentsToAcquirePropertyPlantAndEquipment,1270.000,
ProceedsFromRepaymentsOfLinesOfCredit,0.000,
ProductWarrantyExpense,0.000,
ProvisionForDoubtfulAccounts,0.000,
ResearchAndDevelopmentExpense,344194.000,394625.000
Revenues,1382582.000,2368844.000
SalesRevenueNet,1382582.000,2368844.000
SellingGeneralAndAdministrativeExpense,590673.000,643522.000
