,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,2000000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,34000000.000,34000000.000,22000000.000,9000000.000,19000000.000,17000000.000,,,4000000.000,,,,12000000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,5000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-11000000.000,,,,56000000.000,,,,10000000.000,,,,-9000000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,1000000.000,,,,9000000.000,,,,-5000000.000,,,,-8000000.000
ComprehensiveIncomeNetOfTax,13000000.000,15000000.000,15000000.000,25000000.000,28000000.000,31000000.000,30000000.000,24000000.000,37000000.000,41000000.000,24000000.000,12000000.000,46000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,223000000.000,351000000.000,129000000.000,187000000.000,-142000000.000,242000000.000,-113000000.000,95000000.000,258000000.000,-32000000.000,210000000.000,182000000.000,392000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,236000000.000,366000000.000,144000000.000,212000000.000,-114000000.000,273000000.000,-83000000.000,119000000.000,295000000.000,9000000.000,234000000.000,194000000.000,438000000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesIssuanceOfEquityBySubsidiaryToNoncontrollingInterests,148000000.000,,,,,,,,,,,,
CostOfGoodsAndServicesSold,,,,,,5848000000.000,4701000000.000,,3348000000.000,4224000000.000,4429000000.000,5232000000.000,5593000000.000
CostsAndExpenses,11192000000.000,10831000000.000,10724000000.000,8934000000.000,5575000000.000,6455000000.000,5219000000.000,4645000000.000,3830000000.000,4805000000.000,4822000000.000,5735000000.000,6078000000.000
CurrentIncomeTaxExpenseBenefit,36000000.000,16000000.000,10000000.000,9000000.000,42000000.000,19000000.000,11000000.000,12000000.000,31000000.000,9000000.000,4000000.000,41000000.000,10000000.000
DeferredIncomeTaxExpenseBenefit,21000000.000,15000000.000,19000000.000,86000000.000,-8000000.000,32000000.000,24000000.000,50000000.000,9000000.000,1000000.000,12000000.000,-29000000.000,96000000.000
DepreciationAndAmortization,,,97000000.000,,108000000.000,110000000.000,110000000.000,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,114000000.000,205000000.000,33000000.000,143000000.000,122000000.000
DerivativeGainLossOnDerivativeNet,-30000000.000,20000000.000,-41000000.000,204000000.000,-47000000.000,25000000.000,36000000.000,142000000.000,36000000.000,-137000000.000,24000000.000,-247000000.000,89000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,-32000000.000,-19000000.000,-6000000.000,-29000000.000,-72000000.000,92000000.000,-48000000.000,29000000.000,-90000000.000,-68000000.000,-20000000.000,145000000.000,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,52000000.000,,,
DistributionMadeToLimitedPartnerCashDistributionsPaid,17000000.000,,,,42000000.000,,,,55000000.000,,,,57000000.000
EarningsPerShareBasic,,,,,,0.140,,,,,,,
EarningsPerShareBasicAndDiluted,0.110,0.110,0.120,,0.140,,0.140,,,,,,
EarningsPerShareDiluted,,,,,,0.140,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-2000000.000,,,,-5000000.000,,,,4000000.000,,,,0.000
EquityMethodInvestmentDividendsOrDistributions,,,,,54000000.000,,,,52000000.000,,,,52000000.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,27000000.000,,,,3000000.000,,,,3000000.000
GeneralAndAdministrativeExpense,90000000.000,91000000.000,79000000.000,71000000.000,79000000.000,80000000.000,60000000.000,62000000.000,68000000.000,73000000.000,71000000.000,70000000.000,75000000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,278000000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,3000000.000
GoodwillTranslationAdjustments,-18000000.000,,,,,,,,,,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,,,29000000.000
GrossProfit,609000000.000,488000000.000,530000000.000,664000000.000,513000000.000,371000000.000,487000000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,429000000.000,306000000.000,340000000.000,465000000.000,296000000.000,154000000.000,263000000.000,278000000.000,217000000.000,92000000.000,295000000.000,134000000.000,508000000.000
IncomeLossFromEquityMethodInvestments,20000000.000,23000000.000,29000000.000,36000000.000,37000000.000,52000000.000,45000000.000,49000000.000,47000000.000,40000000.000,46000000.000,62000000.000,53000000.000
IncomeTaxExpenseBenefit,57000000.000,31000000.000,29000000.000,95000000.000,34000000.000,51000000.000,35000000.000,62000000.000,40000000.000,10000000.000,16000000.000,12000000.000,106000000.000
IncomeTaxesPaidNet,66000000.000,,,,11000000.000,,,,16000000.000,,,,27000000.000
IncreaseDecreaseInOperatingCapital,-253000000.000,,,,-343000000.000,,,,-318000000.000,,,,-177000000.000
InterestCostsCapitalized,11000000.000,10000000.000,12000000.000,15000000.000,14000000.000,13000000.000,14000000.000,16000000.000,13000000.000,12000000.000,11000000.000,11000000.000,6000000.000
InterestExpense,81000000.000,85000000.000,88000000.000,95000000.000,104000000.000,107000000.000,110000000.000,122000000.000,116000000.000,118000000.000,116000000.000,130000000.000,129000000.000
InterestPaidNet,81000000.000,,,,77000000.000,,,,88000000.000,,,,92000000.000
InventoryWriteDown,37000000.000,,,,24000000.000,,,,3000000.000,,,,
NetCashProvidedByUsedInFinancingActivities,-302000000.000,,,,-2000000.000,,,,-338000000.000,,,,667000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-302000000.000,,,,-2000000.000,,,,-338000000.000,,,,667000000.000
NetCashProvidedByUsedInInvestingActivities,-524000000.000,,,,-666000000.000,,,,-287000000.000,,,,-1491000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-524000000.000,,,,-666000000.000,,,,-287000000.000,,,,-1491000000.000
NetCashProvidedByUsedInOperatingActivities,817000000.000,,,,729000000.000,,,,631000000.000,,,,815000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,817000000.000,,,,729000000.000,,,,631000000.000,,,,815000000.000
NetIncomeLoss,14000000.000,15000000.000,16000000.000,25000000.000,31000000.000,30000000.000,32000000.000,25000000.000,36000000.000,42000000.000,24000000.000,-8000000.000,41000000.000
