,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
NetIncomeLossAttributableToNoncontrollingInterest,358000000.000,260000000.000,295000000.000,345000000.000,231000000.000,73000000.000,196000000.000,191000000.000,141000000.000,40000000.000,255000000.000,130000000.000,361000000.000
NetIncomeLossAttributableToParentDiluted,,,,,,30000000.000,,,,94000000.000,24000000.000,,41000000.000
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,,,1099000000.000,,,,,,,,
OperatingCostsAndExpenses,336000000.000,360000000.000,382000000.000,378000000.000,346000000.000,417000000.000,348000000.000,343000000.000,300000000.000,303000000.000,289000000.000,290000000.000,288000000.000
OperatingIncomeLoss,492000000.000,364000000.000,403000000.000,524000000.000,367000000.000,208000000.000,332000000.000,351000000.000,281000000.000,145000000.000,348000000.000,216000000.000,589000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,-32000000.000,,,,-72000000.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-124000000.000,,,,-298000000.000,,,,207000000.000,,,,27000000.000
OtherComprehensiveIncomeLossNetOfTax,-136000000.000,91000000.000,-167000000.000,-158000000.000,-376000000.000,170000000.000,-311000000.000,-97000000.000,118000000.000,-73000000.000,-45000000.000,72000000.000,36000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-20000000.000,,,,6000000.000,,,,-1000000.000,,,,-2000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,-90000000.000,,,,7000000.000
OtherNoncashIncomeExpense,-4000000.000,,,,9000000.000,,,,-4000000.000,,,,-10000000.000
OtherNonoperatingIncomeExpense,-2000000.000,4000000.000,-4000000.000,0.000,-4000000.000,1000000.000,-4000000.000,0.000,5000000.000,25000000.000,17000000.000,-14000000.000,-5000000.000
PartnersCapitalAccountDistributions,326000000.000,,,,388000000.000,,,,430000000.000,,,,372000000.000
PartnersCapitalAccountSaleOfUnits,,,,,,,,,,,,,1535000000.000
PartnersCapitalAccountUnitBasedCompensation,12000000.000,,,,9000000.000,,,,,,,,
PartnersCapitalOther,,,,,,,,,3000000.000,,,,4000000.000
PaymentsForProceedsFromOtherInvestingActivities,-1000000.000,,,,1000000.000,,,,1000000.000,,,,0.000
PaymentsOfDividendsMinorityInterest,309000000.000,,,,346000000.000,,,,375000000.000,,,,315000000.000
PaymentsToAcquireBusinessesAndInterestInAffiliates,,,,,,,,,85000000.000,,,,1254000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,64000000.000,,,,85000000.000,,,,
PaymentsToAcquireEquityMethodInvestments,26000000.000,,,,65000000.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,468000000.000,,,,441000000.000,,,,372000000.000,,,,275000000.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,148000000.000,,,,,,,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,,,,1535000000.000
ProceedsFromMinorityShareholders,,,,,1099000000.000,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,-1000000.000,,,,-2000000.000,,,,-1000000.000,,,,127000000.000
ProceedsFromRepaymentsOfCommercialPaper,-128000000.000,,,,-734000000.000,,,,-1211000000.000,,,,149000000.000
ProceedsFromRepaymentsOfSecuredDebt,,,,,23000000.000,,,,34000000.000,,,,0.000
ProceedsFromSaleOfProductiveAssets,2000000.000,,,,1000000.000,,,,246000000.000,,,,161000000.000
ProfitLoss,372000000.000,275000000.000,311000000.000,370000000.000,262000000.000,103000000.000,228000000.000,216000000.000,177000000.000,82000000.000,279000000.000,122000000.000,402000000.000
RepaymentsOfSeniorDebt,,,,,,,,,,,,,400000000.000
Revenues,11684000000.000,11195000000.000,11127000000.000,9458000000.000,5942000000.000,6663000000.000,5551000000.000,4996000000.000,4111000000.000,4950000000.000,5170000000.000,5951000000.000,6667000000.000
SalesRevenueNet,11684000000.000,11195000000.000,11127000000.000,9458000000.000,5942000000.000,6663000000.000,5551000000.000,4996000000.000,4111000000.000,4950000000.000,5170000000.000,5951000000.000,6667000000.000
ShareBasedCompensation,34000000.000,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,224000000.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,135000000.000,136000000.000,136000000.000,,212000000.000,,225000000.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,224000000.000,,,,,,,
