,2011-08-31,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29
AccumulatedDepreciationDepletionAndAmortizationReclassificationsOfPropertyPlantAndEquipment,,,,,,,,,,,,2573430.000,2530960.000,,2500513.000,2461333.000,2421371.000,
AmortizationOfFinancingCosts,,,15701.000,,,,10417.000,,,,3082.000,,,,,,,
CashPeriodIncreaseDecrease,,,27305.000,,,,-2337.000,,,,156.000,,,,-23522.000,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,1319.000,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,39136.000,-128675.000,-30857.000,-58229.000,-40325.000,-71810.000,-38746.000,-87696.000
CostOfGoodsSold,261524.000,280259.000,303091.000,248175.000,281663.000,201409.000,316968.000,322028.000,293252.000,332913.000,257947.000,237167.000,316180.000,266079.000,243719.000,260449.000,242403.000,253812.000
Depreciation,,,,,,,48775.000,,,,48040.000,,,,40555.000,,,
DepreciationDepletionAndAmortization,,,46264.000,46589.000,47436.000,47405.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.000,,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000,0.000
GainLossOnDispositionOfProperty,,,1917.000,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,547.000,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,-133012.000,,,,,,,,,,,,,,,
GrossProfit,288626.000,314191.000,349855.000,306344.000,335494.000,325639.000,360117.000,373146.000,334204.000,333210.000,350939.000,237169.000,283777.000,290097.000,267839.000,282602.000,257436.000,244996.000
IncomeLossFromContinuingOperations,-57617.000,-35025.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-57617.000,-35025.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.000,-0.000,,,,,-0.000,0.000,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,-48123.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-108097.000,,,,35068.000,,,,-27869.000,,,,46465.000,,,
IncreaseDecreaseInAccountsReceivable,,,24031.000,,,,-1068.000,,,,-51321.000,,,,-10852.000,,,
IncreaseDecreaseInDeferredCompensation,,,,58100.000,58100.000,,58100.000,58100.000,58100.000,58100.000,58100.000,,,,,,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,-4027.000,,,,-1968.000,,,,-1064.000,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,,,,,,,,,1500.000,,,
IncreaseDecreaseInInventories,,,42059.000,,,,-39723.000,,,,30222.000,,,,-11863.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,-19451.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherReceivables,,,15249.000,,,,13107.000,,,,-5836.000,,,,32460.000,,,
InterestExpense,40580.000,32590.000,32416.000,34789.000,32544.000,31495.000,33492.000,30811.000,28247.000,22501.000,22606.000,20830.000,24413.000,22511.000,22228.000,21699.000,19118.000,18165.000
InterestPaid,,,26046.000,,,,18298.000,,,,10133.000,,,,14162.000,,,
InvestmentIncomeInterest,2046.000,2676.000,3263.000,3473.000,3702.000,3628.000,3867.000,4103.000,4354.000,4714.000,5920.000,5501.000,6250.000,6683.000,6964.000,7835.000,7757.000,8150.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,18000.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,73648.000,,,,27563.000,,,,51862.000,,,,20600.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,73648.000,,,,27563.000,,,,51862.000,,,,20600.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-17392.000,,,,-31219.000,,,,-9075.000,,,,-56038.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-17392.000,,,,-31219.000,,,,-9075.000,,,,-56038.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-28951.000,,,,1319.000,,,,-42631.000,,,,11916.000,,,
