,2011-09-30,2011-12-31,2012-06-30,2012-09-30
AmortizationOfAcquisitionCosts,1275.000,1276.000,1276.000,1275.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-75097.000,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,-29900.000,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,738900.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-114808.000,-91339.000,-88834.000,-111229.000
IncomeLossFromEquityMethodInvestments,148111.000,130346.000,-29601.000,173343.000
InterestIncomeOperating,1061.000,959.000,663.000,241.000
NetCashProvidedByUsedInOperatingActivities,,,-75097.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-75097.000,
NetIncomeLoss,33303.000,39007.000,-118435.000,62114.000
NetIncomeLossAllocatedToGeneralPartners,333.000,390.000,-1184.000,621.000
NetIncomeLossAllocatedToLimitedPartners,32970.000,38617.000,-117251.000,61493.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.480,0.560,-1.700,0.890
Revenues,1061.000,959.000,18585.000,241.000
SalesRevenueNet,1061.000,959.000,18585.000,241.000
SellingGeneralAndAdministrativeExpense,32707.000,9136.000,21800.000,25852.000
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,,,0.990,
