,2011-09-30,2011-12-31,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-55000.000,,
CostOfGoodsAndServicesSold,1000.000,2000.000,1000.000
DepreciationAndAmortization,4000.000,,
EarningsPerShareBasicAndDiluted,-0.040,-0.040,-0.030
GainsLossesOnExtinguishmentOfDebt,70000.000,38000.000,461000.000
GeneralAndAdministrativeExpense,536000.000,494000.000,329000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-6132000.000,-6467000.000,-5800000.000
IncreaseDecreaseInAccountsPayable,-183000.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,1520000.000,,
IncreaseDecreaseInPrepaidExpense,-15000.000,,
InterestExpenseOther,1744000.000,1740000.000,1805000.000
InterestIncomeExpenseNonoperatingNet,-3527000.000,-3711000.000,-3802000.000
NetCashProvidedByUsedInFinancingActivities,946000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,946000.000,,
NetCashProvidedByUsedInInvestingActivities,-3000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3000.000,,
NetCashProvidedByUsedInOperatingActivities,-998000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-998000.000,,
NetIncomeLoss,-6132000.000,-6467000.000,-5800000.000
NonoperatingIncomeExpense,-5200000.000,-5413000.000,-5145000.000
OperatingExpenses,933000.000,1057000.000,657000.000
OperatingIncomeLoss,-932000.000,-1054000.000,-655000.000
OtherInterestAndDividendIncome,1000.000,,1000.000
PaymentsToAcquirePropertyPlantAndEquipment,3000.000,,
ProceedsFromIssuanceOfDebt,2950000.000,,
RepaymentsOfDebt,4000.000,,
ResearchAndDevelopmentExpense,396000.000,561000.000,327000.000
Revenues,1000.000,3000.000,2000.000
SalesRevenueNet,1000.000,3000.000,2000.000
ShareBasedCompensation,29000.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,1000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,166066000.000,166066000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,166066000.000
WeightedAverageNumberOfSharesOutstandingBasic,166066000.000,166066000.000,
