,2011-06-30,2011-09-30
AssetManagementCosts,6457.000,2281.000
CashAndCashEquivalentsPeriodIncreaseDecrease,14343.000,
GainLossOnSaleOfProperties,256001.000,28340.000
IncomeTaxesPaid,0.000,
IncreaseDecreaseInAccruedLiabilities,10000.000,
IncreaseDecreaseInDueToRelatedParties,-221737.000,
IncreaseDecreaseInPrepaidExpense,1569.000,
InvestmentIncomeInterest,2.000,3.000
NetCashProvidedByUsedInInvestingActivities,261073.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,261073.000,
NetCashProvidedByUsedInOperatingActivities,-246730.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-246730.000,
NetIncomeLoss,222577.000,17234.000
NetIncomeLossAllocatedToGeneralPartners,2226.000,172.000
NetIncomeLossAllocatedToLimitedPartners,220351.000,17062.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,30.000,2.000
OperatingExpenses,33426.000,12249.000
OperatingIncomeLoss,-33426.000,-11109.000
OtherCostAndExpenseOperating,1471.000,6526.000
ProceedsFromSaleOfEquityMethodInvestments,261073.000,
ProfessionalFees,25498.000,3442.000
RevenueFromRelatedParties,,1140.000
WeightedAverageLimitedPartnershipUnitsOutstanding,7446.000,7446.000
