,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-7000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,,,,,,,,-1000000.000,,,,-2000000.000,,,,-1000000.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,13000000.000,,,,8000000.000,,,,3000000.000,,,,4000000.000,,,,3000000.000,,,,2000000.000,,,,1000000.000,
AmortizationOfFinancingCostsAndDiscounts,12000000.000,,,,9000000.000,,,,16000000.000,,,,14000000.000,,,,9000000.000,,,,9000000.000,,,,10000000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,12100000.000,,28000000.000,,26000000.000,,28000000.000,30000000.000,29500000.000,-57600000.000,31000000.000,24000000.000,23800000.000,,17000000.000,16000000.000,15000000.000,-32300000.000,15000000.000,14900000.000,15200000.000,-30100000.000,15000000.000,
AssetImpairmentCharges,,,,,,,,,,25000000.000,24000000.000,,18000000.000,151000000.000,4000000.000,10000000.000,7000000.000,1000000.000,7000000.000,15000000.000,2000000.000,3000000.000,12000000.000,10000000.000,2000000.000,5000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-186000000.000,,,,-51000000.000,,,,-590000000.000,,,,-206000000.000,,,,123000000.000,,,,-333000000.000,,,,-231000000.000,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,,,,,,,,,,,,,30000000.000,,,,,,,,50000000.000,,,
ComprehensiveIncomeNetOfTax,,,,,-143000000.000,-220000000.000,46000000.000,-3074000000.000,-68000000.000,-331000000.000,-299000000.000,301000000.000,-285000000.000,-224000000.000,28000000.000,-577000000.000,-69000000.000,-58000000.000,-42000000.000,-353000000.000,-33000000.000,69000000.000,-10000000.000,-162000000.000,-39000000.000,-42000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,-24000000.000,78000000.000,-4000000.000,-154000000.000,-31000000.000,-37000000.000
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,,,,,1000000.000,1000000.000,1000000.000,,2000000.000,2000000.000,5000000.000,,,,,,,,,,,,,,,
CostOfGoodsSold,2199000000.000,2701000000.000,2930000000.000,3432000000.000,2698000000.000,2944000000.000,2876000000.000,3152000000.000,2286000000.000,2363000000.000,2547000000.000,2565000000.000,2014000000.000,2468000000.000,2417000000.000,2635000000.000,2045000000.000,2360000000.000,2172000000.000,2093000000.000,1466000000.000,1845000000.000,1757000000.000,1744000000.000,1370000000.000,1776000000.000
CostsAndExpenses,2720000000.000,3246000000.000,3569000000.000,4032000000.000,3266000000.000,3589000000.000,3409000000.000,3837000000.000,2720000000.000,2852000000.000,3075000000.000,3113000000.000,2460000000.000,3013000000.000,2825000000.000,3073000000.000,2449000000.000,2733000000.000,2552000000.000,2515000000.000,1793000000.000,2170000000.000,2102000000.000,2084000000.000,1716000000.000,2167000000.000
DefinedBenefitPlanBenefitsPaid,,,,,,,30000000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,,,,,,,,,,,,,,,,,22000000.000,24000000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,,,169000000.000,,,,117000000.000,,,,80000000.000,,,,89000000.000,
DefinedContributionPlanCostRecognized,,,,,10000000.000,14000000.000,8000000.000,9000000.000,7000000.000,8000000.000,8000000.000,4000000.000,8000000.000,7000000.000,6000000.000,6000000.000,9000000.000,8000000.000,7000000.000,5000000.000,7000000.000,8000000.000,7000000.000,7000000.000,6000000.000,9000000.000
DepreciationDepletionAndAmortization,,,84000000.000,,78000000.000,82000000.000,86000000.000,77000000.000,100000000.000,142000000.000,88000000.000,87000000.000,86000000.000,99000000.000,71000000.000,76000000.000,79000000.000,74000000.000,68000000.000,60000000.000,58000000.000,53000000.000,53000000.000,61000000.000,59000000.000,53000000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,0.000,-2000000.000,-2000000.000,0.000,-13000000.000,4000000.000,7000000.000,-4000000.000,4000000.000,-2000000.000,-5000000.000,2000000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,-2000000.000,,-4000000.000,1000000.000,-7000000.000,-1000000.000,-1000000.000,1000000.000,-6000000.000,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,,,,,,,13000000.000,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,-0.080,1.010,19.100,3.630,-2.190,-2.500,1.220,-40.090,-1.530,-4.650,-3.060,-1.930,-3.050,-3.650,-0.020,-0.880,-0.520,-0.780,-0.340,-0.610,-0.400,0.050,-0.420,-0.420,,
EarningsPerShareDiluted,-0.080,0.930,18.240,3.550,-2.190,-2.500,1.220,-40.090,-1.530,-4.650,-3.060,-1.930,-3.050,-3.650,-0.020,-0.880,-0.520,-0.780,-0.340,-0.610,-0.400,0.050,-0.420,-0.420,,
EffectOfExchangeRateOnCashAndCashEquivalents,3000000.000,,,,7000000.000,,,,-6000000.000,,,,-21000000.000,,,,-14000000.000,,,,3000000.000,,,,7000000.000,
FinancialServicesRevenue,50000000.000,57000000.000,47000000.000,46000000.000,44000000.000,43000000.000,42000000.000,39000000.000,39000000.000,39000000.000,41000000.000,39000000.000,39000000.000,38000000.000,38000000.000,38000000.000,36000000.000,35000000.000,37000000.000,37000000.000,35000000.000,33000000.000,34000000.000,33000000.000,34000000.000,33000000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,1000000.000,,,,,,,,,,,,,,,,,,,
