,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,696588.000,,,,544348.000,,,,7344.000,,,,68198.000,,,,-33164.000,,,,-168170.000,
GeneralAndAdministrativeExpense,,,,,23689.000,20933.000,42701.000,32432.000,25436.000,17324.000,49359.000,14807.000,15720.000,21119.000,25747.000,25675.000,15392.000,26586.000,55522.000,19858.000,19781.000,24077.000
IncomeLossFromEquityMethodInvestments,635795.000,0.000,310866.000,338168.000,156000.000,144450.000,376608.000,186787.000,85661.000,1562183.000,368493.000,315247.000,190.000,148085.000,316685.000,1655843.000,959753.000,21678.000,70700.000,266546.000,0.000,60105.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,,,-22500.000,
IncreaseDecreaseInDueToAffiliatesCurrent,222283.000,,,,201724.000,,,,-28508.000,,,,117735.000,,,,88552.000,,,,-63289.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,40000.000,,,,20000.000,,,,0.000,,,,0.000,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,0.000,,,,-340518.000,,,,0.000,,,,,,,,,,,,,
InterestIncomeOperating,1606.000,1234.000,638.000,340.000,412.000,335.000,285.000,282.000,267.000,415.000,318.000,263.000,280.000,271.000,440.000,471.000,412.000,514.000,235.000,213.000,233.000,256.000
ManagementFeeExpense,,,,,,,,,,,,,117735.000,117366.000,112650.000,93606.000,88552.000,78608.000,75779.000,66489.000,61920.000,60799.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,635795.000,,,,156000.000,,,,187186.000,,,,190.000,,,,0.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,635795.000,,,,156000.000,,,,187186.000,,,,190.000,,,,0.000,,,,,
NetCashProvidedByUsedInOperatingActivities,60793.000,,,,388348.000,,,,-179842.000,,,,68008.000,,,,-33164.000,,,,-168170.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,60793.000,,,,388348.000,,,,-179842.000,,,,68008.000,,,,-33164.000,,,,-168170.000,
NetIncomeLoss,434305.000,-293073.000,131324.000,123201.000,-17894.000,-114777.000,239691.000,14214.000,-65673.000,1441415.000,201106.000,188029.000,-49537.000,-82907.000,2722708.000,1558507.000,838037.000,-26950.000,15929.000,180256.000,-82381.000,454528.000
NetIncomeLossAllocatedToGeneralPartners,4343.000,-2932.000,1312.000,1235.000,-179.000,-1149.000,2397.000,144.000,-657.000,14414.000,2011.000,1879.000,-495.000,-829.000,27228.000,15584.000,8379.000,-270.000,159.000,1805.000,-824.000,4546.000
NetIncomeLossAllocatedToLimitedPartners,429962.000,-290141.000,130012.000,121966.000,-17715.000,-113628.000,237294.000,14070.000,-65016.000,1427001.000,199095.000,186150.000,-49042.000,-82078.000,2695480.000,1542923.000,829658.000,-26680.000,15770.000,178451.000,-81557.000,449982.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.020,-0.020,0.010,0.010,-0.000,-0.010,,,,,,,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,-0.000,0.080,0.010,0.000,-0.000,-0.000,0.140,0.080,0.040,-0.000,0.000,0.010,-0.000,0.020
OperatingExpenses,,,,,,,,,,,,,101679.000,233411.000,22277.000,98932.000,122128.000,176659.000,106318.000,88878.000,82615.000,140335.000
OtherIncome,12758.000,3035.000,1256.000,1206.000,19960.000,2431.000,1526.000,2922.000,29533.000,2789.000,0.000,3799.000,51672.000,2148.000,2427860.000,1125.000,0.000,127517.000,51312.000,2375.000,1.000,534502.000
PaymentForManagementFee,,,,,,,,,,,,,0.000,208531.000,2538753.000,1261000.000,0.000,1723570.000,161296.000,0.000,125209.000,0.000
ProceedsFromSaleOfEquityMethodInvestments,635795.000,,,,156000.000,,,,187186.000,,,,190.000,,,,0.000,,,,,
ProfessionalFees,2460.000,123939.000,8701.000,6325.000,2160.000,120013.000,1621.000,15036.000,27765.000,103845.000,5950.000,9262.000,25540.000,104947.000,6120.000,7782.000,23340.000,86598.000,6300.000,6300.000,18949.000,63470.000
Revenues,14364.000,4269.000,1894.000,1546.000,20372.000,2766.000,1811.000,3204.000,29800.000,3204.000,318.000,4062.000,51952.000,2419.000,2428300.000,1596.000,412.000,128031.000,51547.000,2588.000,234.000,534758.000
SalesRevenueNet,1606.000,1234.000,638.000,340.000,412.000,335.000,285.000,282.000,267.000,415.000,318.000,263.000,280.000,271.000,440.000,471.000,412.000,514.000,235.000,213.000,233.000,256.000
SellingGeneralAndAdministrativeExpense,16111.000,19545.000,45369.000,,,,,,,,,,,,,,,,,,,
