,2011-07-03,2011-10-02,2012-01-01,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28
Land,2221000.000,1919000.000,1919000.000,1900000.000,1900000.000,1900000.000,1900000.000,1900000.000,1900000.000,3980000.000,3980000.000,3980000.000,3980000.000,3898000.000
LettersOfCreditOutstandingAmount,,,,,,,3996000.000,,,,3996000.000,,,
LiabilitiesAndStockholdersEquity,354124000.000,354116000.000,293861000.000,286402000.000,277398000.000,268409000.000,259904000.000,255771000.000,249600000.000,507667000.000,480877000.000,473490000.000,470978000.000,463984000.000
LiabilitiesCurrent,75385000.000,80343000.000,83443000.000,88901000.000,80986000.000,79320000.000,74832000.000,117090000.000,73001000.000,135952000.000,125357000.000,127960000.000,128253000.000,135585000.000
LiabilitiesNoncurrent,228531000.000,222331000.000,309471000.000,295149000.000,288573000.000,277247000.000,311932000.000,259979000.000,295462000.000,506947000.000,466817000.000,463494000.000,465776000.000,456871000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,,43000000.000,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,,,,,,,125000000.000
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,,,,,,,,,36136000.000
LoansPayable,,,,,,,,,,220000.000,,,,
LongTermDebtAndCapitalLeaseObligations,40887000.000,47769000.000,60149000.000,56174000.000,58963000.000,54158000.000,49159000.000,4980000.000,46244000.000,266048000.000,263880000.000,268055000.000,279577000.000,287163000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,1456000.000,1304000.000,2470000.000,2332000.000,2249000.000,2327000.000,2361000.000,45957000.000,2792000.000,2913000.000,5589000.000,8125000.000,11527000.000,13877000.000
MachineryAndEquipmentGross,178309000.000,180079000.000,186547000.000,185696000.000,183094000.000,183023000.000,182830000.000,182090000.000,181188000.000,194472000.000,195645000.000,195703000.000,201152000.000,199503000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,17828000.000,,,,44510000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,7870000.000,,,,19344000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,609000.000,,,,2917000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,1297000.000,,,,3678000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,3553000.000,,,,5098000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,4499000.000,,,,9909000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,0.000,,,,3564000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,15677000.000,15127000.000,11090000.000,12870000.000,11214000.000,19811000.000,22008000.000,19726000.000,18718000.000,18875000.000
OtherAssetsNoncurrent,11028000.000,8296000.000,8584000.000,8800000.000,5840000.000,5982000.000,5773000.000,5424000.000,5384000.000,8718000.000,8768000.000,8504000.000,8400000.000,7714000.000
OtherIntangibleAssetsNet,,,,,,,,,,,,10859000.000,10280000.000,47224000.000
OtherLiabilitiesCurrent,21970000.000,22805000.000,21803000.000,20136000.000,45008000.000,45588000.000,43234000.000,42025000.000,38419000.000,76268000.000,68020000.000,61701000.000,56535000.000,59541000.000
OtherLiabilitiesNoncurrent,3198000.000,3684000.000,3586000.000,3670000.000,3454000.000,2828000.000,2624000.000,2608000.000,3009000.000,3333000.000,3203000.000,3099000.000,2823000.000,2745000.000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,4849000.000,,,,,,,,,,,,,
OtherReceivablesNetCurrent,,,,,,,6405000.000,,,,8037000.000,,,
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,,,2058000.000,2058000.000,2058000.000,2058000.000,1959000.000,1959000.000,1959000.000,1959000.000
PrepaidExpenseCurrent,10823000.000,10926000.000,9058000.000,10075000.000,10947000.000,10051000.000,9248000.000,10244000.000,10398000.000,16940000.000,14508000.000,15561000.000,17425000.000,19782000.000
PropertyPlantAndEquipmentGross,415179000.000,417404000.000,420352000.000,419200000.000,408730000.000,409210000.000,409471000.000,412604000.000,413187000.000,452538000.000,454855000.000,458403000.000,465865000.000,460426000.000
PropertyPlantAndEquipmentNet,70085000.000,70207000.000,73950000.000,69068000.000,63573000.000,60277000.000,58923000.000,58673000.000,56310000.000,94765000.000,93003000.000,90593000.000,93743000.000,92546000.000
PurchaseObligation,,,,,,,6437000.000,,,,4196000.000,,,
RealEstateHeldforsale,,,,,,,,,,,,,,632000.000
ReceivablesNetCurrent,,,,,,,104513000.000,,,,157567000.000,,,
RestructuringReserveCurrent,551000.000,521000.000,5660000.000,5129000.000,4626000.000,1455000.000,1371000.000,1432000.000,861000.000,9579000.000,7913000.000,6892000.000,6862000.000,5213000.000
RetainedEarningsAccumulatedDeficit,141688000.000,148609000.000,64924000.000,59812000.000,58686000.000,56070000.000,55861000.000,53811000.000,49101000.000,-152788000.000,-143716000.000,-150844000.000,-156641000.000,-162240000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,3908892.000,3633778.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,6.570,6.440,,,,,,,,
StockholdersEquity,50208000.000,51442000.000,-99053000.000,-97648000.000,-92161000.000,-88158000.000,-126860000.000,-121298000.000,-118863000.000,-135232000.000,-111297000.000,-117964000.000,-123051000.000,-128472000.000
TaxesPayableCurrent,,,,,,,,,,,,,,6335000.000
TreasuryStockShares,2014320.000,2014320.000,2014320.000,2021047.000,2021047.000,2021047.000,2021000.000,2021000.000,2021000.000,2021000.000,2021000.000,2039000.000,2039000.000,2040000.000
TreasuryStockValue,50225000.000,50225000.000,50225000.000,50236000.000,50236000.000,50236000.000,50236000.000,50236000.000,50236000.000,50236000.000,50236000.000,50384000.000,50384000.000,50392000.000
UnrecognizedTaxBenefits,,,,,,,1629000.000,,,,1592000.000,,,
