,2011-07-03,2011-10-02,2012-01-01,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28
AccountsAndOtherReceivablesNetCurrent,,,113403000.000,107532000.000,108893000.000,106519000.000,104513000.000,99768000.000,99423000.000,155019000.000,157567000.000,154230000.000,150094000.000,146399000.000
AccountsNotesAndLoansReceivableNetCurrent,110144000.000,109811000.000,,,,,,,,,,,,
AccountsPayableCurrent,36764000.000,34940000.000,32259000.000,38921000.000,33729000.000,31405000.000,29237000.000,29108000.000,31790000.000,56771000.000,51748000.000,58134000.000,60191000.000,62167000.000
AccountsReceivableGrossCurrent,,,,,,,100420000.000,,,,152155000.000,,,
AccountsReceivableNetCurrent,,,,,,,98108000.000,,,,149530000.000,,,
AccruedEnvironmentalLossContingenciesNoncurrent,3734000.000,3661000.000,3753000.000,3688000.000,3643000.000,4164000.000,3986000.000,3697000.000,3892000.000,3923000.000,3786000.000,3788000.000,3744000.000,3854000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,345094000.000,347197000.000,346402000.000,350132000.000,345157000.000,348933000.000,350548000.000,353931000.000,356877000.000,357773000.000,361852000.000,367810000.000,372122000.000,368512000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-192000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-136861000.000,-143077000.000,-210173000.000,-204353000.000,-198330000.000,-192423000.000,-231618000.000,-224474000.000,-217838000.000,-39481000.000,-25233000.000,-25307000.000,-25260000.000,-25740000.000
AdditionalPaidInCapitalCommonStock,64519000.000,65032000.000,65307000.000,65968000.000,66466000.000,67178000.000,67880000.000,68000000.000,92159000.000,99321000.000,97290000.000,97922000.000,98575000.000,99238000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,3388000.000,3063000.000,2791000.000,2312000.000,2227000.000,2270000.000,2925000.000,2625000.000,3027000.000,3193000.000,3465000.000
Assets,354124000.000,354116000.000,293861000.000,286402000.000,277398000.000,268409000.000,259904000.000,255771000.000,249600000.000,507667000.000,480877000.000,473490000.000,470978000.000,463984000.000
AssetsCurrent,164701000.000,163056000.000,172852000.000,170337000.000,170060000.000,164497000.000,159054000.000,155793000.000,152232000.000,240758000.000,236356000.000,234178000.000,231143000.000,228583000.000
AssetsHeldForSaleLongLived,,324000.000,,,,,,,,,,,,
AssetsNoncurrent,,,,,,,,,,,,,,235401000.000
BuildingsAndImprovementsGross,65137000.000,65058000.000,65111000.000,65209000.000,65128000.000,65167000.000,65259000.000,65370000.000,64791000.000,77559000.000,76791000.000,76369000.000,76235000.000,72425000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,453000.000,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,299000.000,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,9042000.000,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,6509000.000,,,
CapitalLeaseObligations,,,,,,,,,,6741000.000,,,,
CapitalizedComputerSoftwareNet,,,,,,,9462000.000,,,,18217000.000,,,
CashAndCashEquivalentsAtCarryingValue,554000.000,514000.000,1569000.000,1534000.000,756000.000,1175000.000,1012000.000,1063000.000,481000.000,2804000.000,2342000.000,3081000.000,3027000.000,1210000.000
ConstructionInProgressGross,5309000.000,2799000.000,1758000.000,1349000.000,587000.000,1354000.000,2886000.000,5465000.000,7403000.000,5569000.000,6060000.000,9252000.000,9832000.000,12451000.000
DebtAndCapitalLeaseObligations,,,,,,,51520000.000,,,,269469000.000,,,
DebtCurrent,,,,,,,,,,-2913000.000,,,,
DebtLongtermAndShorttermCombinedAmount,,,,,,,,,,268961000.000,,276180000.000,291104000.000,301040000.000
DeferredCompensationCashbasedArrangementsLiabilityClassifiedNoncurrent,6363000.000,5514000.000,5777000.000,4240000.000,3463000.000,3567000.000,3498000.000,3345000.000,2907000.000,3068000.000,3169000.000,3021000.000,3151000.000,3088000.000
DeferredRevenue,,,,,4530000.000,6205000.000,6020000.000,5198000.000,4820000.000,7304000.000,7143000.000,6451000.000,5720000.000,7538000.000
DeferredRevenueCurrent,2297000.000,5844000.000,5345000.000,4779000.000,,,,,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,19289000.000,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,4383000.000,,,
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,8483000.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,145135000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,21056000.000,,,,7728000.000,,,
DeferredTaxAssetsNetCurrent,11991000.000,11991000.000,,,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,99574000.000,97482000.000,23996000.000,23991000.000,23991000.000,23991000.000,22765000.000,22765000.000,22765000.000,22765000.000,9306000.000,9311000.000,9311000.000,9283000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,38745000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,1541000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,2102000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,,,,,73517000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,1026000.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,6343000.000,,,,10061000.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,136288000.000,,,,135829000.000,,,
DeferredTaxLiabilitiesCurrent,,,2887000.000,2887000.000,2887000.000,2881000.000,1709000.000,,,,1578000.000,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,,,,,694000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,-187000.000,,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,169500000.000,161703000.000,236206000.000,227377000.000,219050000.000,212530000.000,252665000.000,245349000.000,239410000.000,230575000.000,192779000.000,185531000.000,176481000.000,160021000.000
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,,,-231426000.000,,,,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditAfterTax,,,,,,,0.000,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,13019000.000,14717000.000,,15696000.000,13996000.000,13309000.000,12364000.000,21895000.000,13876000.000,11036000.000,7351000.000,11337000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,2472000.000,,,,7335000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,960000.000,,,,10110000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,809000.000,,,,8767000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,809000.000,,,,8966000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,817000.000,,,,8966000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,829000.000,,,,9637000.000,,,
FiniteLivedIntangibleAssetsGross,,,,,,,8405000.000,,,,62145000.000,,,
Goodwill,6557000.000,7456000.000,7456000.000,7456000.000,7456000.000,7456000.000,7456000.000,7456000.000,7456000.000,83192000.000,78634000.000,78634000.000,78634000.000,78634000.000
IntangibleAssetsNetExcludingGoodwill,2179000.000,7295000.000,7023000.000,6750000.000,6478000.000,6206000.000,5933000.000,5660000.000,5453000.000,57469000.000,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,36915000.000,,,,52590000.000,,,
InventoryNet,31189000.000,29814000.000,48822000.000,51196000.000,49464000.000,46752000.000,44281000.000,44718000.000,41930000.000,65995000.000,61939000.000,61306000.000,60597000.000,61192000.000
InventoryRawMaterialsAndSuppliesNetOfReserves,,,,,,,5554000.000,,,,6489000.000,,,
InventoryWorkInProcessNetOfReserves,,,,,,,1812000.000,,,,2860000.000,,,
