,2011-07-30,2011-10-29,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03
AmortizationOfFinancingCosts,,,4000000.000,,,2000000.000,,,,2000000.000
ComprehensiveIncomeNetOfTax,,,55000000.000,11000000.000,36000000.000,46000000.000,19000000.000,58000000.000,135000000.000,55000000.000
CostOfMerchandiseSalesBuyingAndOccupancyCosts,,594000000.000,566000000.000,553000000.000,611000000.000,586000000.000,567000000.000,665000000.000,930000000.000,623000000.000
DepreciationDepletionAndAmortization,,,24000000.000,,25000000.000,25000000.000,,24000000.000,,27000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.401,0.357,0.382,0.310,0.356,,0.429
GainsLossesOnExtinguishmentOfDebt,-4000000.000,-1000000.000,,,-3000000.000,-7000000.000,,,,
GrossProfit,328000000.000,402000000.000,412000000.000,339000000.000,403000000.000,407000000.000,337000000.000,453000000.000,625000000.000,429000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,16000000.000,51000000.000,83000000.000,21000000.000,56000000.000,76000000.000,29000000.000,90000000.000,217000000.000,98000000.000
IncomeTaxExpenseBenefit,6000000.000,19000000.000,30000000.000,8000000.000,20000000.000,29000000.000,9000000.000,32000000.000,78000000.000,42000000.000
IncomeTaxesPaidNet,,,24000000.000,,,44000000.000,,,,36000000.000
IncreaseDecreaseInAccountsPayable,,,-15000000.000,,,-14000000.000,,,,-45000000.000
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,-5000000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,5000000.000,,,-15000000.000,,,,
IncreaseDecreaseInInterestPayableNet,,,37000000.000,,,-30000000.000,,,,-16000000.000
IncreaseDecreaseInInventories,,,34000000.000,,,-23000000.000,,,,28000000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,-4000000.000,,,,-3000000.000
IncreaseDecreaseInOutstandingChecksFinancingActivities,,,-9000000.000,,,-19000000.000,,,,-12000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-3000000.000,,,-1000000.000,,,,-1000000.000
InterestExpense,61000000.000,62000000.000,66000000.000,61000000.000,60000000.000,47000000.000,45000000.000,45000000.000,46000000.000,41000000.000
InterestPaid,,,25000000.000,,,75000000.000,,,,56000000.000
LossContingencyAccrualProvision,,,,,,,,,,0.000
NetCashProvidedByUsedInContinuingOperations,,,14000000.000,,,-1000000.000,,,,-122000000.000
NetCashProvidedByUsedInFinancingActivities,,,-9000000.000,,,19000000.000,,,,-49000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-9000000.000,,,19000000.000,,,,-49000000.000
NetCashProvidedByUsedInInvestingActivities,,,-18000000.000,,,-22000000.000,,,,-31000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-18000000.000,,,-22000000.000,,,,-31000000.000
NetCashProvidedByUsedInOperatingActivities,,,41000000.000,,,2000000.000,,,,-42000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,41000000.000,,,2000000.000,,,,-42000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,32000000.000,53000000.000,13000000.000,36000000.000,47000000.000,20000000.000,58000000.000,139000000.000,56000000.000
OperatingIncomeLoss,82000000.000,118000000.000,148000000.000,82000000.000,119000000.000,130000000.000,75000000.000,135000000.000,271000000.000,139000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,1000000.000,-1000000.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,2000000.000,-2000000.000,,,-2000000.000,,,-1000000.000
OtherNonoperatingIncomeExpense,-1000000.000,-4000000.000,1000000.000,,,,-1000000.000,,,
PaymentsForRepurchaseOfCommonStock,,,2000000.000,,,,,,,
PaymentsOfDividends,,,,,,,,,,30000000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,18000000.000,,,22000000.000,,,,31000000.000
PreOpeningCosts,1000000.000,2000000.000,1000000.000,1000000.000,3000000.000,2000000.000,1000000.000,2000000.000,0.000,1000000.000
ProceedsFromLinesOfCredit,,,,,,306000000.000,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,-20000000.000,,,,-3000000.000
ProceedsFromRepaymentsOfDebt,,,,,,,,,,-4000000.000
ProceedsFromRepaymentsOfShortTermDebt,,,,,,39000000.000,,,,
ProceedsFromStockOptionsExercised,,,2000000.000,,,,,,,
ProfitLoss,10000000.000,,,,,,,,,
ReductionOfShortTermCapitalLeaseObligations,,,,,,1000000.000,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,4000000.000,3000000.000,3000000.000,4000000.000,3000000.000,4000000.000,3000000.000,3000000.000,4000000.000,3000000.000
RepaymentsOfLinesOfCredit,,,,,,125000000.000,,,,
RepaymentsOfSeniorDebt,,,,,,,,,,4000000.000
SalesRevenueGoodsNet,857000000.000,996000000.000,978000000.000,892000000.000,1014000000.000,993000000.000,904000000.000,1118000000.000,1555000000.000,1052000000.000
SellingGeneralAndAdministrativeExpense,241000000.000,279000000.000,260000000.000,252000000.000,278000000.000,271000000.000,258000000.000,309000000.000,331000000.000,282000000.000
ShareBasedCompensation,,,1000000.000,,,-1000000.000,,,,4000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation,,,,,,,,,,1000000.000
