,2011-09-30
Depreciation,917000.000
DistributionsPerLimitedPartnershipUnitOutstanding,0.000
GainLossOnSaleOfProperties,0.000
GeneralAndAdministrativeExpense,51000.000
IncomeLossFromContinuingOperations,-543000.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-47000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.000
IncomeLossFromExtraordinaryItemsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.000
InterestExpenseBorrowings,492000.000
NetIncomeLoss,-590000.000
NetIncomeLossAllocatedToGeneralPartners,-6000.000
NetIncomeLossAllocatedToLimitedPartners,0.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-1.530
OperatingExpenses,716000.000
OtherIncome,273000.000
RealEstateRevenueNet,1427000.000
RealEstateTaxExpense,67000.000
Revenues,1700000.000
SalesRevenueNet,1427000.000
