,2013-11-30,2014-11-30,2015-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,485859.000,
AllocatedShareBasedCompensationExpense,,,,7725000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,646500.000,8595482.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-15971.000,,4436560.000,4377668.000
DebtConversionConvertedInstrumentSharesIssued1,,,3624400.000,
DebtConversionOriginalDebtAmount1,,,1126000.000,
DeferredFederalIncomeTaxExpenseBenefit,-19239.000,-18330.000,,
DeferredIncomeTaxExpenseBenefit,-19239.000,-18330.000,,
Depreciation,,,4292.000,4281.000
DerivativeGainLossOnDerivativeNet,,,376300.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.150,-0.180
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-0.389,-0.367
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,-0.054
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,-0.128,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,,,0.018,0.008
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.079,
GeneralAndAdministrativeExpense,17560.000,14653.000,4775806.000,9095194.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-56586.000,-53913.000,-11726818.000,-15206781.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,19239.000,18330.000,,
IncomeTaxesPaidNet,,,675.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,9114.000,-3757.000,278390.000,1271550.000
IncreaseDecreaseInDueToOfficersAndStockholders,31501.000,57670.000,,
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,31501.000,57670.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-109421.000,2264.000
InterestExpense,,,3503301.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,825000.000,350250.000
NetCashProvidedByUsedInFinancingActivities,31501.000,57670.000,11046716.000,10238795.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,31501.000,57670.000,11046716.000,10238795.000
NetCashProvidedByUsedInOperatingActivities,-47472.000,-57670.000,-6610156.000,-5861127.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-47472.000,-57670.000,-6610156.000,-5861127.000
NetIncomeLoss,-56586.000,-53913.000,-11726818.000,-15206781.000
NonoperatingIncomeExpense,,,376255.000,
OperatingExpenses,56586.000,53913.000,8599772.000,15206781.000
OperatingIncomeLoss,,,-8599772.000,-15206781.000
ProceedsFromIssuanceOfPrivatePlacement,,,7230950.000,10470895.000
ProceedsFromNotesPayable,,,960000.000,
ProfessionalFees,39026.000,39260.000,,
ProfitLoss,,,-11726818.000,-15206781.000
ResearchAndDevelopmentExpense,,,3823966.000,6111587.000
SaleOfStockConsiderationReceivedOnTransaction,,,,9200000.000
ShareBasedCompensation,,,325000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,355556.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,10.020
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,4045000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,5.340
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,6.190
StockIssuedDuringPeriodValueIssuedForServices,,,825000.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,,325000.000,7721837.000
StockholdersEquityNoteStockSplitConversionRatio1,,4.333,,
StockholdersEquityOther,,,2500000.000,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,285688.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,3246868.000,5214621.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,12000000.000,52000800.000,77848850.000,84454587.000
