,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,100000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,400000.000,,,,300000.000,,,,400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,1200000.000,1300000.000,1300000.000,-2500000.000,1300000.000
AssetImpairmentCharges,,,,,,,,,,,,,,600000.000,,,,0.000,,,,
CapitalLeaseObligationsIncurred,,-95000.000,,,,0.000,,,,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,13733000.000,,,,-16000000.000,,,,-21700000.000,,,,-32100000.000,,,,-51900000.000,,,,-5200000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,-100000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,0.000,,,,,,,,,,,,-15800000.000,,,,-1500000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,,,,,,0.050
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,0.050,,
ComprehensiveIncomeNetOfTax,,11132000.000,-6145000.000,17840000.000,-26127000.000,-13900000.000,-6500000.000,-4600000.000,-17600000.000,-2600000.000,-4000000.000,-9200000.000,-32800000.000,-33600000.000,-24900000.000,-12900000.000,-35300000.000,-15800000.000,-10100000.000,-5700000.000,-5900000.000,-17800000.000
CostOfGoodsAndServicesSold,769842000.000,782924000.000,,,,,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,731504000.000,727276000.000,,758100000.000,688700000.000,674100000.000,744700000.000,745500000.000,707800000.000,707900000.000,788400000.000,678000000.000,628500000.000,598700000.000,-393200000.000,346400000.000,339300000.000,336700000.000,333000000.000,231700000.000
DeferredIncomeTaxExpenseBenefit,,-309000.000,,,,-500000.000,,,,-400000.000,,,,500000.000,,,,0.000,,,,
DepreciationDepletionAndAmortization,,4453000.000,,,,4300000.000,,,,4200000.000,,,,3800000.000,,,,2000000.000,,,,1400000.000
