,2011-09-30,2011-12-31
DepreciationAndAmortization,546246.000,1118746.000
DirectTaxesAndLicensesCosts,264501.000,45336.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,-5893686.000
EarningsPerShareBasicAndDiluted,-0.040,-0.170
FuelCosts,4018311.000,1683176.000
GeneralAndAdministrativeExpense,1158311.000,601233.000
GeneralInsuranceExpense,130478.000,281144.000
IncomeLossFromContinuingOperations,-56039.000,-903611.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,3804.000,-9675.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-1401659.000,-6729865.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.030,-0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.010,-0.150
InterestExpense,-1196127.000,289054.000
InterestExpenseRelatedParty,-136815.000,
LaborAndRelatedExpense,3795945.000,1295661.000
NetIncomeLoss,-1397855.000,-6720190.000
NonoperatingIncomeExpense,-1345620.000,67432.000
OperatingExpenses,11844545.000,6024849.000
OtherNonoperatingIncomeExpense,-220614.000,329649.000
Revenues,11788506.000,5121238.000
SalesRevenueNet,11788506.000,5121238.000
UnrealizedGainLossOnDerivatives,207936.000,26837.000
