,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-230859.000,,,,119549.000,,,,82323.000,,,,-40605.000,,,,199808.000,,,,164652.000
BusinessCombinationAcquisitionRelatedCosts,,22087.000,122.000,29133.000,2361.000,0.000,0.000,0.000,0.000,,,,,,,,,47254.000,648.000,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,282475.000,,,,23511.000,,,,187026.000,,,,534589.000,,,,-1691067.000,,,,84509.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,162133.000,1069088.000,1117159.000,14100.000,0.000,0.000,0.000,0.000,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,28625.000,7939.000,-7618.000,95.000,0.000,0.000,0.000,0.000,,,,,
ContributionOfProperty,,,,,,,,,,,,,,1231125.000,,,,0.000,,,,
CostsAndExpensesRelatedParty,63883.000,61144.000,60700.000,60638.000,56617.000,58996.000,55553.000,55431.000,51988.000,56787.000,64196.000,56343.000,55516.000,59162.000,62454.000,57294.000,48173.000,46220.000,46233.000,42023.000,40617.000,48256.000
DepreciationAndAmortization,,92015.000,97798.000,105419.000,76100.000,100021.000,90251.000,76702.000,39830.000,76700.000,76700.000,76700.000,81474.000,86148.000,86148.000,86148.000,83739.000,95453.000,99043.000,99043.000,99043.000,99043.000
DepreciationAndAmortizationDiscontinuedOperations,,,0.000,0.000,,0.000,9769.000,13552.000,36874.000,0.000,0.000,0.000,0.000,,,,,,,,,
DepreciationNonproduction,88523.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,0.000,0.000,,0.000,0.000,504826.000,19514.000,63797.000,415314.000,215696.000,14100.000,0.000,0.000,0.000,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,0.000,452534.000,-4708.000,0.000,-338090.000,32927.000,40718.000,205923.000,-16087.000,92422.000,423253.000,208078.000,14195.000,0.000,0.000,0.000,0.000,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,4708.000,0.000,,246.000,587.000,9215.000,34241.000,-5123.000,9205.000,-7905.000,-18315.000,0.000,0.000,0.000,0.000,,,,,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,0.000,0.000,,33173.000,51074.000,46732.000,120514.000,33748.000,17144.000,287.000,0.000,0.000,0.000,0.000,0.000,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,-342425.000,,,,299696.000,,,,,,,,,,,,,,,,
