,2011-09-30
Depreciation,1095000.000
DistributionsPerLimitedPartnershipUnitOutstanding,0.000
GainsLossesOnExtinguishmentOfDebt,0.000
GeneralAndAdministrativeExpense,76000.000
InterestExpenseBorrowings,1371000.000
NetIncomeLoss,-480000.000
NetIncomeLossAllocatedToGeneralPartners,-5000.000
NetIncomeLossAllocatedToLimitedPartners,-475000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-10.620
OperatingExpenses,1454000.000
OtherIncome,456000.000
RealEstateRevenueNet,3521000.000
RealEstateTaxExpense,461000.000
Revenues,3977000.000
SalesRevenueNet,3521000.000
