,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,11072000.000,12504000.000,13435000.000,11792000.000,11383000.000,14667000.000,15230000.000,15081000.000,16476000.000,19460000.000,20045000.000,18281000.000,17187000.000,19375000.000,20019000.000,19503000.000,18270000.000,19238000.000,18005000.000,17235000.000,25656000.000,26634000.000,33719000.000,27711000.000,31477000.000,37481000.000
AccountsReceivableNetCurrent,137408000.000,128859000.000,152250000.000,144502000.000,136090000.000,126579000.000,137358000.000,153544000.000,164870000.000,161508000.000,182177000.000,199247000.000,190982000.000,175986000.000,202387000.000,211718000.000,201486000.000,188543000.000,199533000.000,230442000.000,330687000.000,315975000.000,341984000.000,360788000.000,343105000.000,345314000.000
AccruedIncomeTaxesCurrent,11786000.000,4674000.000,4369000.000,6744000.000,7303000.000,8720000.000,4631000.000,5118000.000,5576000.000,5502000.000,7477000.000,9251000.000,12879000.000,13014000.000,8043000.000,8240000.000,8011000.000,3813000.000,1819000.000,5082000.000,2612000.000,8396000.000,4351000.000,3015000.000,7570000.000,4526000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,98603000.000,,,,120324000.000,,,,131935000.000,,,,142855000.000,,,,158363000.000,,,,168557000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,88000.000,-54000.000,-7000.000,36000.000,63000.000,53000.000,26000.000,46000.000,-11000.000,13000.000,19000.000,14000.000,8000.000,12000.000,7000.000,4000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,-578000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,10014000.000,10014000.000,10014000.000,15658000.000,15658000.000,15658000.000,15658000.000,20236000.000,20236000.000,20236000.000,20236000.000,18006000.000,17519000.000,17052000.000,16586000.000,19708000.000,19261000.000,18813000.000,18366000.000,21572000.000,21110000.000,20645000.000,20180000.000,15127000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,34812000.000,28645000.000,20672000.000,22813000.000,12954000.000,19441000.000,22771000.000,17559000.000,14533000.000,18901000.000,9175000.000,15604000.000,11924000.000,-631000.000,-27168000.000,-20919000.000,-36551000.000,-37902000.000,-49349000.000,-36339000.000,-49467000.000,-54598000.000,-55919000.000,-55359000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,16701000.000,25660000.000,24886000.000,18577000.000,10651000.000,7191000.000,-2641000.000,3836000.000,7139000.000,-2631000.000,-5714000.000,-1322000.000,-11042000.000,-2388000.000,-5587000.000,-17671000.000,-43747000.000,-40623000.000,-55812000.000,-56715000.000,-67715000.000,-57911000.000,-70577000.000,-75243000.000,-76099000.000,-71064000.000
AllowanceForDoubtfulAccountsReceivableCurrent,9081000.000,9977000.000,10853000.000,11032000.000,11023000.000,9437000.000,9599000.000,9623000.000,11027000.000,9097000.000,8978000.000,9775000.000,10125000.000,9513000.000,10371000.000,10327000.000,10589000.000,9958000.000,10344000.000,11291000.000,11775000.000,11292000.000,12674000.000,12901000.000,14025000.000,15455000.000
Assets,907517000.000,971680000.000,912768000.000,936627000.000,952084000.000,1014689000.000,930974000.000,983875000.000,1063390000.000,1115229000.000,1048192000.000,1100446000.000,1152833000.000,1233666000.000,1167438000.000,1207903000.000,1232536000.000,1317801000.000,1222544000.000,1272188000.000,1873300000.000,1898600000.000,1925363000.000,1950073000.000,1996551000.000,2062898000.000
AssetsCurrent,394674000.000,441597000.000,378649000.000,410702000.000,451316000.000,500067000.000,413446000.000,428836000.000,415830000.000,447100000.000,385527000.000,428800000.000,485773000.000,561954000.000,503995000.000,536759000.000,576873000.000,640985000.000,542875000.000,574251000.000,622853000.000,664274000.000,671400000.000,715356000.000,774389000.000,843674000.000
AssetsFairValueDisclosure,,,173527000.000,182797000.000,205838000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,45098000.000,47509000.000,53708000.000,53558000.000,45402000.000,45082000.000,41304000.000,43915000.000,18322000.000,14322000.000,14297000.000,18352000.000,,,,,,,,,,,,
