,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AdjustmentForAmortization,0.000,0.000,0.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,187170.000,,,,56700.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-59506.000,-131585.000,-51954.000,-30456.000,-54477.000,-270343.000
IncomeLossFromEquityMethodInvestments,-30956.000,-34280.000,-68188.000,16810.000,-15034.000,6093.000
IncreaseDecreaseDueFromAffiliates,0.000,,,,,
IncreaseDecreaseInDueToAffiliates,0.000,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,60309.000,,,,26664.000,
InvestmentIncomeInterest,44.000,54.000,90.000,79.000,82.000,92.000
NetCashProvidedByUsedInInvestingActivities,208526.000,,,,98187.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,208526.000,,,,98187.000,
NetCashProvidedByUsedInOperatingActivities,-21356.000,,,,-41487.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-21356.000,,,,-41487.000,
NetIncomeLoss,95905.000,-28750.000,-66699.000,-9845.000,15002.000,486306.000
NetIncomeLossAllocatedToGeneralPartners,11118.000,26216.000,-151.000,-76.000,7699.000,5626.000
NetIncomeLossAllocatedToLimitedPartners,84787.000,-54966.000,-66548.000,-9769.000,7303.000,480680.000
OperatingExpenses,81709.000,144097.000,65872.000,56486.000,68233.000,301310.000
OtherGeneralAndAdministrativeExpense,22747.000,89203.000,15779.000,29290.000,20807.000,256383.000
PartnersCapitalAccountDistributions,-186323.000,,,,84431.000,
Revenues,22203.000,12512.000,13918.000,26030.000,13756.000,30967.000
SalesRevenueNet,22203.000,12512.000,13918.000,26030.000,13756.000,30967.000
