,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,18492000.000,8189000.000,12390000.000,8099000.000
AccountsReceivableNetCurrent,15675000.000,13496000.000,26650000.000,13571000.000
AccruedIncomeTaxes,8146000.000,5698000.000,12237000.000,13587000.000
AccruedInvestmentIncomeReceivable,,,13807000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-22693000.000,-41369000.000,-47093000.000,-31150000.000
AdditionalPaidInCapitalCommonStock,165324000.000,162011000.000,160250000.000,154517000.000
Assets,3128634000.000,2989574000.000,2940085000.000,2935745000.000
AvailableForSaleSecuritiesEquitySecurities,,,2355000.000,
AvailableForSaleSecuritiesFairValueDisclosure,,,2644239000.000,
CashEquivalentsAtCarryingValue,100298000.000,110697000.000,74498000.000,95198000.000
CommonStockParOrStatedValuePerShare,10.000,10.000,10.000,10.000
CommonStockSharesAuthorized,150000.000,150000.000,150000.000,150000.000
CommonStockSharesIssued,150000.000,150000.000,150000.000,150000.000
CommonStockValue,1500000.000,1500000.000,1500000.000,1500000.000
DeferredTaxAssetsLiabilitiesNet,44996000.000,53205000.000,59218000.000,52575000.000
DueToRelatedPartiesCurrentAndNoncurrent,,,142000.000,
Liabilities,2984488000.000,2867417000.000,2825413000.000,2810863000.000
LiabilitiesAndStockholdersEquity,3128634000.000,2989574000.000,2940085000.000,2935745000.000
LoansAndLeasesReceivableAllowance,,,6739000.000,
LoansAndLeasesReceivableNetReportedAmount,,,169828000.000,
LoansReceivableFairValueDisclosure,,,174545000.000,
MarketableSecuritiesFixedMaturities,,,2568896000.000,
OtherLiabilities,,,7319000.000,
OtherReceivables,,,37000.000,
PayablesToBrokerDealersAndClearingOrganizations,11016000.000,19805000.000,11000.000,
RealEstateAcquiredThroughForeclosure,,,1749000.000,
ReceivablesFromBrokersDealersAndClearingOrganizations,,,12806000.000,
RetainedEarningsAccumulatedDeficit,15000.000,15000.000,,15000.000
RetainedEarningsAppropriated,,,15000.000,
StockholdersEquity,,122157000.000,114672000.000,124882000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,144146000.000,122157000.000,114672000.000,124882000.000
