,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
Assets,876300000.000,876300000.000,876300000.000,876300000.000,892248000.000,892249000.000,876300000.000,892249000.000,892248000.000,876300000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000
CommonStockSharesIssued,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000
CommonStockSharesOutstanding,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000,1052000.000
CommonStockValue,26300000.000,26300000.000,26300000.000,26300000.000,26300000.000,26300000.000,26300000.000,26300000.000,26300000.000,26300000.000
GeneralPartnersContributedCapital,,,,,,,155000000.000,,,
InterestReceivable,,,,,15948000.000,15949000.000,,15949000.000,15948000.000,
InvestmentsFairValueDisclosure,,,,,,,1000000000.000,1107000000.000,989000000.000,887000000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000
LiabilitiesAndStockholdersEquity,,,,,892248000.000,892249000.000,,892249000.000,892248000.000,
PreferredStockLiquidationPreference,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000
PreferredStockRedemptionPricePerShare,,,,,,,25.000,,,
PreferredStockSharesAuthorized,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000
PreferredStockSharesIssued,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000
PreferredStockSharesOutstanding,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000
PreferredStockValue,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000
StockholdersEquity,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000,876300000.000
