,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30
AccrualForTaxesOtherThanIncomeTaxesCurrent,6276000.000,6702000.000,5668000.000,5713000.000,5778000.000,6492000.000,5271000.000,5251000.000,5314000.000,6026000.000,4831000.000,4992000.000,5015000.000,5693000.000,4538000.000,4658000.000,4847000.000,5536000.000,4679000.000,4756000.000,5074000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,218515000.000,,222718000.000,225395000.000,227967000.000,,233111000.000,235680000.000
Assets,479310000.000,494773000.000,477680000.000,498882000.000,479234000.000,497816000.000,490165000.000,518551000.000,506113000.000,525039000.000,504144000.000,532794000.000,516171000.000,527981000.000,513925000.000,541290000.000,519546000.000,537324000.000,526916000.000,542815000.000,534330000.000
AssetsCurrent,16658000.000,32816000.000,16458000.000,38657000.000,19933000.000,39570000.000,34093000.000,65454000.000,55904000.000,75284000.000,54843000.000,83965000.000,72768000.000,84959000.000,71284000.000,103178000.000,84036000.000,104313000.000,96404000.000,120375000.000,113233000.000
BuildingsAndImprovementsGross,,,,,,,,,267383000.000,267383000.000,267383000.000,267383000.000,264695000.000,264695000.000,264695000.000,262786000.000,262786000.000,262786000.000,262786000.000,262786000.000,262786000.000
Cash,10037000.000,25608000.000,9609000.000,31804000.000,13067000.000,31962000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,27658000.000,53179000.000,50100000.000,68804000.000,49178000.000,78374000.000,64103000.000,78522000.000,66398000.000,98025000.000,78466000.000,98288000.000,91362000.000,115313000.000,108256000.000
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,6000000.000,5000000.000
DeferredFinanceCostsNoncurrentNet,22862000.000,21958000.000,21055000.000,20151000.000,19248000.000,18345000.000,17372000.000,16469000.000,15565000.000,14662000.000,13758000.000,12855000.000,11952000.000,11048000.000,10145000.000,9242000.000,8338000.000,7435000.000,6532000.000,,
DeferredRentCredit,,,,,,,13000000.000,,,,13000000.000,,,,,,,,,,
DeferredRentCreditCurrent,,,,,,,534000.000,5000.000,4000.000,4000.000,5000.000,4000.000,4000.000,5000.000,4000.000,4000.000,4000.000,4000.000,30000.000,30000.000,30000.000
DeferredRentCreditNoncurrent,14112000.000,14269000.000,14420000.000,14383000.000,14368000.000,14340000.000,12821000.000,12935000.000,13052000.000,13169000.000,13284000.000,13392000.000,13500000.000,13607000.000,13713000.000,13807000.000,13891000.000,13974000.000,14029000.000,14110000.000,14191000.000
DueFromRelatedPartiesCurrent,5919000.000,5488000.000,5944000.000,,,,,,,,,,,,,,,,,,
InterestPayableCurrent,10103000.000,25425000.000,9934000.000,25256000.000,9766000.000,25088000.000,10835000.000,26241000.000,10776000.000,26098000.000,10666000.000,26072000.000,10608000.000,25930000.000,10497000.000,25903000.000,10439000.000,25761000.000,10271000.000,25593000.000,10102000.000
InvestmentBuildingAndBuildingImprovements,169216000.000,167731000.000,166181000.000,164609000.000,273285000.000,273285000.000,273285000.000,269122000.000,,,,,,,,,,,,,
Land,169937000.000,169937000.000,169937000.000,169937000.000,169937000.000,169937000.000,169937000.000,169937000.000,168273000.000,168273000.000,168273000.000,168273000.000,165677000.000,165677000.000,165677000.000,165100000.000,165100000.000,165100000.000,165101000.000,165101000.000,165101000.000
LiabilitiesAndStockholdersEquity,479310000.000,494773000.000,477680000.000,498882000.000,479234000.000,497816000.000,490165000.000,518551000.000,506113000.000,525039000.000,504144000.000,532794000.000,516171000.000,527981000.000,513925000.000,541290000.000,519546000.000,537324000.000,526916000.000,542815000.000,534330000.000
LiabilitiesCurrent,16909000.000,33022000.000,16813000.000,31807000.000,16494000.000,32872000.000,24068000.000,38481000.000,23231000.000,39430000.000,15924000.000,38215000.000,22866000.000,31995000.000,15353000.000,38401000.000,15543000.000,31553000.000,15497000.000,30607000.000,15676000.000
LongTermDebtFairValue,,,,,,,767000000.000,,,,,,,,,,,,,,
