,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,313953000.000,359164000.000,341500000.000,312990000.000,270828000.000,321962000.000,322940000.000,332245000.000,280206000.000,333588000.000,316681000.000,240000000.000,202000000.000,228000000.000,220000000.000,212000000.000,180000000.000,242000000.000,252000000.000,1564000000.000,1246000000.000,1432000000.000,1475000000.000,1317000000.000,1161000000.000
AccountsReceivableNetCurrent,315825000.000,399798000.000,487384000.000,355091000.000,325388000.000,437492000.000,511107000.000,373099000.000,317191000.000,433336000.000,483178000.000,227000000.000,231000000.000,376000000.000,427000000.000,243000000.000,247000000.000,376000000.000,430000000.000,1785000000.000,1613000000.000,1814000000.000,1852000000.000,1751000000.000,1618000000.000
AccruedLiabilitiesCurrent,102289000.000,124554000.000,106260000.000,128144000.000,97816000.000,118020000.000,101199000.000,127693000.000,95080000.000,119245000.000,104781000.000,,,,,,,,,,,,,,
AccumulatedDeferredInvestmentTaxCredit,17941000.000,17369000.000,16796000.000,16140000.000,15500000.000,14861000.000,14109000.000,13538000.000,12984000.000,12430000.000,11623000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5749000.000,-5018000.000,-4474000.000,-7934000.000,-8025000.000,-8100000.000,-8138000.000,-10071000.000,-9626000.000,-9148000.000,-8815000.000,-4000000.000,-3000000.000,-3000000.000,-3000000.000,-3000000.000,-3000000.000,-3000000.000,-3000000.000,-908000000.000,-809000000.000,-979000000.000,-1018000000.000,-1511000000.000,-1385000000.000
AdditionalPaidInCapital,2710857000.000,2713684000.000,2713958000.000,2713736000.000,2713736000.000,2713736000.000,2713736000.000,2712943000.000,2714107000.000,2715358000.000,2716311000.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,2308000000.000,2308000000.000,2308000000.000,2308000000.000,2308000000.000,2308000000.000,2308000000.000,2308000000.000,6403000000.000,6403000000.000,6404000000.000,6404000000.000,6390000000.000,6381000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,28264000.000,28594000.000,31297000.000,8150000.000,6453000.000,7171000.000,9750000.000,8748000.000,6533000.000,7150000.000,9643000.000,8000000.000,,,,14000000.000,,,,31000000.000,,,,33000000.000,
AmountOfRegulatoryCostsNotYetApproved,,,,144486000.000,,,,189878000.000,,,,,,,,,,,,,,,,,
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,,,,,,,,,,,,,17200000000.000,,,,17600000000.000,
AssetRetirementObligation,,,,70982000.000,,,,75193000.000,,,,100000000.000,,,,86000000.000,,,,921000000.000,,,,954000000.000,
AssetRetirementObligationCurrent,,,,,,,,,,,,,,,,14000000.000,,,,92000000.000,,,,98000000.000,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,,72000000.000,,,,829000000.000,,,,856000000.000,
Assets,11517655000.000,11642779000.000,11766765000.000,11635128000.000,11627411000.000,11822783000.000,12016059000.000,11984136000.000,11878633000.000,12053241000.000,12265166000.000,8835000000.000,8754000000.000,8905000000.000,9088000000.000,8935000000.000,8685000000.000,8804000000.000,9046000000.000,83618000000.000,84246000000.000,84607000000.000,85888000000.000,85440000000.000,86525000000.000
