,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,108070.000,108286.000,113503.000,119951.000,118613.000,123312.000,129186.000,142857.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,18800.000,,,
AccountsPayableCurrent,,,,,,,,,,,103412.000,,,,,35813.000,66987.000,59531.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,129425.000,134572.000,140945.000,141452.000,24673.000,18969.000,,,,
AccountsPayableRelatedPartiesCurrent,83299.000,87983.000,90015.000,93373.000,100885.000,101885.000,101885.000,101885.000,101885.000,103412.000,103412.000,103412.000,77180.000,16945.000,1600.000,54275.000,19672.000,29389.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,41275.000,65000.000
AccruedIncomeTaxes,,,,,,,,,,,,,,,4067.000,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,14466.000,27486.000,37462.000
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,4503.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,-745.000,,-2211.000,-3027.000
AdditionalPaidInCapital,298550.000,308075.000,318250.000,324850.000,330550.000,337950.000,348000.000,353550.000,367225.000,377125.000,388525.000,401175.000,570540.000,660337.000,21316377.000,261324187.000,261844527.000,261909589.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,700.000,,,
Assets,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25974.000,67685.000,159284.000,159909.000
AssetsCurrent,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15500.000,52764.000,145126.000,146567.000
Cash,,,,,,,,,,,,,,0.000,15394.000,5473.000,4328.000,2534.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15394.000,5473.000,4328.000,2534.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,800000000.000,800000000.000,800000000.000,800000000.000,800000000.000,800000000.000
CommonStockSharesIssued,,,,,,,,368200.000,368200.000,368200.000,368200.000,368200.000,1368200.000,1368200.000,1500878.000,1500878.000,1630080.000,1670878.000
CommonStockSharesOutstanding,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,368200.000,1368200.000,1368200.000,1500878.000,1500878.000,1630080.000,1670878.000
CommonStockValue,368.000,368.000,368.000,368.000,368.000,368.000,368.000,368.000,368.000,368.000,368.000,368.000,137.000,137.000,151.000,151.000,163.000,167.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,19637.000,,,,
DebtCurrent,,,,,,,,,,,,,,,,5599.000,6599.000,19793.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,0.001,,,,
DeferredCompensationEquity,,,,,,,,,,,,,,,,,22500.000,33750.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,83687.000,,,,,,,,17100.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,14001.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,-17400.000,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,,,,,258965.000,216223.000,76859.000
DerivativeLiabilities,,,,,,,,,,,,,,,268403.000,258965.000,216223.000,76859.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,511914.000,528504.000,548162.000,566876.000,581200.000,596847.000,615339.000,637072.000,639855.000,659005.000,679385.000,695092.000,672530.000,717596.000,,,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,99077.000,113873.000
