,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,1389000.000,,,,2840000.000,,,
AccountsPayableCurrent,2437000.000,1978000.000,2253000.000,2769000.000,3371000.000,1881000.000,1506000.000,2265000.000,1695000.000,1283000.000,1046000.000,1524000.000,1045000.000,947000.000,777000.000,1934000.000,1286000.000,1529000.000,1868000.000,2420000.000,1193000.000,1443000.000,1891000.000,3141000.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,,,,,,,,,,781000.000,1292000.000,5190000.000,2166000.000,3265000.000,8809000.000,,,,,
AccountsReceivableNetCurrent,2181000.000,1573000.000,1246000.000,1535000.000,1397000.000,1206000.000,1056000.000,1288000.000,1142000.000,1200000.000,967000.000,1189000.000,1149000.000,1448000.000,730000.000,2096000.000,1249000.000,874000.000,1019000.000,1510000.000,1499000.000,1110000.000,794000.000,1692000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,760000.000,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,2226000.000,,,,,,,,,,,
AccruedLiabilitiesCurrent,4669000.000,2842000.000,2403000.000,3004000.000,4547000.000,3517000.000,3337000.000,3476000.000,2846000.000,2810000.000,1998000.000,1845000.000,,1689000.000,1475000.000,1459000.000,,1452000.000,1587000.000,1843000.000,,2264000.000,2343000.000,2614000.000
AccruedProfessionalFeesCurrent,,,,,,286000.000,,,,280000.000,,,,84000.000,,,,97000.000,,,,133000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,18617000.000,,,,17490000.000,,,,17746000.000,,,,18970000.000,,,,19569000.000,,
AdditionalPaidInCapitalCommonStock,9814000.000,9860000.000,9907000.000,9953000.000,10000000.000,10049000.000,10112000.000,10174000.000,10233000.000,10292000.000,10352000.000,10428000.000,10491000.000,10566000.000,10629000.000,10693000.000,10785000.000,10953000.000,10958000.000,11068000.000,11140000.000,10887000.000,10915000.000,11019000.000
AllowanceForDoubtfulAccountsReceivableCurrent,846000.000,582000.000,653000.000,784000.000,871000.000,368000.000,300000.000,263000.000,234000.000,309000.000,188000.000,239000.000,247000.000,244000.000,235000.000,264000.000,337000.000,357000.000,241000.000,265000.000,203000.000,195000.000,192000.000,217000.000
Assets,113837000.000,104375000.000,107497000.000,116954000.000,114386000.000,110312000.000,111033000.000,116142000.000,116913000.000,116948000.000,115809000.000,119280000.000,119590000.000,117828000.000,117367000.000,122833000.000,119085000.000,120144000.000,123915000.000,127104000.000,125894000.000,128712000.000,133740000.000,138606000.000
AssetsCurrent,105630000.000,95424000.000,98786000.000,108285000.000,105958000.000,102090000.000,103072000.000,107861000.000,108472000.000,108791000.000,107735000.000,111226000.000,112129000.000,110619000.000,110548000.000,116097000.000,112363000.000,112366000.000,116769000.000,120489000.000,119804000.000,123420000.000,128506000.000,133499000.000
AssetsFairValueDisclosure,,,,,76238000.000,81375000.000,79539000.000,81361000.000,82023000.000,83113000.000,84591000.000,85766000.000,87592000.000,87112000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2423000.000,1715000.000,4292000.000,13502000.000,10760000.000,3361000.000,4292000.000,6398000.000,8491000.000,9557000.000,5002000.000,5652000.000,9737000.000,7193000.000,5629000.000,10010000.000,9568000.000,11152000.000,10358000.000,17143000.000,10888000.000,18219000.000,20562000.000,27036000.000
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,,,,,,,,,,,
CommonStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,,,,,,,,,,,
CommonStockSharesIssued,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,,,,,,,,,,,
CommonStockSharesOutstanding,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,8008632.000,,,,,,,,,,,
CommonStockValue,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,801000.000,,,,,,,,,,,
ContractReceivableDueInNextRollingTwelveMonths,,,,,,,,,,,,,,,,,,,,3255000.000,5530000.000,7101000.000,14948000.000,17607000.000
ContractsReceivableClaimsAndUncertainAmounts,,,,,,,,,,,,,,1125000.000,3650000.000,7534000.000,2692000.000,5661000.000,12853000.000,,,,,
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,,,,,,,,,,,,,846000.000,2740000.000,5509000.000,1892000.000,4547000.000,9669000.000,,,,,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,4222000.000,4450000.000,2076000.000,379000.000,4216000.000,3448000.000,2094000.000,3569000.000,2665000.000,0.000,2326000.000,5473000.000,411000.000,,,,,,,2389000.000,9737000.000,4921000.000,6691000.000,1680000.000
CustomerDepositsCurrent,2755000.000,756000.000,3120000.000,8136000.000,2518000.000,480000.000,3507000.000,3193000.000,1569000.000,1943000.000,1127000.000,1941000.000,330000.000,324000.000,1522000.000,4659000.000,1511000.000,4418000.000,6135000.000,6774000.000,3608000.000,4484000.000,7517000.000,7279000.000
DeferredIncomeTaxLiabilities,,,,,,2194000.000,,,,2238000.000,,,,2205000.000,,,,1450000.000,,,,2580000.000,,
DeferredTaxAssetsGross,,,,,,1220000.000,,,,1754000.000,,,,1512000.000,,,,2781000.000,,,,2264000.000,,
DeferredTaxAssetsInventory,,,,,,162000.000,,,,202000.000,,,,186000.000,,,,,,,,632000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,-974000.000,,,,-484000.000,,,,-693000.000,,,,1331000.000,,,,,,
DeferredTaxAssetsNetCurrent,1354000.000,690000.000,365000.000,,,,,,,,,,,,,,,1114000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,,,,,,1331000.000,1032000.000,793000.000,535000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,59000.000,,,,58000.000,,,,48000.000,,,,73000.000,,
DeferredTaxAssetsOther,,,,,,98000.000,,,,57000.000,,,,24000.000,,,,14000.000,,,,62000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,,,805000.000,,,,671000.000,,,,1114000.000,,,,871000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,178000.000,,,,194000.000,,,,194000.000,,,,140000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,823000.000,,,,338000.000,,,,288000.000,,,,255000.000,,,,331000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,137000.000,,,,115000.000,,,,91000.000,,,,133000.000,,,,70000.000,,
DeferredTaxAssetsUnrealizedLossesOnTradingSecurities,,,,,,,,,,,,,,,,,,1023000.000,,,,85000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,316000.000,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,,,,,,,,,,,,43000.000,,,,,,
DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,,,,,,,,,,,,,,104000.000,,,,415000.000,,,,1158000.000,,
