,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,223000000.000,346000000.000,365000000.000,284000000.000,240000000.000,357000000.000,391000000.000,327000000.000,298000000.000,352000000.000,418000000.000,310000000.000,263000000.000,354000000.000,392000000.000,287000000.000,301000000.000,303000000.000,359000000.000,258000000.000,279000000.000,230000000.000,348000000.000,215000000.000,249000000.000,208000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,45000000.000,,,,45000000.000,,,,56000000.000,,,,56000000.000,,,,56000000.000,,,,66000000.000,
AccruedAdvertisingCurrent,,,,,,,,,,,,,,,,,,,,,,,,,35000000.000,
AccruedBonusesCurrent,,,,,55000000.000,,,,48000000.000,,,,41000000.000,,,,51000000.000,,,,46000000.000,,,,32000000.000,
AccruedIncomeTaxesCurrent,,,,,3000000.000,,,,3000000.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,30000000.000,,,,34000000.000,,,,38000000.000,,,,44000000.000,,,,46000000.000,,,,49000000.000,
AccruedRentNoncurrent,,,,,103000000.000,,,,109000000.000,,,,116000000.000,,,,124000000.000,,,,155000000.000,,,,205000000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-2000000.000,-3000000.000,-2000000.000,-2000000.000,-1000000.000,-1000000.000,-1000000.000,,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,,,-1000000.000,-1000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,1000000.000,,-1000000.000,-1000000.000,-2000000.000,,3000000.000,2000000.000,3000000.000,1000000.000,-2000000.000,-1000000.000,-2000000.000,-1000000.000,-3000000.000,-4000000.000,-4000000.000,-2000000.000,2000000.000,2000000.000,5000000.000,6000000.000,1000000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,253000000.000,249000000.000,264000000.000,263000000.000,259000000.000,258000000.000,255000000.000,252000000.000,249000000.000,247000000.000,240000000.000,238000000.000,236000000.000,234000000.000,240000000.000,239000000.000,236000000.000,233000000.000,248000000.000,249000000.000,246000000.000,243000000.000,236000000.000,233000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,129000000.000,98000000.000,63000000.000,70000000.000,21000000.000,56000000.000,82000000.000,61000000.000,55000000.000,77000000.000,57000000.000,76000000.000,57000000.000,15000000.000,-75000000.000,-74000000.000,-97000000.000,-107000000.000,-119000000.000,-75000000.000,-102000000.000,-116000000.000,-127000000.000,-123000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-107000000.000,-125000000.000,-154000000.000,-204000000.000,-196000000.000,-241000000.000,-203000000.000,-171000000.000,-189000000.000,-192000000.000,-170000000.000,-186000000.000,-164000000.000,-182000000.000,-221000000.000,-319000000.000,-318000000.000,-338000000.000,-343000000.000,-366000000.000,-323000000.000,-343000000.000,-353000000.000,-363000000.000,-357000000.000
