,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,413565.000
ComprehensiveIncomeNetOfTax,-8123553.000,-7853021.000
CostOfRevenue,20805474.000,26630776.000
DepreciationAndAmortization,20214.000,22314.000
EarningsPerShareBasicAndDiluted,-0.210,-0.160
GrossProfit,943014.000,1096856.000
GrossTransactionVolume,,108400000000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8123553.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-950361.000,610642.000
IncreaseDecreaseInAccountsReceivable,86597.000,-249982.000
IncreaseDecreaseInDueFromRelatedParties,2739220.000,-1323057.000
IncreaseDecreaseInDueToRelatedParties,,-336352.000
IncreaseDecreaseInEmployeeRelatedLiabilities,10440980.000,
IncreaseDecreaseInOtherNoncurrentAssets,1094123.000,1193588.000
IncreaseDecreaseInPrepaidExpense,-16942.000,-43597.000
IncreaseDecreaseInWorkersCompensationLiabilities,1055980.000,392041.000
InterestExpense,192304.000,162628.000
InterestPaid,192304.000,143046.000
LegalFees,180000.000,0.000
NetCashProvidedByUsedInContinuingOperations,-649228.000,
NetCashProvidedByUsedInDiscontinuedOperations,0.000,
NetCashProvidedByUsedInFinancingActivities,0.000,6839771.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,6839771.000
NetCashProvidedByUsedInInvestingActivities,7280.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,7280.000,0.000
NetCashProvidedByUsedInOperatingActivities,-656508.000,-6426206.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-656508.000,-6426206.000
NetIncomeLoss,-8123553.000,-7853021.000
NonoperatingIncomeExpense,-2112607.000,-554054.000
NotesIssued1,500000.000,0.000
OperatingIncomeLoss,-6010946.000,-7298967.000
OtherNonoperatingIncomeExpense,3747.000,345.000
PaymentsForPurchaseOfOtherAssets,-35000.000,
PaymentsToAcquireMachineryAndEquipment,27720.000,0.000
ProceedsFromRelatedPartyDebt,220607.000,
ProceedsFromSaleOfOtherAssets,,0.000
ProvisionForDoubtfulAccounts,150000.000,315122.000
RepaymentsOfAccountsReceivableSecuritization,,195156.000
RepaymentsOfLongTermDebt,,35000.000
Revenues,21748488.000,27727632.000
SalesRevenueNet,21748488.000,27727632.000
SellingGeneralAndAdministrativeExpense,6953960.000,8395823.000
ShareBasedCompensation,443979.000,0.000
StockIssuedDuringPeriodValueShareBasedCompensation,443979.000,
WeightedAverageNumberOfDilutedSharesOutstanding,38025077.000,49212123.000
