,2011-06-30,2011-09-30
DepreciationDepletionAndAmortization,11454000.000,12500000.000
ExplorationExpense,0.000,0.000
GainLossOnSaleOfCommodityContracts,-1453000.000,-2818000.000
GainLossOnSaleOfDerivatives,-441000.000,-445000.000
GasGatheringTransportationMarketingAndProcessingRevenue,34000.000,126000.000
GeneralAndAdministrativeExpense,4929000.000,4451000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,41256000.000,96669000.000
IncomeTaxExpenseBenefit,83000.000,220000.000
InterestExpense,2214000.000,2646000.000
LeaseOperatingExpense,10737000.000,10451000.000
NaturalGasMidstreamRevenue,3085000.000,3554000.000
NaturalGasProductionRevenue,6268000.000,8811000.000
NetIncomeLoss,41173000.000,96449000.000
NetIncomeLossAllocatedToGeneralPartners,452000.000,1058000.000
NetIncomeLossAllocatedToLimitedPartners,40721000.000,95391000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.900,2.100
NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,0.900,2.100
NonoperatingIncomeExpense,-2419000.000,-1683000.000
OilAndGasSalesRevenue,45035000.000,38814000.000
OperatingExpenses,32823000.000,33049000.000
OperatingIncomeLoss,43675000.000,98352000.000
OtherNonoperatingIncomeExpense,8000.000,70000.000
ProductionTaxExpense,5703000.000,5647000.000
Revenues,76498000.000,131401000.000
SalesRevenueNet,76498000.000,131401000.000
UnrealizedGainLossOnCommodityContracts,23529000.000,82914000.000
UnrealizedGainLossOnDerivatives,228000.000,523000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,45484000.000,45487.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,45484000.000,45487.000
