,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdministrativeFeesExpense,,,,,,,,,,,,,,,195661.000,187789.000,,,,,,,
FloorBrokerageExchangeAndClearanceFees,1548792.000,1496796.000,1405147.000,1314483.000,1182843.000,1019919.000,933734.000,869383.000,778565.000,704283.000,641724.000,352592.000,329337.000,0.000,,,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,,,35259.000,-25407.000,,20405.000,10545.000,1036.000,22107.000,7277.000,3835.000,22367.000,13462.000,58208.000,-49985.000,,,,,,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,,,,,,,,,,,,4069467.000,-5297967.000,4667455.000,1125198.000,707439.000,-741347.000,-363890.000,-1519224.000,-427542.000
GainLossOnSaleOfCommodityContracts,,,,,,,,,,,,,,,,,,,979599.000,-2651565.000,553904.000,-1280789.000,-42834.000
GainLossRelatedToLitigationSettlement,,0.000,,,,,,,,,,,,,,,,,,,,,
IncentiveFeeExpense,,,,,,,,,,,,,,,159858.000,,,,270903.000,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,,,,-0.300,-0.290,,-0.490,-0.290,-0.290,-0.260,-0.250
InterestIncomeOperating,,,,,,,,,,,,,,,,,438.000,,14451.000,14569.000,14441.000,14443.000,26688.000
InvestmentIncomeInterest,175.000,3646.000,9334.000,9456.000,13999.000,14296.000,10299.000,4254.000,2788.000,7014.000,2738.000,1213.000,887.000,971.000,706.000,577.000,,,,,,,
InvestmentIncomeNet,,,,,,,,,,,,,,,,,-484459.000,,-762832.000,-442834.000,-425739.000,-381666.000,-334413.000
ManagementFeeExpense,,,,,,,,,,,,,,,,,132245.000,,138104.000,124747.000,120048.000,108031.000,98483.000
NetIncomeLoss,-4490942.000,8765093.000,140064.000,-4313213.000,-3474209.000,-4397043.000,537784.000,-2306839.000,-4407191.000,1338649.000,-3012978.000,1601313.000,1832875.000,8086963.000,3372246.000,-5813808.000,4182996.000,618865.000,-55393.000,-1184181.000,-789629.000,-1900890.000,-761955.000
NetIncomeLossAllocatedToGeneralPartners,-51607.000,100698.000,1045.000,-54384.000,-31959.000,-47921.000,5999.000,-23411.000,-51447.000,16249.000,-39166.000,25164.000,29620.000,90237.000,37080.000,-65233.000,48305.000,7002.000,-891.000,-13856.000,,,
NetIncomeLossAllocatedToLimitedPartners,-4439335.000,8664395.000,139019.000,-4258829.000,-3442250.000,-4349122.000,531785.000,-2283428.000,-4355744.000,1322400.000,-2973812.000,1576149.000,1803255.000,7996726.000,3335166.000,-5748575.000,4134691.000,611863.000,-54502.000,-1170325.000,,,
