,2011-10-29,2012-11-03
IncreaseDecreaseInAccountsReceivable,19424000.000,-4237000.000
IncreaseDecreaseInAccruedLiabilities,-3091000.000,5976000.000
IncreaseDecreaseInInventories,11374000.000,14181000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-1093000.000,-195000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-12926000.000,-1396000.000
InterestPaid,10208000.000,10920000.000
LeaseAndRentalExpense,,6855000.000
NetCashProvidedByUsedInFinancingActivities,-17153000.000,-24235000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-17153000.000,-24235000.000
NetCashProvidedByUsedInInvestingActivities,-28619000.000,-19813000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-28619000.000,-19813000.000
NetCashProvidedByUsedInOperatingActivities,42298000.000,44273000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,42298000.000,44273000.000
NetIncomeLoss,-21067000.000,2596000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,2584000.000
OperatingIncomeLoss,-21286000.000,15613000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,570000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-1495000.000
OtherGeneralExpense,,8834000.000
PaymentsForRestructuring,,453000.000
PaymentsOfDebtIssuanceCosts,1558000.000,1660000.000
PaymentsOfDividendsCommonStock,0.000,
PaymentsToAcquireProductiveAssets,29072000.000,19967000.000
ProceedsFromRepaymentsOfLinesOfCredit,-14199000.000,2725000.000
ProceedsFromRepaymentsOfOtherDebt,-378000.000,-24705000.000
ProceedsFromSaleOfProductiveAssets,453000.000,154000.000
ProceedsFromStockOptionsExercised,-295000.000,-107000.000
ProvisionForDoubtfulAccounts,-1925000.000,1290000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,723000.000,488000.000
RestructuringCharges,2184000.000,2521000.000
RestructuringCosts,865000.000,2068000.000
Revenues,,1149355000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,63416000.000
SalesRevenueGoodsNet,1102290000.000,1149355000.000
SalesRevenueNet,,1149355000.000
SellingGeneralAndAdministrativeExpense,74320000.000,85228000.000
ShareBasedCompensation,2255000.000,6476000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.009
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,-295000.000,-107000.000
StockIssuedDuringPeriodValueShareBasedCompensation,2255000.000,6476000.000
UndistributedEarningsAllocatedToParticipatingSecurities,,12000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,-223000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,-11000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,27000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,377000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,-15000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,57000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,30896000.000
WeightedAverageNumberOfSharesIssuedBasic,,30839000.000
