,2011-06-30,2011-09-30
CostOfRevenue,21479000.000,21542000.000
EarningsPerShareBasic,-0.080,0.050
EarningsPerShareDiluted,-0.080,0.050
GrossProfit,51234000.000,54190000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1161000.000,577000.000
IncomeTaxExpenseBenefit,-72000.000,-143000.000
InterestExpense,2363000.000,2494000.000
InvestmentIncomeInterest,171000.000,163000.000
NetIncomeLoss,-1089000.000,720000.000
NonoperatingIncomeExpense,-3114000.000,-3313000.000
OperatingExpenses,49281000.000,50300000.000
OtherNonoperatingIncomeExpense,-922000.000,-982000.000
ResearchAndDevelopmentExpense,10646000.000,10716000.000
Revenues,72713000.000,75732000.000
SalesRevenueNet,72713000.000,75732000.000
SellingGeneralAndAdministrativeExpense,38635000.000,39584000.000
WeightedAverageNumberOfDilutedSharesOutstanding,13844000.000,14323000.000
WeightedAverageNumberOfSharesOutstandingBasic,13844000.000,13893000.000
