,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableRelatedParties,0.000,0.000,,,,,,,,,,,,,,,,,,,,
Assets,128858479.000,131194077.000,124611122.000,145783534.000,142151938.000,132406070.000,115192113.000,98879378.000,87467845.000,75714181.000,64025404.000,59188952.000,45182999.000,36887224.000,32485795.000,28761513.000,26692391.000,30617028.000,30905583.000,30722172.000,30629505.000,33672888.000
AssetsCurrent,,,,107868941.000,116525382.000,115143981.000,99283015.000,87088057.000,76543076.000,64616301.000,55192919.000,48068898.000,35314872.000,26515330.000,18198937.000,13783706.000,10412488.000,10532657.000,10394274.000,11000532.000,19868345.000,23615770.000
Cash,,,,,,,,,,,,,,3496679.000,3783963.000,1662753.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,3549898.000,5822859.000,7445659.000,9939060.000,9824680.000,7275221.000,9940797.000,3799910.000,6976791.000,5306461.000,6685678.000,6751324.000,6229433.000,1527931.000,3521800.000,8494892.000,10250155.000,8963510.000,12595453.000,16191669.000,5584068.000,5796231.000
CommissionsPayableToBrokerDealersAndClearingOrganizations,64780.000,77167.000,36075.000,24602.000,63679.000,84122.000,108880.000,96133.000,67143.000,25650.000,57865.000,36152.000,30959.000,17301.000,11134.000,16706.000,5645.000,18008.000,18934.000,18674.000,14859.000,13444.000
CommodityContractAssetCurrent,,,,467582.000,1740253.000,339029.000,90002.000,49283.000,984657.000,158538.000,173345.000,266185.000,50035.000,217689.000,203259.000,351711.000,114980.000,224086.000,75913.000,361857.000,390796.000,396706.000
DerivativeAssetFairValueGrossLiability,,,,,,,,,,,,,,,,,-84745.000,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,30235.000,,,,,
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,158538.000,173345.000,266185.000,50035.000,,,,114980.000,224086.000,75913.000,361857.000,390796.000,396706.000
