,2011-06-30,2011-09-30,2012-03-31,2012-09-30
AllocatedShareBasedCompensationExpense,,,,24000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1561000.000,
CostOfGoodsAndServicesSold,534000.000,783000.000,671000.000,853000.000
DeferredIncomeTaxExpenseBenefit,,,-427000.000,
DepreciationDepletionAndAmortization,,,357000.000,
EarningsPerShareBasic,,-0.040,,
EarningsPerShareBasicAndDiluted,-0.060,,-0.170,-0.130
EarningsPerShareDiluted,,-0.040,,
GeneralAndAdministrativeExpense,989000.000,907000.000,1483000.000,1123000.000
GrossProfit,2779000.000,3022000.000,3530000.000,3962000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-285000.000,-202000.000,-1267000.000,-967000.000
IncomeTaxExpenseBenefit,20000.000,3000.000,-427000.000,-347000.000
IncomeTaxesPaid,,,70000.000,
IncreaseDecreaseInAccountsPayable,,,-16000.000,
IncreaseDecreaseInAccountsReceivable,,,-250000.000,
IncreaseDecreaseInDeferredRevenue,,,-501000.000,
IncreaseDecreaseInInventories,,,-4000.000,
IncreaseDecreaseInOtherDeferredLiability,,,42000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,54000.000,
InterestIncomeExpenseNet,,,25000.000,
NetCashProvidedByUsedInFinancingActivities,,,-1000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1000.000,
NetCashProvidedByUsedInInvestingActivities,,,-477000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-477000.000,
NetCashProvidedByUsedInOperatingActivities,,,-1083000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1083000.000,
NetIncomeLoss,-305000.000,-205000.000,-840000.000,-620000.000
OperatingExpenses,3089000.000,3262000.000,4822000.000,4940000.000
OperatingIncomeLoss,-310000.000,-240000.000,-1292000.000,-978000.000
OtherNonoperatingIncomeExpense,25000.000,38000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,103000.000,
RepaymentsOfLongTermCapitalLeaseObligations,,,1000.000,
ResearchAndDevelopmentExpense,1085000.000,971000.000,1656000.000,1971000.000
Revenues,3313000.000,3805000.000,4201000.000,4815000.000
SalesRevenueNet,3313000.000,3805000.000,4201000.000,4815000.000
SellingAndMarketingExpense,1015000.000,1384000.000,1683000.000,1846000.000
ShareBasedCompensation,,,102000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,4908829.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,4898707.000
WeightedAverageNumberOfSharesOutstandingBasic,,4908829.000,,
