,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,,,,43100000.000,50800000.000
AllocatedShareBasedCompensationExpense,,6900000.000,,22300000.000,31200000.000
AmortizationOfDebtDiscountPremium,,-17100000.000,,1200000.000,
AmortizationOfFinancingCosts,,8200000.000,,4900000.000,3200000.000
AmortizationOfIntangibleAssets,,,,218100000.000,197500000.000
BusinessCombinationAcquisitionRelatedCosts,500000.000,3700000.000,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,100000.000,
CapitalLeaseObligationsIncurred,,2000000.000,,1200000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-43100000.000,,55300000.000,49000000.000
ComprehensiveIncomeNetOfTax,,-83900000.000,,-68400000.000,137600000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,2300000.000,,2800000.000,16200000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-81600000.000,,-65600000.000,153800000.000
ConversionOfStockAmountConverted1,,0.000,,,
CostMethodInvestmentsRealizedGainLoss,,,,0.000,-2000000.000
CostOfServices,,472400000.000,,531600000.000,579100000.000
CurrentFederalTaxExpenseBenefit,,100000.000,,3800000.000,53900000.000
CurrentForeignTaxExpenseBenefit,,18400000.000,,25100000.000,35400000.000
CurrentStateAndLocalTaxExpenseBenefit,,0.000,,-300000.000,6900000.000
DeferredFederalIncomeTaxExpenseBenefit,,-15500000.000,,-8200000.000,-21300000.000
DeferredForeignIncomeTaxExpenseBenefit,,-400000.000,,-3600000.000,-11500000.000
DeferredIncomeTaxExpenseBenefit,,-16200000.000,,-17300000.000,-22200000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-300000.000,,-5500000.000,10600000.000
DefinedContributionPlanCostRecognized,,,,17000000.000,19100000.000
Depreciation,,44000000.000,,60300000.000,67700000.000
DepreciationAndAmortization,,186800000.000,,278400000.000,265200000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,0.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,0.000,,,,
EarlyRepaymentOfSeniorDebt,,923400000.000,,1881000000.000,
EarningsPerShareBasic,,,,0.040,0.660
EarningsPerShareDiluted,,,,0.040,0.650
EffectOfExchangeRateOnCashAndCashEquivalents,,-6800000.000,,-5400000.000,1100000.000
EffectiveIncomeTaxRateContinuingOperations,,-0.088,,0.424,0.360
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.035,,-0.099,-0.009
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.000,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,,,,,-0.066
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.039,,-0.029,-0.003
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.004,,-0.218,0.075
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,,0.580,,-0.418,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,,,,0.024
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,2500000.000,,8300000.000,11300000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,100000.000,,,
EquityMethodInvestmentDividendsOrDistributions,,10100000.000,,8700000.000,8000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,1400000.000,6300000.000
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,100000.000
ForeignCurrencyTransactionGainLossRealized,,,,3600000.000,300000.000
GainLossOnDispositionOfAssets,,1000000.000,,0.000,
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,,,,0.000,0.000
GainsLossesOnExtinguishmentOfDebt,,,,-37600000.000,0.000
GainsLossesOnRestructuringOfDebt,,,,37600000.000,
GoodwillForeignCurrencyTranslationGainLoss,,,,,-23300000.000
GoodwillImpairmentLoss,,0.000,,0.000,0.000
GoodwillPeriodIncreaseDecrease,,151300000.000,,13200000.000,163200000.000
GoodwillPurchaseAccountingAdjustments,,-9100000.000,,-3900000.000,4000000.000
GoodwillTranslationAdjustments,,-33900000.000,,-49800000.000,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,700000.000,,,
ImpairmentOfIntangibleAssetsFinitelived,,0.000,,0.000,0.000
ImpairmentOfInvestments,0.000,,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-72900000.000,,-30500000.000,128000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-25900000.000,,26600000.000,205400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,47000000.000,,57100000.000,77400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-25900000.000,,26600000.000,205400000.000
IncomeLossFromEquityMethodInvestments,,13700000.000,,8800000.000,8600000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,3600000.000,,100000.000,600000.000
IncomeTaxExaminationPenaltiesExpense,0.000,0.000,,0.000,0.000
IncomeTaxExpenseBenefit,,2300000.000,,11300000.000,74000000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-900000.000,,-2600000.000,-1800000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-9100000.000,,9300000.000,71900000.000
IncomeTaxReconciliationNondeductibleExpense,,0.000,,,
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges,,,,,-13600000.000
