,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2100.000,-7187.000,-5827.000,-3230.000,-6469.000,-13829.000
IncreaseDecreaseInAccruedLiabilities,,-2625.000,,,,
NetCashProvidedByUsedInFinancingActivities,,9812.000,,,,13829.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,9812.000,,,,13829.000
NetCashProvidedByUsedInOperatingActivities,,-9812.000,,,,-13829.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-9812.000,,,,-13829.000
NetIncomeLoss,-2100.000,-7187.000,-5827.000,-3230.000,-6469.000,-13829.000
OperatingCostsAndExpenses,2100.000,7187.000,5827.000,3230.000,6469.000,13829.000
OperatingExpenses,2100.000,7187.000,5827.000,3230.000,6469.000,13829.000
OperatingIncomeLoss,-2100.000,-7187.000,-5827.000,-3230.000,-6469.000,-13829.000
ProceedsFromContributionsFromAffiliates,,9812.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,13829.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,13364130.000,3500000.000,3500000.000,3500000.000,-7000000.000,3500000.000
