,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,752347.000,-10489162.000,-11102178.000
CurrentFederalTaxExpenseBenefit,,0.000,0.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,-169246.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,,-849394.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,3798457.000,2785014.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,0.000,
GainLossOnInvestments,-14836466.000,30112736.000,32841183.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-23465084.000,22497712.000,27384805.000
IncreaseDecreaseInOtherAccruedLiabilities,24832.000,8865.000,-133903.000
InvestmentIncomeInterest,,12023.000,1681.000
InvestmentIncomeInterestAndDividend,6668.000,12023.000,1681.000
InvestmentIncomeNet,-8628618.000,-7615024.000,-5456378.000
ManagementFeeExpense,,,4362142.000
NetCashProvidedByUsedInFinancingActivities,-70023039.000,-164412677.000,-110994600.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-70023039.000,-164412677.000,-110994600.000
NetCashProvidedByUsedInOperatingActivities,70775386.000,153923515.000,99892422.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,70775386.000,153923515.000,99892422.000
OperatingExpenses,8635286.000,7627047.000,5458059.000
OtherExpenses,219482.000,191050.000,173251.000
OtherTaxExpenseBenefit,,0.000,0.000
PartnersCapitalAccountContributions,28220000.000,6491936.000,1250000.000
PartnersCapitalAccountExchangesAndConversions,,0.000,
PartnersCapitalAccountRedemptions,104270138.000,179672736.000,103135150.000
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,98243039.000,170904613.000,112244600.000
ProceedsFromPartnershipContribution,28220000.000,6491936.000,1250000.000
ProfessionalFees,842471.000,1334738.000,825370.000
