SEC ID,Report date,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,ComprehensiveIncomeNetOfTax,EarningsPerShareDiluted,Goodwill,Liabilities,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,PropertyPlantAndEquipmentNet,Revenues,WeightedAverageNumberOfDilutedSharesOutstanding
753772,2016-12-31,745245.000,589529.000,398290.000,,,,4791390.000,4716390.000,1093181.000,-31255.000,-1397639.000,-2592896.000,0.000,237000.000,
873198,2014-12-31,372339.000,36285.000,33961.000,63354.000,,,,13943135.000,133000.000,-20325.000,-79822.000,-1002624.000,44329.000,0.000,
1555538,2016-12-31,1696000000.000,150000000.000,41800000.000,,,73500000.000,942300000.000,85500000.000,-172600000.000,-17800000.000,183600000.000,146100000.000,1294900000.000,779700000.000,
1023364,2016-12-31,165281000.000,77967000.000,38512000.000,,0.290,42821000.000,45672000.000,29172000.000,-949000.000,-2774000.000,18242000.000,6128000.000,4430000.000,156684000.000,13303209.000
1589526,2016-10-01,277866000.000,140146000.000,52309000.000,-217000.000,0.140,18825000.000,364840000.000,130521000.000,-16074000.000,-9583000.000,25105000.000,26645000.000,33466000.000,932010000.000,21315619.000
1590584,2016-12-31,910446000.000,82568000.000,1785000.000,-93009000.000,-0.900,,434456000.000,60443000.000,-58284000.000,-12689000.000,62104000.000,-95760000.000,789710000.000,397230000.000,107024000.000
88121,2016-12-31,4755000000.000,2848000000.000,77000000.000,286000000.000,,19000000.000,1580000000.000,785000000.000,-27000000.000,-374000000.000,427000000.000,222000000.000,1006000000.000,5379000000.000,
923284,2015-12-31,1521500000.000,,9523000.000,10006000.000,0.100,,938973000.000,,-72913000.000,-33301000.000,97352000.000,28840000.000,,,100487000.000
732717,2016-12-31,403821000000.000,38369000000.000,5788000000.000,12603000000.000,,105207000000.000,279711000000.000,50576000000.000,-14462000000.000,-24215000000.000,39344000000.000,24347000000.000,124899000000.000,163786000000.000,6189000000.000
1470022,2012-12-31,1717240.000,1716629.000,1079044.000,,,,1789157.000,1789157.000,1735740.000,-637585.000,-21568.000,-60324.000,,,
357020,2016-07-31,378083000.000,297218000.000,83065000.000,9052000.000,0.210,43850000.000,,66530000.000,-14965000.000,22080000.000,-227000.000,128000.000,25483000.000,324206000.000,53974000.000
1551510,2012-12-31,1148162323.000,93063038.000,11074583.000,-336065598.000,,,1503125917.000,1477666348.000,192016770.000,-28394584.000,-160041962.000,-206106654.000,1027437587.000,,
1551986,2016-12-31,6464000.000,4033000.000,,,,,,3976000.000,9761000.000,,-8427000.000,-5943000.000,,,
727538,2016-12-31,9420164.000,5163559.000,,,,,,106624.000,4990.000,-38231.000,-177543.000,,,,
780127,2011-10-31,105935000.000,82896000.000,18013000.000,8401000.000,0.730,3620000.000,10015000.000,10015000.000,-3179000.000,-3136000.000,11377000.000,12362000.000,4154000.000,,11571.000
1606965,2014-12-31,595884373.000,29489776.000,10707367.000,,,,649302307.000,55665089.000,89203995.000,27902921.000,-108983325.000,-96544318.000,486019603.000,50554822.000,
1123979,2016-12-31,23764000.000,21033000.000,3587000.000,-10663000.000,,,,5723000.000,1246000.000,9074000.000,-11551000.000,-10759000.000,2731000.000,23039000.000,
919134,2015-12-31,17036000.000,6272000.000,129600.000,-1130300.000,-0.090,,18631300.000,17873700.000,-493500.000,-642400.000,1105900.000,-652600.000,10588200.000,31691900.000,12611133.000
764811,2015-12-31,2397265000.000,,39175000.000,3650000.000,,4205000.000,2124227000.000,,117948000.000,-174057000.000,-598000.000,,44457000.000,,24251604.000
30828,2013-12-31,82806000.000,61893000.000,3059000.000,-612000.000,-0.170,,42897000.000,33620000.000,347000.000,-2710000.000,3491000.000,-1699000.000,5453000.000,,6609000.000
1084226,2015-12-31,136644156.000,613798.000,453744.000,-27086775.000,,,54391787.000,6126012.000,3020934.000,452762.000,-3604928.000,-6442039.000,6301953.000,0.000,150629365.000
315213,2016-12-31,1777971000.000,1284234000.000,260201000.000,333181000.000,2.670,209793000.000,691372000.000,679896000.000,-288304000.000,-112235000.000,442081000.000,,161509000.000,,128766000.000
1439981,2012-03-31,15354604.000,7211003.000,679541.000,,,,17447275.000,13984925.000,327505.000,-1184995.000,968618.000,,64620.000,27217067.000,
58361,2016-09-25,689126000.000,77253000.000,16984000.000,28458000.000,0.640,243729000.000,816667000.000,99018000.000,-107848000.000,34508000.000,79190000.000,103997000.000,128562000.000,614364000.000,54224000.000
1448705,2016-12-31,311607.000,71813.000,10341.000,,,,2391952.000,2391952.000,417757.000,-2160.000,-455499.000,-2345243.000,227397.000,394219.000,
1474439,2016-06-30,218247000.000,163870000.000,21349000.000,-35548000.000,,31328000.000,,45688000.000,-2316000.000,8553000.000,-3098000.000,-34581000.000,5247000.000,183346000.000,
1118233,2016-12-31,1096.000,1096.000,1096.000,,,,274670.000,274670.000,8200.000,,-7585.000,-14485.000,,,
56868,2016-12-31,214654000.000,18083000.000,6568000.000,3449000.000,1.130,,148774000.000,27208000.000,-28570000.000,14383000.000,11005000.000,11028000.000,196368000.000,56766000.000,3045251.000
1498021,2015-12-31,1051681000.000,312081000.000,47865000.000,-6036000.000,0.130,508297000.000,691646000.000,140332000.000,69815000.000,-80438000.000,50030000.000,60732000.000,20145000.000,819567000.000,43044000.000
1210227,2016-12-31,7401691000.000,,260182000.000,57422000.000,1.390,234769000.000,6499809000.000,,378448000.000,-375842000.000,53338000.000,,166496000.000,,45184911.000
102212,2016-12-31,4230528000.000,,,16759000.000,0.840,172559000.000,3725319000.000,,277652000.000,-294557000.000,33306000.000,,63638000.000,0.000,22931000.000
878375,2012-12-31,4320394145.000,,,,,,145664408.000,,,,,,,,
1569389,2015-03-31,3046828.000,612603.000,162603.000,,-0.002,,1192740.000,1192740.000,665500.000,,-694409.000,-426487.000,2216625.000,2404845.000,204980000.000
1485527,2014-12-31,541624000.000,,,4222000.000,0.140,,477787000.000,,-46483000.000,38927000.000,838000.000,,7410000.000,,3753324.000
1381790,2011-12-31,73153868.000,37501727.000,3162560.000,15046897.000,0.370,,,16899434.000,6518100.000,-21485968.000,13756928.000,15556724.000,16634974.000,45155225.000,35918939.000
1053374,2016-12-31,33175000.000,30002000.000,16072000.000,-7770000.000,,,14545000.000,13355000.000,1841000.000,-581000.000,-5482000.000,-7349000.000,2485000.000,,
1142406,2012-12-31,10237350.000,729259.000,263294.000,,,13335.000,11207705.000,11018326.000,5097595.000,-644816.000,-4392333.000,-4668306.000,1017323.000,5634652.000,12033715.000
1439813,2014-03-31,4389686.000,2908132.000,735044.000,,,,6747857.000,1356233.000,1335288.000,-17363.000,-1007356.000,-2318490.000,18773.000,6373199.000,
1552493,2016-12-31,14043259000.000,,164247000.000,204914000.000,,108715000.000,12676541000.000,,-1286697000.000,505484000.000,643312000.000,,,946721000.000,
6951,2016-10-30,14588000000.000,8353000000.000,3406000000.000,1698000000.000,1.540,3316000000.000,7371000000.000,3632000000.000,-3432000000.000,-425000000.000,2466000000.000,2152000000.000,937000000.000,10825000000.000,1116000000.000
1180079,2016-12-31,447128000.000,378374000.000,50383000.000,-21970000.000,-0.420,8772000.000,478664000.000,363191000.000,-1608000.000,-33924000.000,20762000.000,-19924000.000,28986000.000,311008000.000,51444000.000
1636519,2016-06-30,3543950000.000,1603853000.000,1444317000.000,-85582000.000,-3.120,277166000.000,957529000.000,614815000.000,1420011000.000,-115690000.000,125785000.000,-58631000.000,1160609000.000,1115311000.000,24754000.000
1368252,2011-12-31,265050422.000,,17416198.000,,,,237412045.000,,-33965180.000,-3917351.000,1294180.000,,5085980.000,,
1168213,2016-01-30,354383000.000,227406000.000,,-136652000.000,-1.720,13919000.000,,175715000.000,-1720000.000,-15712000.000,-68491000.000,-119410000.000,96377000.000,1506867000.000,79610000.000
12239,2016-12-31,11277000.000,6294000.000,134000.000,,6.510,,5959000.000,2670000.000,2896000.000,-2974000.000,70000.000,-8551000.000,6000.000,877000.000,3838366.000
1412212,2011-12-31,2648508.000,257636.000,,,,1143242.000,1565562.000,1565562.000,395000.000,6761.000,-280673.000,-851703.000,59295.000,,
808461,2016-12-31,2065939000.000,265395000.000,19297000.000,,,239263000.000,2012691000.000,183661000.000,19656000.000,-227163000.000,200276000.000,79103000.000,1161918000.000,933812000.000,
820380,2016-06-30,3997445.000,3713761.000,3715783.000,,,,154965.000,154965.000,3877839.000,,-180900.000,-121568.000,283685.000,,
1085869,2016-12-31,456576000.000,122499000.000,10113000.000,19591000.000,0.580,275205000.000,97111000.000,46053000.000,-47887000.000,-13531000.000,63301000.000,32205000.000,8888000.000,486982000.000,35001000.000
1569134,2016-12-31,3018971000.000,93531000.000,1873000.000,,,343288000.000,,131806000.000,172482000.000,-581704000.000,409484000.000,256370000.000,2012263000.000,605122000.000,
842023,2016-06-30,1129581000.000,253891000.000,64237000.000,64664000.000,2.800,430882000.000,,54147000.000,-23083000.000,-107570000.000,143870000.000,150593000.000,132362000.000,499023000.000,37326000.000
1357615,2016-12-31,4144000000.000,2047000000.000,536000000.000,-280000000.000,-0.430,959000000.000,3399000000.000,1559000000.000,584000000.000,-981000000.000,61000000.000,28000000.000,145000000.000,4268000000.000,142000000.000
704051,2017-03-31,,,438000000.000,,,,,,,,,,159662000.000,2886902000.000,
1609471,2016-12-31,1407717000.000,,63245000.000,-20037000.000,,,857608000.000,,906281000.000,-918676000.000,24559000.000,-232000.000,,177600000.000,
1472787,2016-12-31,8831777000.000,,1006138000.000,351596000.000,3.090,1017417000.000,5817428000.000,,106787000.000,-610148000.000,489416000.000,,434050000.000,5575846000.000,111156000.000
1394319,2016-12-31,45730000.000,45648000.000,35710000.000,,,,,10243000.000,19414000.000,2073000.000,-27150000.000,-25976000.000,82000.000,,
1359527,2011-12-31,513495000.000,107101000.000,12859000.000,,,190993000.000,350129000.000,64697000.000,-4137000.000,-38898000.000,46458000.000,58709000.000,48825000.000,379336000.000,
1277902,2016-12-31,1418804000.000,,17340000.000,11568000.000,1.310,,1273179000.000,,18926000.000,-55983000.000,25264000.000,,25081000.000,,10068733.000
1143238,2016-12-31,19587.000,19587.000,3794.000,,,,11585439.000,11585439.000,1110000.000,,-1214751.000,,,89563.000,
1022705,2016-12-31,344279000.000,220975000.000,91489000.000,,-2.730,,34696000.000,32710000.000,45057000.000,-3002000.000,-2073000.000,-114783000.000,120743000.000,134737000.000,43151000.000
1162896,2016-12-31,5835129.000,5599279.000,4401217.000,,,,9237145.000,2736952.000,2476667.000,-311140.000,-2488009.000,-1182246.000,215948.000,22701534.000,
1470215,2015-06-30,5394174000.000,1836232000.000,715151000.000,-1618000.000,5.500,2278351000.000,2446662000.000,1130874000.000,-190528000.000,-361975000.000,573519000.000,588601000.000,390681000.000,3523841000.000,70007000.000
774569,2016-12-31,655184000.000,,15351000.000,2148000.000,1.110,,597514000.000,,40912000.000,-57302000.000,13245000.000,,9132000.000,,4407269.000
1133311,2016-12-31,53530000.000,44466000.000,26838000.000,6752000.000,0.470,,,29823000.000,-15262000.000,-909000.000,8722000.000,11068000.000,6158000.000,,13997000.000
1585364,2016-12-31,13870100000.000,2805300000.000,622300000.000,-4079300000.000,-28.010,4049400000.000,7912500000.000,1836300000.000,-268700000.000,-175000000.000,654900000.000,-1999700000.000,870100000.000,5280600000.000,143300000.000
12400,2016-12-31,1093749000.000,113518000.000,234000.000,,,,709087000.000,83477000.000,0.000,-88947000.000,88884000.000,85580000.000,897559000.000,,
1445305,2015-12-31,143895000.000,97878000.000,58750000.000,-43305000.000,,,118176000.000,84084000.000,-1102000.000,-19777000.000,-21592000.000,-43683000.000,44410000.000,,
352747,2012-12-31,11312901.000,5636362.000,3813492.000,,,,110052435.000,104458198.000,3397879.000,-1088892.000,-3177178.000,-9370864.000,2651819.000,9438153.000,
1325740,2016-09-30,60033000.000,26734000.000,15416000.000,,,,33510000.000,9781000.000,-4069000.000,1196000.000,1723000.000,-5340000.000,32231000.000,,
1324344,2011-12-31,389871.000,183323.000,140364.000,,-0.010,,1499146.000,606141.000,470000.000,,-352853.000,-1730724.000,61820.000,,203501178.000
812796,2016-12-31,10267105.000,10113775.000,8772567.000,,-1.340,,,2869857.000,8840602.000,-7159.000,-4982421.000,-5709582.000,26702.000,10448794.000,3583587.000
1031028,2013-06-30,308241000.000,171153000.000,87286000.000,15492000.000,0.660,68818000.000,,42819000.000,-4234000.000,-16467000.000,35895000.000,22559000.000,50367000.000,319614000.000,23096000.000
1575988,2014-12-31,324857250.000,,0.000,,,,14420157.000,1995157.000,300000.000,156473.000,-1262397.000,-3028021.000,,0.000,
1105055,2011-12-31,8311000000.000,3569000000.000,398000000.000,-938000000.000,,,8279000000.000,3051000000.000,375000000.000,-229000000.000,-1000000.000,-254000000.000,2821000000.000,,
1609132,2015-12-31,1725520000.000,,137259000.000,14343000.000,0.890,,1524539000.000,,174957000.000,-238217000.000,14816000.000,,65139000.000,,16100966.000
102729,2016-12-31,2391731000.000,1253216000.000,399948000.000,94091000.000,7.630,321110000.000,1409145000.000,349848000.000,-95158000.000,-53049000.000,219168000.000,243504000.000,518335000.000,2521676000.000,22709000.000
861842,2016-12-31,14520769000.000,,218017000.000,179810000.000,2.190,372189000.000,12692230000.000,,1087164000.000,-1283679000.000,234402000.000,,105607000.000,,79929262.000
1527705,2015-12-31,91956000.000,22811000.000,17845000.000,,,,53117000.000,9546000.000,-10076000.000,-4900000.000,18933000.000,11886000.000,62873000.000,,
1142129,2016-12-31,1259.000,1059.000,1059.000,,,,709573.000,,14883.000,,-15761.000,,,,
17843,2016-06-30,2794300000.000,1010700000.000,82000000.000,,0.230,244800000.000,1689400000.000,298800000.000,-163100000.000,-82600000.000,256900000.000,51600000.000,1351400000.000,1813400000.000,48200000.000
711477,2016-12-31,338314.000,,338314.000,,,,,,,,,,,,
1419428,2014-12-31,3529857000.000,330750000.000,82812000.000,,0.140,,,256054000.000,-191002000.000,-28496000.000,247624000.000,293340000.000,3117892000.000,875561000.000,310641000.000
1439288,2017-03-31,3539300000.000,1178100000.000,490100000.000,76100000.000,0.640,1318200000.000,2468700000.000,400300000.000,79900000.000,-264000000.000,195100000.000,183700000.000,400900000.000,1918200000.000,104784000.000
1033128,2016-12-31,2793263000.000,,9859000.000,126285000.000,1.050,,1508638000.000,,-56471000.000,-110992000.000,173335000.000,,,,115370000.000
9263,2012-12-31,373409000.000,252523000.000,77367000.000,2923000.000,0.290,81598000.000,148257000.000,125544000.000,-1409000.000,7699000.000,35027000.000,3943000.000,17286000.000,,9625000.000
1331754,2016-12-31,53907400000.000,,546612000.000,,,,51471204000.000,,3231833000.000,-7855765000.000,238942000.000,,37638000.000,,
351789,2016-12-31,13058000.000,10792000.000,840000.000,206000.000,0.060,,,543000.000,-390000.000,465000.000,196000.000,170000.000,1033000.000,7087000.000,3395945.000
1382231,2017-02-28,1240215.000,510683.000,459481.000,,,,3020185.000,2995639.000,598351.000,-63402.000,-197894.000,-491393.000,,,
832101,2016-12-31,3154944000.000,822721000.000,235964000.000,215954000.000,3.530,1632592000.000,1611050000.000,309158000.000,46548000.000,-509199000.000,399917000.000,405801000.000,247816000.000,2113043000.000,76758000.000
1099568,2016-12-31,169.000,169.000,169.000,,,,,227045.000,,,-3609.000,,,,
1553264,2015-03-31,270884.000,270884.000,1502.000,,,,366251.000,,422646.000,-266000.000,-155304.000,-122944.000,0.000,2103.000,
1014041,2011-12-31,64241000.000,,1862000.000,,-0.240,,26239000.000,,3025000.000,-10505000.000,8015000.000,-1250000.000,24053000.000,107579000.000,6467000.000
1583771,2016-06-30,13106712.000,7894985.000,,-16998638.000,,1870924.000,11789132.000,5083547.000,19898079.000,-502206.000,-16555098.000,-20805485.000,80848.000,,
1008817,2013-12-31,950648000.000,667695000.000,337630000.000,67196000.000,0.540,149142000.000,360635000.000,243067000.000,5577000.000,-49007000.000,155282000.000,120334000.000,85898000.000,1305232000.000,142636000.000
914122,2017-01-31,101611000.000,57824000.000,7603000.000,-10422000.000,,2279000.000,42198000.000,30048000.000,-14945000.000,10218000.000,-4231000.000,-10788000.000,36275000.000,98845000.000,7488000.000
1060736,2016-12-31,838396000.000,734648000.000,108673000.000,-139491000.000,,,,148516000.000,35196000.000,68193000.000,-96971000.000,-142725000.000,62870000.000,418147000.000,
1297401,2015-12-31,1969975000.000,,110814000.000,-56621000.000,-0.640,190668000.000,771135000.000,,64561000.000,-40865000.000,52509000.000,16439000.000,37765000.000,915863000.000,85841000.000
875296,2016-12-31,29395000.000,22914000.000,1722000.000,,0.050,4235000.000,19038000.000,9679000.000,-5424000.000,,7289000.000,7797000.000,985000.000,86386000.000,
1145460,2016-12-31,5648279000.000,1459903000.000,567215000.000,-260240000.000,,2759366000.000,3816672000.000,676156000.000,-109819000.000,2628000.000,179290000.000,14724000.000,441190000.000,2376335000.000,
1502629,2015-12-31,3971.000,,3971.000,,,,,9758.000,0.000,,-3387.000,,,,
783325,2016-12-31,30123200000.000,2168700000.000,37500000.000,937300000.000,2.960,3046200000.000,,2431600000.000,-845700000.000,-1270100000.000,2103500000.000,1682100000.000,19915500000.000,7472300000.000,316900000.000
912750,2016-12-31,4312000000.000,949000000.000,555000000.000,-1230000000.000,-6.360,,3374000000.000,684000000.000,715000000.000,-991000000.000,826000000.000,,,,193000000.000
1340095,2011-12-25,12694222.000,7630255.000,831516.000,,,2740913.000,6678225.000,5257258.000,-3872342.000,-488875.000,3522865.000,2293217.000,1527206.000,,
1434737,2016-12-31,93.000,,93.000,,,,253314.000,253314.000,27725.000,,-28751.000,,,,
1383154,2015-12-31,9874407.000,9750219.000,8295310.000,,,,6117338.000,4690419.000,11080068.000,-17319.000,-3354898.000,-4026128.000,124188.000,6133412.000,
715072,2016-12-31,8699851000.000,,306224000.000,84561000.000,2.170,470534000.000,7466968000.000,,282849000.000,-351993000.000,163797000.000,,179223000.000,,41989455.000
1545078,2016-12-31,,,48000000.000,,,,,,,,29400000.000,,,1106000.000,
1013462,2016-12-31,2800526000.000,1169401000.000,822479000.000,260148000.000,2.990,1337215000.000,,539100000.000,-279477000.000,-32173000.000,356827000.000,376242000.000,54677000.000,988465000.000,88969000.000
1494413,2016-12-31,11468.000,11468.000,1280.000,,,,294057.000,294057.000,60098.000,,-58841.000,-675053.000,,38771.000,
1548261,2013-02-28,125114.000,106050.000,99550.000,,,,114473.000,9387.000,139750.000,,-40377.000,-42431.000,,,
16614,2012-12-31,764259000.000,,58379000.000,4276000.000,0.500,,704532000.000,,-8184000.000,17723000.000,10466000.000,,8105000.000,,8246000.000
1621199,2016-12-31,16427.000,16427.000,6427.000,,,,66124.000,66124.000,6427.000,,-11141.000,-59661.000,,,
1376755,2014-12-31,47955765.000,840870.000,99329.000,,,,70780605.000,49784479.000,19609416.000,-1058579.000,-18622458.000,-23002430.000,46722433.000,17905474.000,
1651992,2016-12-31,91371.000,0.000,0.000,,,,63321.000,21892.000,216679.000,-22079.000,-200924.000,-278380.000,1871.000,2037.000,
1096788,2011-12-31,856746000.000,128878000.000,84866000.000,,1.240,267685000.000,836480000.000,88220000.000,7662000.000,-121431000.000,151515000.000,82700000.000,414599000.000,518582000.000,38994575.000
1448038,2016-12-31,42665846.000,,2194854.000,,,,,,10598951.000,-12765074.000,2552138.000,,,2699032.000,
318996,2016-12-31,657981000.000,234570000.000,,,,,,116795000.000,,,,,405151000.000,,
795255,2012-12-31,0.000,0.000,0.000,,,,41124692.000,,4700544.000,0.000,-4700606.000,-6420214.000,,,
828146,2016-12-31,10471000.000,9385000.000,6009000.000,2816000.000,,,873000.000,873000.000,,-230000.000,1886000.000,2847000.000,310000.000,11886000.000,7407000.000
9326,2016-12-31,948626000.000,188442000.000,38643000.000,54237000.000,1.750,439811000.000,427593000.000,101008000.000,-19454000.000,-133594000.000,107612000.000,90838000.000,165754000.000,553204000.000,31922638.000
1420720,2016-06-30,51600000.000,23906000.000,23014000.000,,,,27556000.000,2291000.000,21664000.000,-68000.000,-8072000.000,-9893000.000,25574000.000,948000.000,
1591913,2016-12-31,1522752.000,1110160.000,46286.000,-4407469.000,,,1259732.000,1259732.000,822000.000,-2000.000,-1929453.000,-4283298.000,231328.000,2691896.000,
1006837,2016-12-31,2835276000.000,,115371000.000,-80821000.000,-2.830,98086000.000,2735852000.000,,18788000.000,-140218000.000,79148000.000,-1421000.000,286458000.000,1558126000.000,37260000.000
1179090,2013-12-31,2839564.000,1552566.000,1393788.000,,,,2231233.000,2193554.000,1569354.000,-208830.000,-5502965.000,-8140620.000,251445.000,,
1301075,2015-06-30,141552.000,89582.000,,,0.000,,1807309.000,1795301.000,83143.000,-27595.000,-5205.000,-894967.000,41970.000,23718.000,7092000234.000
1094738,2015-12-31,298250000.000,,28273000.000,-119000.000,,,262026000.000,,-1241000.000,-6088000.000,2498000.000,,4412000.000,,
1352302,2014-12-31,23042707.000,23042707.000,22894405.000,,1.320,,277893.000,277893.000,-71551960.000,97118004.000,-10779911.000,-4387681.000,,,40513373.000
352049,2011-12-31,47326000000.000,3355000000.000,202000000.000,886000000.000,2.210,6441000000.000,34027000000.000,4855000000.000,-2924000000.000,-956000000.000,3063000000.000,1698000000.000,30337000000.000,,401000000.000
42582,2016-12-31,16511000000.000,5718000000.000,1132000000.000,1076000000.000,4.740,535000000.000,11786000000.000,4817000000.000,-860000000.000,-973000000.000,1504000000.000,,7040000000.000,,266000000.000
1443075,2012-12-31,52352442.000,,2046676.000,,,,1525006.000,,-39300677.000,,37211527.000,-597313.000,,71468.000,
1085621,2016-12-31,453718000.000,123718000.000,97364000.000,70026000.000,,231787000.000,82376000.000,67953000.000,-86843000.000,115900000.000,-4209000.000,-44422000.000,5359000.000,109301000.000,
1535194,2013-12-31,1237.000,1237.000,289.000,,,,41225.000,36475.000,23500.000,,-24464.000,,,4087.000,
1432001,2015-03-31,901218.000,447784.000,,,,,1115821.000,423962.000,371806.000,-415336.000,-1771017.000,-2694841.000,1744.000,0.000,
1422949,2014-09-30,1344768.000,279413.000,192044.000,,,,945717.000,844367.000,350000.000,-121283.000,-1058615.000,-4346481.000,624522.000,0.000,
1271625,2013-06-30,1721700000.000,663700000.000,196200000.000,14300000.000,-0.020,761800000.000,1291000000.000,230600000.000,-46900000.000,-245000000.000,264700000.000,334000000.000,122800000.000,1122300000.000,42290985.000
1586454,2016-12-31,303941000.000,,36165000.000,1931000.000,1.110,,276859000.000,,57936000.000,-33146000.000,2946000.000,,4929000.000,,1991161.000
1410384,2016-12-31,200980000.000,125669000.000,54873000.000,,,,100745000.000,59211000.000,944000.000,-16514000.000,3394000.000,-35718000.000,27480000.000,150224000.000,
1309442,2016-12-31,6272989.000,5760029.000,3161617.000,,,,10062049.000,8408910.000,-377568.000,-34351.000,175243.000,-2712843.000,512960.000,21830928.000,
1672754,2016-12-31,121407570.000,,12341682.000,,,,46813735.000,,72065212.000,-64031855.000,3328927.000,,,6414592.000,
1088206,2013-06-30,723243.000,299260.000,49677.000,,,,9783120.000,8594371.000,-30000.000,-63772.000,62948.000,-376075.000,3182.000,928493.000,
1511618,2013-12-31,778035.000,181699.000,34471.000,,,,104925.000,39552.000,46001.000,-255007.000,222852.000,,655558.000,472555.000,
794107,2013-12-31,0.000,,,,,,2257474.000,,9372.000,,-9372.000,-299650.000,,,
1515740,2016-12-31,38967.000,33867.000,,,,,699671.000,699671.000,474181.000,-3536.000,-483622.000,-637891.000,5100.000,,
28412,2016-12-31,72978000000.000,,7218000000.000,,2.680,635000000.000,65182000000.000,,848000000.000,-270000000.000,493000000.000,,501000000.000,,177000000.000
66649,2015-12-31,3203934.000,1542708.000,1203048.000,-2839205.000,,,984869.000,456619.000,-211560.000,1849239.000,-4297093.000,-4682467.000,475285.000,,
1670538,2016-12-31,67299.000,,65700.000,,,,14101.000,,238398.000,,-172698.000,-173724.000,,,
842314,2016-03-30,4024433.000,,560502.000,170057.000,,,144366.000,,-4223182.000,4714792.000,-196169.000,,,36481.000,
21535,2016-12-31,345512000.000,245149000.000,96045000.000,-3071000.000,0.110,58849000.000,,68689000.000,-6707000.000,-32916000.000,24548000.000,5665000.000,18234000.000,282084000.000,27480000.000
1308161,2016-06-30,48365000000.000,14949000000.000,4424000000.000,2181000000.000,1.420,12733000000.000,33484000000.000,7068000000.000,-5330000000.000,-1638000000.000,3048000000.000,,1692000000.000,27326000000.000,1945000000.000
884219,2016-12-31,869816000.000,175417000.000,20900000.000,,2.090,254022000.000,499178000.000,345590000.000,111582000.000,-244638000.000,100318000.000,74863000.000,279858000.000,1204970000.000,20177000.000
1603793,2017-02-28,1106057.000,189535.000,76365.000,,,,452473.000,442428.000,903940.000,-65000.000,-1304803.000,-1738742.000,17546.000,149351.000,
1120370,2016-12-31,117662000.000,58190000.000,18699000.000,,0.020,,,43251000.000,-3319000.000,-3164000.000,17300000.000,1909000.000,54606000.000,180840000.000,15081000.000
1309082,2017-03-31,39858212.000,3930684.000,,,,,50427191.000,48213987.000,15752627.000,-8851847.000,-6393208.000,-84100320.000,35781159.000,,
71557,2016-12-31,114331358.000,5461292.000,,2859594.000,,39805349.000,,8288711.000,-6260623.000,-5861514.000,12186427.000,5408893.000,42926633.000,42319146.000,
1635718,2016-12-25,2844681000.000,603506000.000,114324000.000,-156778000.000,0.440,698288000.000,1987920000.000,571987000.000,271418000.000,-519073000.000,165555000.000,79088000.000,1087701000.000,3047474000.000,118625000.000
815065,2015-03-31,2099466000.000,720432000.000,167689000.000,63914000.000,2.250,592641000.000,1025820000.000,283331000.000,69750000.000,-283769000.000,246040000.000,227211000.000,493053000.000,1850263000.000,60045000.000
882095,2016-12-31,56977000000.000,20445000000.000,8229000000.000,13691000000.000,9.940,1172000000.000,37614000000.000,9219000000.000,-9347000000.000,-11985000000.000,16669000000.000,17633000000.000,2865000000.000,30390000000.000,1358000000.000
1084817,2012-12-31,188765000.000,143521000.000,106656000.000,8158000.000,0.140,17335000.000,30355000.000,24777000.000,2517000.000,6527000.000,24049000.000,11211000.000,18426000.000,162824000.000,53087000.000
78311,2016-12-31,3846445.000,391658.000,122921.000,,,2537697.000,9945924.000,9867116.000,,,,,384590.000,,
1436549,2015-02-25,,,,,,,,,,,,,,,
1326428,2016-12-31,4660591000.000,1000534000.000,694857000.000,,-6.160,,,2341618000.000,48015000.000,-235840000.000,880514000.000,,,917713000.000,352653000.000
96943,2016-12-31,3891213000.000,1183393000.000,543789000.000,170616000.000,4.980,1276720000.000,1751872000.000,427646000.000,-118692000.000,-56974000.000,410590000.000,319453000.000,302899000.000,1868027000.000,47646000.000
1405249,2015-12-31,453416.000,354598.000,,-3547631.000,,,,924089.000,3050050.000,-8917.000,,,17288.000,230154.000,
1418452,2012-09-30,396285.000,333993.000,226738.000,,,,509547.000,509547.000,798668.000,-40521.000,-549615.000,-818720.000,34672.000,1964706.000,
1397772,2011-12-31,916677000.000,265914000.000,17723000.000,,,309978000.000,1111626000.000,184528000.000,-29100000.000,-9056000.000,22643000.000,-175359000.000,94454000.000,1541709000.000,
1449224,2011-09-30,273020.000,206693.000,,,,,689311.000,689311.000,,,,,60712.000,,
1555767,2012-12-31,1319319000.000,,51236000.000,100674000.000,,,984783000.000,,-93321000.000,23845000.000,28441000.000,,,434462000.000,
914374,2016-12-31,2475392000.000,,75650000.000,18087000.000,0.920,13545000.000,2188763000.000,,102075000.000,-131535000.000,26981000.000,,22808000.000,,18866867.000
1477130,2011-11-30,2789.000,,,,,,,17172.000,,,-6967.000,,,0.000,
1562107,2016-12-31,2745861.000,1336937.000,1336937.000,,,,538604.000,538604.000,0.000,200038.000,-674973.000,-1660321.000,123445.000,0.000,
1592782,2016-09-30,1176809.000,1176809.000,,,,,1357626.000,400441.000,1000000.000,-1000000.000,,-252415.000,,,
